,date,county,Population,cases,Minority_pct,Hotspot,Hotspot_in_2_weeks
0,2021-07-01,Alamance,175029.0,19035,0.3825,False,False
100,2021-07-02,Alamance,175029.0,19042,0.3825,False,False
200,2021-07-03,Alamance,175029.0,19042,0.3825,False,False
300,2021-07-04,Alamance,175029.0,19042,0.3825,False,False
400,2021-07-05,Alamance,175029.0,19042,0.3825,False,False
500,2021-07-06,Alamance,175029.0,19065,0.3825,False,True
600,2021-07-07,Alamance,175029.0,19069,0.3825,False,True
700,2021-07-08,Alamance,175029.0,19078,0.3825,False,True
791,2021-07-09,Alamance,175029.0,19078,0.3825,False,True
886,2021-07-10,Alamance,175029.0,19078,0.3825,False,True
981,2021-07-11,Alamance,175029.0,19078,0.3825,False,True
1076,2021-07-12,Alamance,175029.0,19106,0.3825,False,True
1171,2021-07-13,Alamance,175029.0,19108,0.3825,False,True
1268,2021-07-14,Alamance,175029.0,19124,0.3825,False,True
1366,2021-07-15,Alamance,175029.0,19132,0.3825,False,True
1465,2021-07-16,Alamance,175029.0,19149,0.3825,False,True
1565,2021-07-17,Alamance,175029.0,19149,0.3825,False,True
1665,2021-07-18,Alamance,175029.0,19149,0.3825,False,True
1765,2021-07-19,Alamance,175029.0,19182,0.3825,False,True
1864,2021-07-20,Alamance,175029.0,19197,0.3825,True,True
1963,2021-07-21,Alamance,175029.0,19221,0.3825,True,True
2063,2021-07-22,Alamance,175029.0,19240,0.3825,True,True
2163,2021-07-23,Alamance,175029.0,19252,0.3825,True,True
2263,2021-07-24,Alamance,175029.0,19252,0.3825,True,True
2363,2021-07-25,Alamance,175029.0,19252,0.3825,True,True
2463,2021-07-26,Alamance,175029.0,19300,0.3825,True,True
2563,2021-07-27,Alamance,175029.0,19323,0.3825,True,True
2663,2021-07-28,Alamance,175029.0,19345,0.3825,True,True
2763,2021-07-29,Alamance,175029.0,19368,0.3825,True,True
2863,2021-07-30,Alamance,175029.0,19413,0.3825,True,True
2963,2021-07-31,Alamance,175029.0,19413,0.3825,True,True
3063,2021-08-01,Alamance,175029.0,19413,0.3825,True,True
3163,2021-08-02,Alamance,175029.0,19516,0.3825,True,True
3263,2021-08-03,Alamance,175029.0,19552,0.3825,True,True
3363,2021-08-04,Alamance,175029.0,19607,0.3825,True,True
3463,2021-08-05,Alamance,175029.0,19649,0.3825,True,True
3563,2021-08-06,Alamance,175029.0,19697,0.3825,True,True
3663,2021-08-07,Alamance,175029.0,19697,0.3825,True,True
3763,2021-08-08,Alamance,175029.0,19697,0.3825,True,True
3863,2021-08-09,Alamance,175029.0,19906,0.3825,True,True
3963,2021-08-10,Alamance,175029.0,19945,0.3825,True,True
4063,2021-08-11,Alamance,175029.0,20012,0.3825,True,True
4163,2021-08-12,Alamance,175029.0,20079,0.3825,True,True
4263,2021-08-13,Alamance,175029.0,20202,0.3825,True,True
4363,2021-08-14,Alamance,175029.0,20202,0.3825,True,True
4463,2021-08-15,Alamance,175029.0,20202,0.3825,True,True
4563,2021-08-16,Alamance,175029.0,20380,0.3825,True,True
4663,2021-08-17,Alamance,175029.0,20422,0.3825,True,True
4763,2021-08-18,Alamance,175029.0,20505,0.3825,True,True
4863,2021-08-19,Alamance,175029.0,20641,0.3825,True,True
4963,2021-08-20,Alamance,175029.0,20735,0.3825,True,True
5063,2021-08-21,Alamance,175029.0,20735,0.3825,True,True
5163,2021-08-22,Alamance,175029.0,20735,0.3825,True,True
5263,2021-08-23,Alamance,175029.0,20954,0.3825,True,True
5363,2021-08-24,Alamance,175029.0,21022,0.3825,True,True
5463,2021-08-25,Alamance,175029.0,21083,0.3825,True,True
5563,2021-08-26,Alamance,175029.0,21220,0.3825,True,True
5663,2021-08-27,Alamance,175029.0,21332,0.3825,True,True
5763,2021-08-28,Alamance,175029.0,21332,0.3825,True,True
5863,2021-08-29,Alamance,175029.0,21332,0.3825,True,True
5963,2021-08-30,Alamance,175029.0,21680,0.3825,True,True
6063,2021-08-31,Alamance,175029.0,21733,0.3825,True,True
6163,2021-09-01,Alamance,175029.0,21835,0.3825,True,True
6263,2021-09-02,Alamance,175029.0,21966,0.3825,True,True
6363,2021-09-03,Alamance,175029.0,22091,0.3825,True,True
6463,2021-09-04,Alamance,175029.0,22091,0.3825,True,True
6563,2021-09-05,Alamance,175029.0,22091,0.3825,True,True
6663,2021-09-06,Alamance,175029.0,22091,0.3825,True,True
6763,2021-09-07,Alamance,175029.0,22485,0.3825,True,True
6863,2021-09-08,Alamance,175029.0,22594,0.3825,True,True
6963,2021-09-09,Alamance,175029.0,22690,0.3825,True,True
7063,2021-09-10,Alamance,175029.0,22767,0.3825,True,True
7163,2021-09-11,Alamance,175029.0,22767,0.3825,True,True
7263,2021-09-12,Alamance,175029.0,22767,0.3825,True,True
7363,2021-09-13,Alamance,175029.0,23168,0.3825,True,True
7463,2021-09-14,Alamance,175029.0,23234,0.3825,True,True
7563,2021-09-15,Alamance,175029.0,23408,0.3825,True,True
7663,2021-09-16,Alamance,175029.0,23534,0.3825,True,True
7763,2021-09-17,Alamance,175029.0,23669,0.3825,True,True
7863,2021-09-18,Alamance,175029.0,23669,0.3825,True,True
7963,2021-09-19,Alamance,175029.0,23669,0.3825,True,True
8063,2021-09-20,Alamance,175029.0,23980,0.3825,True,True
8163,2021-09-21,Alamance,175029.0,24030,0.3825,True,True
8263,2021-09-22,Alamance,175029.0,24156,0.3825,True,True
8363,2021-09-23,Alamance,175029.0,24258,0.3825,True,True
8463,2021-09-24,Alamance,175029.0,24359,0.3825,True,True
8563,2021-09-25,Alamance,175029.0,24359,0.3825,True,True
8663,2021-09-26,Alamance,175029.0,24359,0.3825,True,True
8763,2021-09-27,Alamance,175029.0,24632,0.3825,True,True
8863,2021-09-28,Alamance,175029.0,24717,0.3825,True,True
8963,2021-09-29,Alamance,175029.0,24800,0.3825,True,True
9063,2021-09-30,Alamance,175029.0,24907,0.3825,True,True
9163,2021-10-01,Alamance,175029.0,24979,0.3825,True,True
9263,2021-10-02,Alamance,175029.0,24979,0.3825,True,True
9363,2021-10-03,Alamance,175029.0,24979,0.3825,True,True
9463,2021-10-04,Alamance,175029.0,25238,0.3825,True,True
9563,2021-10-05,Alamance,175029.0,25288,0.3825,True,True
9663,2021-10-06,Alamance,175029.0,25346,0.3825,True,True
9763,2021-10-07,Alamance,175029.0,25442,0.3825,True,True
9863,2021-10-08,Alamance,175029.0,25524,0.3825,True,True
9963,2021-10-09,Alamance,175029.0,25524,0.3825,True,True
10063,2021-10-10,Alamance,175029.0,25524,0.3825,True,True
10163,2021-10-11,Alamance,175029.0,25682,0.3825,True,True
10263,2021-10-12,Alamance,175029.0,25745,0.3825,True,True
10363,2021-10-13,Alamance,175029.0,25792,0.3825,True,True
10463,2021-10-14,Alamance,175029.0,25839,0.3825,True,True
10563,2021-10-15,Alamance,175029.0,25869,0.3825,True,True
10663,2021-10-16,Alamance,175029.0,25869,0.3825,True,True
10763,2021-10-17,Alamance,175029.0,25869,0.3825,True,True
10863,2021-10-18,Alamance,175029.0,26005,0.3825,True,True
10963,2021-10-19,Alamance,175029.0,26034,0.3825,True,True
11063,2021-10-20,Alamance,175029.0,26072,0.3825,True,True
11163,2021-10-21,Alamance,175029.0,26115,0.3825,True,True
11263,2021-10-22,Alamance,175029.0,26148,0.3825,True,True
11363,2021-10-23,Alamance,175029.0,26148,0.3825,True,True
11463,2021-10-24,Alamance,175029.0,26148,0.3825,True,True
11563,2021-10-25,Alamance,175029.0,26249,0.3825,True,True
11663,2021-10-26,Alamance,175029.0,26275,0.3825,True,True
11763,2021-10-27,Alamance,175029.0,26304,0.3825,True,True
11863,2021-10-28,Alamance,175029.0,26347,0.3825,True,True
11963,2021-10-29,Alamance,175029.0,26393,0.3825,True,True
12063,2021-10-30,Alamance,175029.0,26393,0.3825,True,True
12163,2021-10-31,Alamance,175029.0,26393,0.3825,True,True
12263,2021-11-01,Alamance,175029.0,26469,0.3825,True,True
12363,2021-11-02,Alamance,175029.0,26490,0.3825,True,True
12463,2021-11-03,Alamance,175029.0,26520,0.3825,True,True
12563,2021-11-04,Alamance,175029.0,26561,0.3825,True,True
12663,2021-11-05,Alamance,175029.0,26591,0.3825,True,True
12763,2021-11-06,Alamance,175029.0,26591,0.3825,True,True
12863,2021-11-07,Alamance,175029.0,26591,0.3825,True,True
12963,2021-11-08,Alamance,175029.0,26675,0.3825,True,True
13063,2021-11-09,Alamance,175029.0,26692,0.3825,True,True
13163,2021-11-10,Alamance,175029.0,26725,0.3825,True,True
13263,2021-11-11,Alamance,175029.0,26725,0.3825,True,True
13363,2021-11-12,Alamance,175029.0,26825,0.3825,True,True
13463,2021-11-13,Alamance,175029.0,26825,0.3825,True,True
13563,2021-11-14,Alamance,175029.0,26825,0.3825,True,True
13663,2021-11-15,Alamance,175029.0,26913,0.3825,True,True
13763,2021-11-16,Alamance,175029.0,26945,0.3825,True,True
13863,2021-11-17,Alamance,175029.0,26976,0.3825,True,True
13963,2021-11-18,Alamance,175029.0,27027,0.3825,True,True
14063,2021-11-19,Alamance,175029.0,27064,0.3825,True,
14163,2021-11-20,Alamance,175029.0,27064,0.3825,True,
14263,2021-11-21,Alamance,175029.0,27064,0.3825,True,
14363,2021-11-22,Alamance,175029.0,27168,0.3825,True,
14463,2021-11-23,Alamance,175029.0,27197,0.3825,True,
14563,2021-11-24,Alamance,175029.0,27229,0.3825,True,
14663,2021-11-25,Alamance,175029.0,27229,0.3825,True,
14763,2021-11-26,Alamance,175029.0,27229,0.3825,True,
14863,2021-11-27,Alamance,175029.0,27229,0.3825,True,
14963,2021-11-28,Alamance,175029.0,27229,0.3825,True,
15063,2021-11-29,Alamance,175029.0,27387,0.3825,True,
15163,2021-11-30,Alamance,175029.0,27430,0.3825,True,
15263,2021-12-01,Alamance,175029.0,27482,0.3825,True,
15362,2021-12-02,Alamance,175029.0,27554,0.3825,True,
1,2021-07-01,Alexander,36172.0,4456,0.1416,False,False
101,2021-07-02,Alexander,36172.0,4456,0.1416,False,False
201,2021-07-03,Alexander,36172.0,4456,0.1416,False,False
301,2021-07-04,Alexander,36172.0,4456,0.1416,False,False
401,2021-07-05,Alexander,36172.0,4456,0.1416,False,True
501,2021-07-06,Alexander,36172.0,4456,0.1416,False,True
601,2021-07-07,Alexander,36172.0,4459,0.1416,False,True
701,2021-07-08,Alexander,36172.0,4460,0.1416,False,True
792,2021-07-09,Alexander,36172.0,4462,0.1416,False,True
887,2021-07-10,Alexander,36172.0,4462,0.1416,False,True
982,2021-07-11,Alexander,36172.0,4462,0.1416,False,True
1077,2021-07-12,Alexander,36172.0,4469,0.1416,False,True
1172,2021-07-13,Alexander,36172.0,4470,0.1416,False,True
1269,2021-07-14,Alexander,36172.0,4474,0.1416,False,True
1367,2021-07-15,Alexander,36172.0,4476,0.1416,False,True
1466,2021-07-16,Alexander,36172.0,4479,0.1416,False,True
1566,2021-07-17,Alexander,36172.0,4479,0.1416,False,True
1666,2021-07-18,Alexander,36172.0,4479,0.1416,False,True
1766,2021-07-19,Alexander,36172.0,4490,0.1416,True,True
1865,2021-07-20,Alexander,36172.0,4491,0.1416,True,True
1964,2021-07-21,Alexander,36172.0,4498,0.1416,True,True
2064,2021-07-22,Alexander,36172.0,4506,0.1416,True,True
2164,2021-07-23,Alexander,36172.0,4518,0.1416,True,True
2264,2021-07-24,Alexander,36172.0,4518,0.1416,True,True
2364,2021-07-25,Alexander,36172.0,4518,0.1416,True,True
2464,2021-07-26,Alexander,36172.0,4526,0.1416,True,True
2564,2021-07-27,Alexander,36172.0,4529,0.1416,True,True
2664,2021-07-28,Alexander,36172.0,4545,0.1416,True,True
2764,2021-07-29,Alexander,36172.0,4561,0.1416,True,True
2864,2021-07-30,Alexander,36172.0,4568,0.1416,True,True
2964,2021-07-31,Alexander,36172.0,4568,0.1416,True,True
3064,2021-08-01,Alexander,36172.0,4568,0.1416,True,True
3164,2021-08-02,Alexander,36172.0,4601,0.1416,True,True
3264,2021-08-03,Alexander,36172.0,4609,0.1416,True,True
3364,2021-08-04,Alexander,36172.0,4621,0.1416,True,True
3464,2021-08-05,Alexander,36172.0,4634,0.1416,True,True
3564,2021-08-06,Alexander,36172.0,4652,0.1416,True,True
3664,2021-08-07,Alexander,36172.0,4652,0.1416,True,True
3764,2021-08-08,Alexander,36172.0,4652,0.1416,True,True
3864,2021-08-09,Alexander,36172.0,4728,0.1416,True,True
3964,2021-08-10,Alexander,36172.0,4741,0.1416,True,True
4064,2021-08-11,Alexander,36172.0,4764,0.1416,True,True
4164,2021-08-12,Alexander,36172.0,4794,0.1416,True,True
4264,2021-08-13,Alexander,36172.0,4812,0.1416,True,True
4364,2021-08-14,Alexander,36172.0,4812,0.1416,True,True
4464,2021-08-15,Alexander,36172.0,4812,0.1416,True,True
4564,2021-08-16,Alexander,36172.0,4869,0.1416,True,True
4664,2021-08-17,Alexander,36172.0,4872,0.1416,True,True
4764,2021-08-18,Alexander,36172.0,4910,0.1416,True,True
4864,2021-08-19,Alexander,36172.0,4946,0.1416,True,True
4964,2021-08-20,Alexander,36172.0,4956,0.1416,True,True
5064,2021-08-21,Alexander,36172.0,4956,0.1416,True,True
5164,2021-08-22,Alexander,36172.0,4956,0.1416,True,True
5264,2021-08-23,Alexander,36172.0,5040,0.1416,True,True
5364,2021-08-24,Alexander,36172.0,5062,0.1416,True,True
5464,2021-08-25,Alexander,36172.0,5074,0.1416,True,True
5564,2021-08-26,Alexander,36172.0,5124,0.1416,True,True
5664,2021-08-27,Alexander,36172.0,5148,0.1416,True,True
5764,2021-08-28,Alexander,36172.0,5148,0.1416,True,True
5864,2021-08-29,Alexander,36172.0,5148,0.1416,True,True
5964,2021-08-30,Alexander,36172.0,5257,0.1416,True,True
6064,2021-08-31,Alexander,36172.0,5272,0.1416,True,True
6164,2021-09-01,Alexander,36172.0,5324,0.1416,True,True
6264,2021-09-02,Alexander,36172.0,5367,0.1416,True,True
6364,2021-09-03,Alexander,36172.0,5387,0.1416,True,True
6464,2021-09-04,Alexander,36172.0,5387,0.1416,True,True
6564,2021-09-05,Alexander,36172.0,5387,0.1416,True,True
6664,2021-09-06,Alexander,36172.0,5387,0.1416,True,True
6764,2021-09-07,Alexander,36172.0,5507,0.1416,True,True
6864,2021-09-08,Alexander,36172.0,5530,0.1416,True,True
6964,2021-09-09,Alexander,36172.0,5561,0.1416,True,True
7064,2021-09-10,Alexander,36172.0,5622,0.1416,True,True
7164,2021-09-11,Alexander,36172.0,5622,0.1416,True,True
7264,2021-09-12,Alexander,36172.0,5622,0.1416,True,True
7364,2021-09-13,Alexander,36172.0,5687,0.1416,True,True
7464,2021-09-14,Alexander,36172.0,5705,0.1416,True,True
7564,2021-09-15,Alexander,36172.0,5767,0.1416,True,True
7664,2021-09-16,Alexander,36172.0,5782,0.1416,True,True
7764,2021-09-17,Alexander,36172.0,5868,0.1416,True,True
7864,2021-09-18,Alexander,36172.0,5868,0.1416,True,True
7964,2021-09-19,Alexander,36172.0,5868,0.1416,True,True
8064,2021-09-20,Alexander,36172.0,5911,0.1416,True,True
8164,2021-09-21,Alexander,36172.0,5919,0.1416,True,True
8264,2021-09-22,Alexander,36172.0,5975,0.1416,True,True
8364,2021-09-23,Alexander,36172.0,5994,0.1416,True,True
8464,2021-09-24,Alexander,36172.0,6012,0.1416,True,True
8564,2021-09-25,Alexander,36172.0,6012,0.1416,True,True
8664,2021-09-26,Alexander,36172.0,6012,0.1416,True,True
8764,2021-09-27,Alexander,36172.0,6052,0.1416,True,True
8864,2021-09-28,Alexander,36172.0,6053,0.1416,True,True
8964,2021-09-29,Alexander,36172.0,6069,0.1416,True,True
9064,2021-09-30,Alexander,36172.0,6090,0.1416,True,True
9164,2021-10-01,Alexander,36172.0,6109,0.1416,True,True
9264,2021-10-02,Alexander,36172.0,6109,0.1416,True,True
9364,2021-10-03,Alexander,36172.0,6109,0.1416,True,True
9464,2021-10-04,Alexander,36172.0,6166,0.1416,True,True
9564,2021-10-05,Alexander,36172.0,6177,0.1416,True,True
9664,2021-10-06,Alexander,36172.0,6190,0.1416,True,True
9764,2021-10-07,Alexander,36172.0,6205,0.1416,True,True
9864,2021-10-08,Alexander,36172.0,6238,0.1416,True,True
9964,2021-10-09,Alexander,36172.0,6238,0.1416,True,True
10064,2021-10-10,Alexander,36172.0,6238,0.1416,True,True
10164,2021-10-11,Alexander,36172.0,6261,0.1416,True,True
10264,2021-10-12,Alexander,36172.0,6264,0.1416,True,True
10364,2021-10-13,Alexander,36172.0,6312,0.1416,True,True
10464,2021-10-14,Alexander,36172.0,6342,0.1416,True,True
10564,2021-10-15,Alexander,36172.0,6353,0.1416,True,True
10664,2021-10-16,Alexander,36172.0,6353,0.1416,True,True
10764,2021-10-17,Alexander,36172.0,6353,0.1416,True,True
10864,2021-10-18,Alexander,36172.0,6372,0.1416,True,True
10964,2021-10-19,Alexander,36172.0,6375,0.1416,True,True
11064,2021-10-20,Alexander,36172.0,6386,0.1416,True,True
11164,2021-10-21,Alexander,36172.0,6404,0.1416,True,True
11264,2021-10-22,Alexander,36172.0,6410,0.1416,True,True
11364,2021-10-23,Alexander,36172.0,6410,0.1416,True,True
11464,2021-10-24,Alexander,36172.0,6410,0.1416,True,True
11564,2021-10-25,Alexander,36172.0,6431,0.1416,True,True
11664,2021-10-26,Alexander,36172.0,6438,0.1416,True,True
11764,2021-10-27,Alexander,36172.0,6446,0.1416,True,True
11864,2021-10-28,Alexander,36172.0,6455,0.1416,True,True
11964,2021-10-29,Alexander,36172.0,6469,0.1416,True,True
12064,2021-10-30,Alexander,36172.0,6469,0.1416,True,True
12164,2021-10-31,Alexander,36172.0,6469,0.1416,True,True
12264,2021-11-01,Alexander,36172.0,6491,0.1416,True,True
12364,2021-11-02,Alexander,36172.0,6490,0.1416,True,True
12464,2021-11-03,Alexander,36172.0,6510,0.1416,True,True
12564,2021-11-04,Alexander,36172.0,6518,0.1416,True,True
12664,2021-11-05,Alexander,36172.0,6526,0.1416,True,True
12764,2021-11-06,Alexander,36172.0,6526,0.1416,True,True
12864,2021-11-07,Alexander,36172.0,6526,0.1416,True,True
12964,2021-11-08,Alexander,36172.0,6553,0.1416,True,True
13064,2021-11-09,Alexander,36172.0,6570,0.1416,True,True
13164,2021-11-10,Alexander,36172.0,6581,0.1416,True,True
13264,2021-11-11,Alexander,36172.0,6581,0.1416,True,True
13364,2021-11-12,Alexander,36172.0,6600,0.1416,True,True
13464,2021-11-13,Alexander,36172.0,6600,0.1416,True,True
13564,2021-11-14,Alexander,36172.0,6600,0.1416,True,True
13664,2021-11-15,Alexander,36172.0,6609,0.1416,True,True
13764,2021-11-16,Alexander,36172.0,6601,0.1416,True,True
13864,2021-11-17,Alexander,36172.0,6611,0.1416,True,True
13964,2021-11-18,Alexander,36172.0,6645,0.1416,True,True
14064,2021-11-19,Alexander,36172.0,6655,0.1416,True,
14164,2021-11-20,Alexander,36172.0,6655,0.1416,True,
14264,2021-11-21,Alexander,36172.0,6655,0.1416,True,
14364,2021-11-22,Alexander,36172.0,6693,0.1416,True,
14464,2021-11-23,Alexander,36172.0,6697,0.1416,True,
14564,2021-11-24,Alexander,36172.0,6702,0.1416,True,
14664,2021-11-25,Alexander,36172.0,6702,0.1416,True,
14764,2021-11-26,Alexander,36172.0,6702,0.1416,True,
14864,2021-11-27,Alexander,36172.0,6702,0.1416,True,
14964,2021-11-28,Alexander,36172.0,6702,0.1416,True,
15064,2021-11-29,Alexander,36172.0,6765,0.1416,True,
15164,2021-11-30,Alexander,36172.0,6802,0.1416,True,
15264,2021-12-01,Alexander,36172.0,6815,0.1416,True,
15363,2021-12-02,Alexander,36172.0,6820,0.1416,True,
2,2021-07-01,Alleghany,11057.0,1095,0.1234,False,False
102,2021-07-02,Alleghany,11057.0,1095,0.1234,False,False
202,2021-07-03,Alleghany,11057.0,1095,0.1234,False,False
302,2021-07-04,Alleghany,11057.0,1095,0.1234,False,False
402,2021-07-05,Alleghany,11057.0,1095,0.1234,False,False
502,2021-07-06,Alleghany,11057.0,1098,0.1234,False,False
602,2021-07-07,Alleghany,11057.0,1098,0.1234,False,False
702,2021-07-08,Alleghany,11057.0,1098,0.1234,False,False
793,2021-07-09,Alleghany,11057.0,1099,0.1234,False,False
888,2021-07-10,Alleghany,11057.0,1099,0.1234,False,False
983,2021-07-11,Alleghany,11057.0,1099,0.1234,False,False
1078,2021-07-12,Alleghany,11057.0,1099,0.1234,False,False
1173,2021-07-13,Alleghany,11057.0,1103,0.1234,False,False
1270,2021-07-14,Alleghany,11057.0,1103,0.1234,False,False
1368,2021-07-15,Alleghany,11057.0,1103,0.1234,False,False
1467,2021-07-16,Alleghany,11057.0,1103,0.1234,False,False
1567,2021-07-17,Alleghany,11057.0,1103,0.1234,False,False
1667,2021-07-18,Alleghany,11057.0,1103,0.1234,False,False
1767,2021-07-19,Alleghany,11057.0,1104,0.1234,False,True
1866,2021-07-20,Alleghany,11057.0,1104,0.1234,False,True
1965,2021-07-21,Alleghany,11057.0,1104,0.1234,False,True
2065,2021-07-22,Alleghany,11057.0,1103,0.1234,False,True
2165,2021-07-23,Alleghany,11057.0,1103,0.1234,False,True
2265,2021-07-24,Alleghany,11057.0,1103,0.1234,False,True
2365,2021-07-25,Alleghany,11057.0,1103,0.1234,False,True
2465,2021-07-26,Alleghany,11057.0,1105,0.1234,False,True
2565,2021-07-27,Alleghany,11057.0,1105,0.1234,False,True
2665,2021-07-28,Alleghany,11057.0,1105,0.1234,False,True
2765,2021-07-29,Alleghany,11057.0,1106,0.1234,False,True
2865,2021-07-30,Alleghany,11057.0,1107,0.1234,False,True
2965,2021-07-31,Alleghany,11057.0,1107,0.1234,False,True
3065,2021-08-01,Alleghany,11057.0,1107,0.1234,False,True
3165,2021-08-02,Alleghany,11057.0,1111,0.1234,True,True
3265,2021-08-03,Alleghany,11057.0,1111,0.1234,True,True
3365,2021-08-04,Alleghany,11057.0,1112,0.1234,True,True
3465,2021-08-05,Alleghany,11057.0,1113,0.1234,True,True
3565,2021-08-06,Alleghany,11057.0,1117,0.1234,True,True
3665,2021-08-07,Alleghany,11057.0,1117,0.1234,True,True
3765,2021-08-08,Alleghany,11057.0,1117,0.1234,True,True
3865,2021-08-09,Alleghany,11057.0,1127,0.1234,True,True
3965,2021-08-10,Alleghany,11057.0,1132,0.1234,True,True
4065,2021-08-11,Alleghany,11057.0,1132,0.1234,True,True
4165,2021-08-12,Alleghany,11057.0,1134,0.1234,True,True
4265,2021-08-13,Alleghany,11057.0,1138,0.1234,True,True
4365,2021-08-14,Alleghany,11057.0,1138,0.1234,True,True
4465,2021-08-15,Alleghany,11057.0,1138,0.1234,True,True
4565,2021-08-16,Alleghany,11057.0,1143,0.1234,True,True
4665,2021-08-17,Alleghany,11057.0,1145,0.1234,True,True
4765,2021-08-18,Alleghany,11057.0,1150,0.1234,True,True
4865,2021-08-19,Alleghany,11057.0,1154,0.1234,True,True
4965,2021-08-20,Alleghany,11057.0,1156,0.1234,True,True
5065,2021-08-21,Alleghany,11057.0,1156,0.1234,True,True
5165,2021-08-22,Alleghany,11057.0,1156,0.1234,True,True
5265,2021-08-23,Alleghany,11057.0,1159,0.1234,True,True
5365,2021-08-24,Alleghany,11057.0,1162,0.1234,True,True
5465,2021-08-25,Alleghany,11057.0,1167,0.1234,True,True
5565,2021-08-26,Alleghany,11057.0,1174,0.1234,True,True
5665,2021-08-27,Alleghany,11057.0,1177,0.1234,True,True
5765,2021-08-28,Alleghany,11057.0,1177,0.1234,True,True
5865,2021-08-29,Alleghany,11057.0,1177,0.1234,True,True
5965,2021-08-30,Alleghany,11057.0,1198,0.1234,True,True
6065,2021-08-31,Alleghany,11057.0,1210,0.1234,True,True
6165,2021-09-01,Alleghany,11057.0,1216,0.1234,True,True
6265,2021-09-02,Alleghany,11057.0,1226,0.1234,True,True
6365,2021-09-03,Alleghany,11057.0,1255,0.1234,True,True
6465,2021-09-04,Alleghany,11057.0,1255,0.1234,True,True
6565,2021-09-05,Alleghany,11057.0,1255,0.1234,True,True
6665,2021-09-06,Alleghany,11057.0,1255,0.1234,True,True
6765,2021-09-07,Alleghany,11057.0,1319,0.1234,True,True
6865,2021-09-08,Alleghany,11057.0,1329,0.1234,True,True
6965,2021-09-09,Alleghany,11057.0,1332,0.1234,True,True
7065,2021-09-10,Alleghany,11057.0,1336,0.1234,True,True
7165,2021-09-11,Alleghany,11057.0,1336,0.1234,True,True
7265,2021-09-12,Alleghany,11057.0,1336,0.1234,True,True
7365,2021-09-13,Alleghany,11057.0,1390,0.1234,True,True
7465,2021-09-14,Alleghany,11057.0,1401,0.1234,True,True
7565,2021-09-15,Alleghany,11057.0,1403,0.1234,True,True
7665,2021-09-16,Alleghany,11057.0,1409,0.1234,True,True
7765,2021-09-17,Alleghany,11057.0,1437,0.1234,True,True
7865,2021-09-18,Alleghany,11057.0,1437,0.1234,True,True
7965,2021-09-19,Alleghany,11057.0,1437,0.1234,True,True
8065,2021-09-20,Alleghany,11057.0,1470,0.1234,True,True
8165,2021-09-21,Alleghany,11057.0,1476,0.1234,True,True
8265,2021-09-22,Alleghany,11057.0,1477,0.1234,True,True
8365,2021-09-23,Alleghany,11057.0,1498,0.1234,True,True
8465,2021-09-24,Alleghany,11057.0,1501,0.1234,True,True
8565,2021-09-25,Alleghany,11057.0,1501,0.1234,True,True
8665,2021-09-26,Alleghany,11057.0,1501,0.1234,True,True
8765,2021-09-27,Alleghany,11057.0,1517,0.1234,True,True
8865,2021-09-28,Alleghany,11057.0,1520,0.1234,True,True
8965,2021-09-29,Alleghany,11057.0,1528,0.1234,True,True
9065,2021-09-30,Alleghany,11057.0,1533,0.1234,True,True
9165,2021-10-01,Alleghany,11057.0,1540,0.1234,True,True
9265,2021-10-02,Alleghany,11057.0,1540,0.1234,True,True
9365,2021-10-03,Alleghany,11057.0,1540,0.1234,True,True
9465,2021-10-04,Alleghany,11057.0,1552,0.1234,True,True
9565,2021-10-05,Alleghany,11057.0,1556,0.1234,True,True
9665,2021-10-06,Alleghany,11057.0,1564,0.1234,True,True
9765,2021-10-07,Alleghany,11057.0,1568,0.1234,True,True
9865,2021-10-08,Alleghany,11057.0,1573,0.1234,True,True
9965,2021-10-09,Alleghany,11057.0,1573,0.1234,True,True
10065,2021-10-10,Alleghany,11057.0,1573,0.1234,True,True
10165,2021-10-11,Alleghany,11057.0,1579,0.1234,True,True
10265,2021-10-12,Alleghany,11057.0,1580,0.1234,True,True
10365,2021-10-13,Alleghany,11057.0,1586,0.1234,True,True
10465,2021-10-14,Alleghany,11057.0,1589,0.1234,True,True
10565,2021-10-15,Alleghany,11057.0,1590,0.1234,True,True
10665,2021-10-16,Alleghany,11057.0,1590,0.1234,True,True
10765,2021-10-17,Alleghany,11057.0,1590,0.1234,True,True
10865,2021-10-18,Alleghany,11057.0,1599,0.1234,True,True
10965,2021-10-19,Alleghany,11057.0,1599,0.1234,True,True
11065,2021-10-20,Alleghany,11057.0,1599,0.1234,True,True
11165,2021-10-21,Alleghany,11057.0,1604,0.1234,True,True
11265,2021-10-22,Alleghany,11057.0,1606,0.1234,True,True
11365,2021-10-23,Alleghany,11057.0,1606,0.1234,True,True
11465,2021-10-24,Alleghany,11057.0,1606,0.1234,True,True
11565,2021-10-25,Alleghany,11057.0,1609,0.1234,True,True
11665,2021-10-26,Alleghany,11057.0,1609,0.1234,True,True
11765,2021-10-27,Alleghany,11057.0,1608,0.1234,True,True
11865,2021-10-28,Alleghany,11057.0,1614,0.1234,True,True
11965,2021-10-29,Alleghany,11057.0,1614,0.1234,True,True
12065,2021-10-30,Alleghany,11057.0,1614,0.1234,True,True
12165,2021-10-31,Alleghany,11057.0,1614,0.1234,True,True
12265,2021-11-01,Alleghany,11057.0,1621,0.1234,True,True
