,date,county,Population,cases,Minority_pct,Hotspot,Hotspot_in_2_weeks
11681,2021-10-26,Chatham,77095.0,6737,0.2865,True,True
11781,2021-10-27,Chatham,77095.0,6749,0.2865,True,True
11881,2021-10-28,Chatham,77095.0,6761,0.2865,True,True
11981,2021-10-29,Chatham,77095.0,6771,0.2865,True,True
12081,2021-10-30,Chatham,77095.0,6771,0.2865,True,True
12181,2021-10-31,Chatham,77095.0,6771,0.2865,True,True
12281,2021-11-01,Chatham,77095.0,6788,0.2865,True,True
12381,2021-11-02,Chatham,77095.0,6787,0.2865,True,True
12481,2021-11-03,Chatham,77095.0,6794,0.2865,True,True
12581,2021-11-04,Chatham,77095.0,6811,0.2865,True,True
12681,2021-11-05,Chatham,77095.0,6817,0.2865,True,True
12781,2021-11-06,Chatham,77095.0,6817,0.2865,True,True
12881,2021-11-07,Chatham,77095.0,6817,0.2865,True,True
12981,2021-11-08,Chatham,77095.0,6840,0.2865,True,True
13081,2021-11-09,Chatham,77095.0,6838,0.2865,True,True
13181,2021-11-10,Chatham,77095.0,6850,0.2865,True,True
13281,2021-11-11,Chatham,77095.0,6850,0.2865,True,True
13381,2021-11-12,Chatham,77095.0,6866,0.2865,True,True
13481,2021-11-13,Chatham,77095.0,6866,0.2865,True,True
13581,2021-11-14,Chatham,77095.0,6866,0.2865,True,True
13681,2021-11-15,Chatham,77095.0,6886,0.2865,True,True
13781,2021-11-16,Chatham,77095.0,6886,0.2865,True,True
13881,2021-11-17,Chatham,77095.0,6892,0.2865,True,True
13981,2021-11-18,Chatham,77095.0,6900,0.2865,True,True
14081,2021-11-19,Chatham,77095.0,6914,0.2865,True,
14181,2021-11-20,Chatham,77095.0,6914,0.2865,True,
14281,2021-11-21,Chatham,77095.0,6914,0.2865,True,
14381,2021-11-22,Chatham,77095.0,6945,0.2865,True,
14481,2021-11-23,Chatham,77095.0,6947,0.2865,True,
14581,2021-11-24,Chatham,77095.0,6960,0.2865,True,
14681,2021-11-25,Chatham,77095.0,6960,0.2865,True,
14781,2021-11-26,Chatham,77095.0,6960,0.2865,True,
14881,2021-11-27,Chatham,77095.0,6960,0.2865,True,
14981,2021-11-28,Chatham,77095.0,6960,0.2865,True,
15081,2021-11-29,Chatham,77095.0,7015,0.2865,True,
15181,2021-11-30,Chatham,77095.0,7015,0.2865,True,
15281,2021-12-01,Chatham,77095.0,7036,0.2865,True,
15380,2021-12-02,Chatham,77095.0,7066,0.2865,True,
19,2021-07-01,Cherokee,28738.0,2635,0.1089,False,True
119,2021-07-02,Cherokee,28738.0,2638,0.1089,False,True
219,2021-07-03,Cherokee,28738.0,2638,0.1089,False,True
319,2021-07-04,Cherokee,28738.0,2638,0.1089,False,True
419,2021-07-05,Cherokee,28738.0,2638,0.1089,False,True
519,2021-07-06,Cherokee,28738.0,2643,0.1089,False,True
619,2021-07-07,Cherokee,28738.0,2647,0.1089,False,True
718,2021-07-08,Cherokee,28738.0,2648,0.1089,False,True
810,2021-07-09,Cherokee,28738.0,2655,0.1089,True,True
905,2021-07-10,Cherokee,28738.0,2655,0.1089,True,True
1000,2021-07-11,Cherokee,28738.0,2655,0.1089,True,True
1095,2021-07-12,Cherokee,28738.0,2656,0.1089,True,True
1190,2021-07-13,Cherokee,28738.0,2660,0.1089,True,True
1287,2021-07-14,Cherokee,28738.0,2665,0.1089,True,True
1385,2021-07-15,Cherokee,28738.0,2669,0.1089,True,True
1484,2021-07-16,Cherokee,28738.0,2676,0.1089,True,True
1584,2021-07-17,Cherokee,28738.0,2676,0.1089,True,True
1684,2021-07-18,Cherokee,28738.0,2676,0.1089,True,True
1783,2021-07-19,Cherokee,28738.0,2687,0.1089,True,True
1882,2021-07-20,Cherokee,28738.0,2691,0.1089,True,True
1982,2021-07-21,Cherokee,28738.0,2692,0.1089,True,True
2082,2021-07-22,Cherokee,28738.0,2694,0.1089,True,True
2182,2021-07-23,Cherokee,28738.0,2704,0.1089,True,True
2282,2021-07-24,Cherokee,28738.0,2704,0.1089,True,True
2382,2021-07-25,Cherokee,28738.0,2704,0.1089,True,True
2482,2021-07-26,Cherokee,28738.0,2714,0.1089,True,True
2582,2021-07-27,Cherokee,28738.0,2718,0.1089,True,True
2682,2021-07-28,Cherokee,28738.0,2725,0.1089,True,True
2782,2021-07-29,Cherokee,28738.0,2735,0.1089,True,True
2882,2021-07-30,Cherokee,28738.0,2742,0.1089,True,True
2982,2021-07-31,Cherokee,28738.0,2742,0.1089,True,True
3082,2021-08-01,Cherokee,28738.0,2742,0.1089,True,True
3182,2021-08-02,Cherokee,28738.0,2775,0.1089,True,True
3282,2021-08-03,Cherokee,28738.0,2779,0.1089,True,True
3382,2021-08-04,Cherokee,28738.0,2790,0.1089,True,True
3482,2021-08-05,Cherokee,28738.0,2808,0.1089,True,True
3582,2021-08-06,Cherokee,28738.0,2831,0.1089,True,True
3682,2021-08-07,Cherokee,28738.0,2831,0.1089,True,True
3782,2021-08-08,Cherokee,28738.0,2831,0.1089,True,True
3882,2021-08-09,Cherokee,28738.0,2909,0.1089,True,True
3982,2021-08-10,Cherokee,28738.0,2920,0.1089,True,True
4082,2021-08-11,Cherokee,28738.0,2980,0.1089,True,True
4182,2021-08-12,Cherokee,28738.0,2999,0.1089,True,True
4282,2021-08-13,Cherokee,28738.0,3034,0.1089,True,True
4382,2021-08-14,Cherokee,28738.0,3034,0.1089,True,True
4482,2021-08-15,Cherokee,28738.0,3034,0.1089,True,True
4582,2021-08-16,Cherokee,28738.0,3106,0.1089,True,True
4682,2021-08-17,Cherokee,28738.0,3122,0.1089,True,True
4782,2021-08-18,Cherokee,28738.0,3144,0.1089,True,True
4882,2021-08-19,Cherokee,28738.0,3165,0.1089,True,True
4982,2021-08-20,Cherokee,28738.0,3193,0.1089,True,True
5082,2021-08-21,Cherokee,28738.0,3193,0.1089,True,True
5182,2021-08-22,Cherokee,28738.0,3193,0.1089,True,True
5282,2021-08-23,Cherokee,28738.0,3301,0.1089,True,True
5382,2021-08-24,Cherokee,28738.0,3328,0.1089,True,True
5482,2021-08-25,Cherokee,28738.0,3389,0.1089,True,True
5582,2021-08-26,Cherokee,28738.0,3438,0.1089,True,True
5682,2021-08-27,Cherokee,28738.0,3494,0.1089,True,True
5782,2021-08-28,Cherokee,28738.0,3494,0.1089,True,True
5882,2021-08-29,Cherokee,28738.0,3494,0.1089,True,True
5982,2021-08-30,Cherokee,28738.0,3575,0.1089,True,True
6082,2021-08-31,Cherokee,28738.0,3602,0.1089,True,True
6182,2021-09-01,Cherokee,28738.0,3636,0.1089,True,True
6282,2021-09-02,Cherokee,28738.0,3677,0.1089,True,True
6382,2021-09-03,Cherokee,28738.0,3740,0.1089,True,True
6482,2021-09-04,Cherokee,28738.0,3740,0.1089,True,True
6582,2021-09-05,Cherokee,28738.0,3740,0.1089,True,True
6682,2021-09-06,Cherokee,28738.0,3740,0.1089,True,True
6782,2021-09-07,Cherokee,28738.0,3841,0.1089,True,True
6882,2021-09-08,Cherokee,28738.0,3856,0.1089,True,True
6982,2021-09-09,Cherokee,28738.0,3887,0.1089,True,True
7082,2021-09-10,Cherokee,28738.0,3906,0.1089,True,True
7182,2021-09-11,Cherokee,28738.0,3906,0.1089,True,True
7282,2021-09-12,Cherokee,28738.0,3906,0.1089,True,True
7382,2021-09-13,Cherokee,28738.0,4045,0.1089,True,True
7482,2021-09-14,Cherokee,28738.0,4068,0.1089,True,True
7582,2021-09-15,Cherokee,28738.0,4136,0.1089,True,True
7682,2021-09-16,Cherokee,28738.0,4161,0.1089,True,True
7782,2021-09-17,Cherokee,28738.0,4212,0.1089,True,True
7882,2021-09-18,Cherokee,28738.0,4212,0.1089,True,True
7982,2021-09-19,Cherokee,28738.0,4212,0.1089,True,True
8082,2021-09-20,Cherokee,28738.0,4294,0.1089,True,True
8182,2021-09-21,Cherokee,28738.0,4310,0.1089,True,True
8282,2021-09-22,Cherokee,28738.0,4343,0.1089,True,True
8382,2021-09-23,Cherokee,28738.0,4368,0.1089,True,True
8482,2021-09-24,Cherokee,28738.0,4386,0.1089,True,True
8582,2021-09-25,Cherokee,28738.0,4386,0.1089,True,True
8682,2021-09-26,Cherokee,28738.0,4386,0.1089,True,True
8782,2021-09-27,Cherokee,28738.0,4414,0.1089,True,True
8882,2021-09-28,Cherokee,28738.0,4428,0.1089,True,True
8982,2021-09-29,Cherokee,28738.0,4453,0.1089,True,True
9082,2021-09-30,Cherokee,28738.0,4459,0.1089,True,True
9182,2021-10-01,Cherokee,28738.0,4467,0.1089,True,True
9282,2021-10-02,Cherokee,28738.0,4467,0.1089,True,True
9382,2021-10-03,Cherokee,28738.0,4467,0.1089,True,True
9482,2021-10-04,Cherokee,28738.0,4504,0.1089,True,True
9582,2021-10-05,Cherokee,28738.0,4511,0.1089,True,True
9682,2021-10-06,Cherokee,28738.0,4520,0.1089,True,True
9782,2021-10-07,Cherokee,28738.0,4532,0.1089,True,True
9882,2021-10-08,Cherokee,28738.0,4537,0.1089,True,False
9982,2021-10-09,Cherokee,28738.0,4537,0.1089,True,False
10082,2021-10-10,Cherokee,28738.0,4537,0.1089,True,False
10182,2021-10-11,Cherokee,28738.0,4563,0.1089,True,False
10282,2021-10-12,Cherokee,28738.0,4579,0.1089,True,True
10382,2021-10-13,Cherokee,28738.0,4592,0.1089,True,True
10482,2021-10-14,Cherokee,28738.0,4602,0.1089,True,True
10582,2021-10-15,Cherokee,28738.0,4613,0.1089,True,True
10682,2021-10-16,Cherokee,28738.0,4613,0.1089,True,True
10782,2021-10-17,Cherokee,28738.0,4613,0.1089,True,True
10882,2021-10-18,Cherokee,28738.0,4621,0.1089,True,False
10982,2021-10-19,Cherokee,28738.0,4621,0.1089,True,False
11082,2021-10-20,Cherokee,28738.0,4622,0.1089,True,False
11182,2021-10-21,Cherokee,28738.0,4623,0.1089,True,False
11282,2021-10-22,Cherokee,28738.0,4627,0.1089,False,False
11382,2021-10-23,Cherokee,28738.0,4627,0.1089,False,False
11482,2021-10-24,Cherokee,28738.0,4627,0.1089,False,False
11582,2021-10-25,Cherokee,28738.0,4634,0.1089,False,True
11682,2021-10-26,Cherokee,28738.0,4636,0.1089,True,True
11782,2021-10-27,Cherokee,28738.0,4637,0.1089,True,True
11882,2021-10-28,Cherokee,28738.0,4643,0.1089,True,True
11982,2021-10-29,Cherokee,28738.0,4643,0.1089,True,True
12082,2021-10-30,Cherokee,28738.0,4643,0.1089,True,True
12182,2021-10-31,Cherokee,28738.0,4643,0.1089,True,True
12282,2021-11-01,Cherokee,28738.0,4645,0.1089,False,True
12382,2021-11-02,Cherokee,28738.0,4647,0.1089,False,True
12482,2021-11-03,Cherokee,28738.0,4650,0.1089,False,True
12582,2021-11-04,Cherokee,28738.0,4651,0.1089,False,True
12682,2021-11-05,Cherokee,28738.0,4656,0.1089,False,True
12782,2021-11-06,Cherokee,28738.0,4656,0.1089,False,True
12882,2021-11-07,Cherokee,28738.0,4656,0.1089,False,True
12982,2021-11-08,Cherokee,28738.0,4661,0.1089,True,True
13082,2021-11-09,Cherokee,28738.0,4665,0.1089,True,True
13182,2021-11-10,Cherokee,28738.0,4668,0.1089,True,True
13282,2021-11-11,Cherokee,28738.0,4668,0.1089,True,True
13382,2021-11-12,Cherokee,28738.0,4681,0.1089,True,False
13482,2021-11-13,Cherokee,28738.0,4681,0.1089,True,False
13582,2021-11-14,Cherokee,28738.0,4681,0.1089,True,False
13682,2021-11-15,Cherokee,28738.0,4690,0.1089,True,True
13782,2021-11-16,Cherokee,28738.0,4696,0.1089,True,True
13882,2021-11-17,Cherokee,28738.0,4701,0.1089,True,True
13982,2021-11-18,Cherokee,28738.0,4707,0.1089,True,True
14082,2021-11-19,Cherokee,28738.0,4714,0.1089,True,
14182,2021-11-20,Cherokee,28738.0,4714,0.1089,True,
14282,2021-11-21,Cherokee,28738.0,4714,0.1089,True,
14382,2021-11-22,Cherokee,28738.0,4723,0.1089,True,
14482,2021-11-23,Cherokee,28738.0,4724,0.1089,True,
14582,2021-11-24,Cherokee,28738.0,4726,0.1089,True,
14682,2021-11-25,Cherokee,28738.0,4726,0.1089,True,
14782,2021-11-26,Cherokee,28738.0,4726,0.1089,False,
14882,2021-11-27,Cherokee,28738.0,4726,0.1089,False,
14982,2021-11-28,Cherokee,28738.0,4726,0.1089,False,
15082,2021-11-29,Cherokee,28738.0,4743,0.1089,True,
15182,2021-11-30,Cherokee,28738.0,4750,0.1089,True,
15282,2021-12-01,Cherokee,28738.0,4760,0.1089,True,
15381,2021-12-02,Cherokee,28738.0,4766,0.1089,True,
20,2021-07-01,Chowan,13646.0,1488,0.3908,False,True
120,2021-07-02,Chowan,13646.0,1488,0.3908,False,True
220,2021-07-03,Chowan,13646.0,1488,0.3908,False,True
320,2021-07-04,Chowan,13646.0,1488,0.3908,False,True
420,2021-07-05,Chowan,13646.0,1488,0.3908,False,True
520,2021-07-06,Chowan,13646.0,1495,0.3908,False,True
620,2021-07-07,Chowan,13646.0,1495,0.3908,False,True
719,2021-07-08,Chowan,13646.0,1492,0.3908,False,True
811,2021-07-09,Chowan,13646.0,1491,0.3908,False,True
906,2021-07-10,Chowan,13646.0,1491,0.3908,False,True
1001,2021-07-11,Chowan,13646.0,1491,0.3908,False,True
1096,2021-07-12,Chowan,13646.0,1500,0.3908,True,True
1191,2021-07-13,Chowan,13646.0,1505,0.3908,True,True
1288,2021-07-14,Chowan,13646.0,1510,0.3908,True,True
1386,2021-07-15,Chowan,13646.0,1512,0.3908,True,True
1485,2021-07-16,Chowan,13646.0,1514,0.3908,True,True
1585,2021-07-17,Chowan,13646.0,1514,0.3908,True,True
1685,2021-07-18,Chowan,13646.0,1514,0.3908,True,True
1784,2021-07-19,Chowan,13646.0,1521,0.3908,True,True
1883,2021-07-20,Chowan,13646.0,1521,0.3908,True,True
1983,2021-07-21,Chowan,13646.0,1522,0.3908,True,True
2083,2021-07-22,Chowan,13646.0,1523,0.3908,True,True
2183,2021-07-23,Chowan,13646.0,1525,0.3908,True,True
2283,2021-07-24,Chowan,13646.0,1525,0.3908,True,True
2383,2021-07-25,Chowan,13646.0,1525,0.3908,True,True
2483,2021-07-26,Chowan,13646.0,1534,0.3908,True,True
2583,2021-07-27,Chowan,13646.0,1533,0.3908,True,True
2683,2021-07-28,Chowan,13646.0,1537,0.3908,True,True
2783,2021-07-29,Chowan,13646.0,1540,0.3908,True,True
2883,2021-07-30,Chowan,13646.0,1542,0.3908,True,True
2983,2021-07-31,Chowan,13646.0,1542,0.3908,True,True
3083,2021-08-01,Chowan,13646.0,1542,0.3908,True,True
3183,2021-08-02,Chowan,13646.0,1551,0.3908,True,True
3283,2021-08-03,Chowan,13646.0,1554,0.3908,True,True
3383,2021-08-04,Chowan,13646.0,1557,0.3908,True,True
3483,2021-08-05,Chowan,13646.0,1558,0.3908,True,True
3583,2021-08-06,Chowan,13646.0,1566,0.3908,True,True
3683,2021-08-07,Chowan,13646.0,1566,0.3908,True,True
3783,2021-08-08,Chowan,13646.0,1566,0.3908,True,True
3883,2021-08-09,Chowan,13646.0,1587,0.3908,True,True
3983,2021-08-10,Chowan,13646.0,1589,0.3908,True,True
4083,2021-08-11,Chowan,13646.0,1595,0.3908,True,True
4183,2021-08-12,Chowan,13646.0,1599,0.3908,True,True
4283,2021-08-13,Chowan,13646.0,1602,0.3908,True,True
4383,2021-08-14,Chowan,13646.0,1602,0.3908,True,True
4483,2021-08-15,Chowan,13646.0,1602,0.3908,True,True
4583,2021-08-16,Chowan,13646.0,1633,0.3908,True,True
4683,2021-08-17,Chowan,13646.0,1636,0.3908,True,True
4783,2021-08-18,Chowan,13646.0,1646,0.3908,True,True
4883,2021-08-19,Chowan,13646.0,1654,0.3908,True,True
4983,2021-08-20,Chowan,13646.0,1662,0.3908,True,True
5083,2021-08-21,Chowan,13646.0,1662,0.3908,True,True
5183,2021-08-22,Chowan,13646.0,1662,0.3908,True,True
5283,2021-08-23,Chowan,13646.0,1690,0.3908,True,True
5383,2021-08-24,Chowan,13646.0,1694,0.3908,True,True
5483,2021-08-25,Chowan,13646.0,1705,0.3908,True,True
5583,2021-08-26,Chowan,13646.0,1725,0.3908,True,True
5683,2021-08-27,Chowan,13646.0,1742,0.3908,True,True
5783,2021-08-28,Chowan,13646.0,1742,0.3908,True,True
5883,2021-08-29,Chowan,13646.0,1742,0.3908,True,True
5983,2021-08-30,Chowan,13646.0,1769,0.3908,True,True
6083,2021-08-31,Chowan,13646.0,1775,0.3908,True,True
6183,2021-09-01,Chowan,13646.0,1784,0.3908,True,True
6283,2021-09-02,Chowan,13646.0,1807,0.3908,True,True
6383,2021-09-03,Chowan,13646.0,1823,0.3908,True,True
6483,2021-09-04,Chowan,13646.0,1823,0.3908,True,True
6583,2021-09-05,Chowan,13646.0,1823,0.3908,True,True
6683,2021-09-06,Chowan,13646.0,1823,0.3908,True,True
6783,2021-09-07,Chowan,13646.0,1865,0.3908,True,True
6883,2021-09-08,Chowan,13646.0,1872,0.3908,True,True
6983,2021-09-09,Chowan,13646.0,1876,0.3908,True,True
7083,2021-09-10,Chowan,13646.0,1893,0.3908,True,True
7183,2021-09-11,Chowan,13646.0,1893,0.3908,True,True
7283,2021-09-12,Chowan,13646.0,1893,0.3908,True,True
7383,2021-09-13,Chowan,13646.0,1967,0.3908,True,True
7483,2021-09-14,Chowan,13646.0,1986,0.3908,True,True
7583,2021-09-15,Chowan,13646.0,1999,0.3908,True,True
7683,2021-09-16,Chowan,13646.0,2016,0.3908,True,True
7783,2021-09-17,Chowan,13646.0,2038,0.3908,True,True
7883,2021-09-18,Chowan,13646.0,2038,0.3908,True,True
7983,2021-09-19,Chowan,13646.0,2038,0.3908,True,True
8083,2021-09-20,Chowan,13646.0,2083,0.3908,True,True
8183,2021-09-21,Chowan,13646.0,2091,0.3908,True,True
8283,2021-09-22,Chowan,13646.0,2106,0.3908,True,True
8383,2021-09-23,Chowan,13646.0,2119,0.3908,True,True
8483,2021-09-24,Chowan,13646.0,2132,0.3908,True,True
8583,2021-09-25,Chowan,13646.0,2132,0.3908,True,True
8683,2021-09-26,Chowan,13646.0,2132,0.3908,True,True
8783,2021-09-27,Chowan,13646.0,2171,0.3908,True,True
8883,2021-09-28,Chowan,13646.0,2172,0.3908,True,True
8983,2021-09-29,Chowan,13646.0,2173,0.3908,True,True
9083,2021-09-30,Chowan,13646.0,2181,0.3908,True,True
9183,2021-10-01,Chowan,13646.0,2190,0.3908,True,True
9283,2021-10-02,Chowan,13646.0,2190,0.3908,True,True
9383,2021-10-03,Chowan,13646.0,2190,0.3908,True,True
9483,2021-10-04,Chowan,13646.0,2204,0.3908,True,True
9583,2021-10-05,Chowan,13646.0,2204,0.3908,True,True
9683,2021-10-06,Chowan,13646.0,2205,0.3908,True,True
9783,2021-10-07,Chowan,13646.0,2205,0.3908,True,True
9883,2021-10-08,Chowan,13646.0,2209,0.3908,True,True
9983,2021-10-09,Chowan,13646.0,2209,0.3908,True,True
10083,2021-10-10,Chowan,13646.0,2209,0.3908,True,True
10183,2021-10-11,Chowan,13646.0,2233,0.3908,True,True
10283,2021-10-12,Chowan,13646.0,2234,0.3908,True,True
10383,2021-10-13,Chowan,13646.0,2239,0.3908,True,True
10483,2021-10-14,Chowan,13646.0,2244,0.3908,True,True
10583,2021-10-15,Chowan,13646.0,2247,0.3908,True,True
10683,2021-10-16,Chowan,13646.0,2247,0.3908,True,True
10783,2021-10-17,Chowan,13646.0,2247,0.3908,True,True
10883,2021-10-18,Chowan,13646.0,2255,0.3908,True,True
10983,2021-10-19,Chowan,13646.0,2259,0.3908,True,True
11083,2021-10-20,Chowan,13646.0,2261,0.3908,True,True
11183,2021-10-21,Chowan,13646.0,2270,0.3908,True,True
11283,2021-10-22,Chowan,13646.0,2278,0.3908,True,True
11383,2021-10-23,Chowan,13646.0,2278,0.3908,True,True
11483,2021-10-24,Chowan,13646.0,2278,0.3908,True,True
11583,2021-10-25,Chowan,13646.0,2292,0.3908,True,True
11683,2021-10-26,Chowan,13646.0,2293,0.3908,True,False
11783,2021-10-27,Chowan,13646.0,2293,0.3908,True,True
11883,2021-10-28,Chowan,13646.0,2294,0.3908,True,True
11983,2021-10-29,Chowan,13646.0,2297,0.3908,True,True
12083,2021-10-30,Chowan,13646.0,2297,0.3908,True,True
12183,2021-10-31,Chowan,13646.0,2297,0.3908,True,True
12283,2021-11-01,Chowan,13646.0,2300,0.3908,True,True
12383,2021-11-02,Chowan,13646.0,2306,0.3908,True,True
12483,2021-11-03,Chowan,13646.0,2306,0.3908,True,True
12583,2021-11-04,Chowan,13646.0,2307,0.3908,True,True
12683,2021-11-05,Chowan,13646.0,2311,0.3908,True,True
12783,2021-11-06,Chowan,13646.0,2311,0.3908,True,True
12883,2021-11-07,Chowan,13646.0,2311,0.3908,True,True
12983,2021-11-08,Chowan,13646.0,2310,0.3908,True,True
13083,2021-11-09,Chowan,13646.0,2310,0.3908,False,True
13183,2021-11-10,Chowan,13646.0,2321,0.3908,True,True
13283,2021-11-11,Chowan,13646.0,2321,0.3908,True,True
13383,2021-11-12,Chowan,13646.0,2333,0.3908,True,True
13483,2021-11-13,Chowan,13646.0,2333,0.3908,True,True
13583,2021-11-14,Chowan,13646.0,2333,0.3908,True,True
13683,2021-11-15,Chowan,13646.0,2339,0.3908,True,True
13783,2021-11-16,Chowan,13646.0,2339,0.3908,True,True
13883,2021-11-17,Chowan,13646.0,2342,0.3908,True,True
13983,2021-11-18,Chowan,13646.0,2345,0.3908,True,True
14083,2021-11-19,Chowan,13646.0,2346,0.3908,True,
14183,2021-11-20,Chowan,13646.0,2346,0.3908,True,
14283,2021-11-21,Chowan,13646.0,2346,0.3908,True,
14383,2021-11-22,Chowan,13646.0,2354,0.3908,True,
14483,2021-11-23,Chowan,13646.0,2355,0.3908,True,
14583,2021-11-24,Chowan,13646.0,2358,0.3908,True,
14683,2021-11-25,Chowan,13646.0,2358,0.3908,True,
14783,2021-11-26,Chowan,13646.0,2358,0.3908,True,
14883,2021-11-27,Chowan,13646.0,2358,0.3908,True,
14983,2021-11-28,Chowan,13646.0,2358,0.3908,True,
15083,2021-11-29,Chowan,13646.0,2370,0.3908,True,
15183,2021-11-30,Chowan,13646.0,2370,0.3908,True,
15283,2021-12-01,Chowan,13646.0,2374,0.3908,True,
15382,2021-12-02,Chowan,13646.0,2383,0.3908,True,
21,2021-07-01,Clay,11238.0,906,0.0847,False,True
121,2021-07-02,Clay,11238.0,906,0.0847,False,True
221,2021-07-03,Clay,11238.0,906,0.0847,False,True
321,2021-07-04,Clay,11238.0,906,0.0847,False,True
421,2021-07-05,Clay,11238.0,906,0.0847,False,True
521,2021-07-06,Clay,11238.0,905,0.0847,False,True
621,2021-07-07,Clay,11238.0,905,0.0847,False,True
812,2021-07-09,Clay,11238.0,906,0.0847,False,True
907,2021-07-10,Clay,11238.0,906,0.0847,False,True
1002,2021-07-11,Clay,11238.0,906,0.0847,False,True
1097,2021-07-12,Clay,11238.0,909,0.0847,False,True
1192,2021-07-13,Clay,11238.0,909,0.0847,False,True
1289,2021-07-14,Clay,11238.0,910,0.0847,False,True
1387,2021-07-15,Clay,11238.0,916,0.0847,True,True
1486,2021-07-16,Clay,11238.0,917,0.0847,True,True
1586,2021-07-17,Clay,11238.0,917,0.0847,True,True
1686,2021-07-18,Clay,11238.0,917,0.0847,True,True
1785,2021-07-19,Clay,11238.0,918,0.0847,True,True
1884,2021-07-20,Clay,11238.0,920,0.0847,True,True
1984,2021-07-21,Clay,11238.0,920,0.0847,True,True
2084,2021-07-22,Clay,11238.0,924,0.0847,True,True
2184,2021-07-23,Clay,11238.0,925,0.0847,True,True
2284,2021-07-24,Clay,11238.0,925,0.0847,True,True
2384,2021-07-25,Clay,11238.0,925,0.0847,True,True
2484,2021-07-26,Clay,11238.0,928,0.0847,True,True
2584,2021-07-27,Clay,11238.0,936,0.0847,True,True
2684,2021-07-28,Clay,11238.0,940,0.0847,True,True
2784,2021-07-29,Clay,11238.0,943,0.0847,True,True
2884,2021-07-30,Clay,11238.0,943,0.0847,True,True
2984,2021-07-31,Clay,11238.0,943,0.0847,True,True
3084,2021-08-01,Clay,11238.0,943,0.0847,True,True
3184,2021-08-02,Clay,11238.0,948,0.0847,True,True
3284,2021-08-03,Clay,11238.0,950,0.0847,True,True
3384,2021-08-04,Clay,11238.0,954,0.0847,True,True
3484,2021-08-05,Clay,11238.0,960,0.0847,True,True
3584,2021-08-06,Clay,11238.0,965,0.0847,True,True
3684,2021-08-07,Clay,11238.0,965,0.0847,True,True
3784,2021-08-08,Clay,11238.0,965,0.0847,True,True
3884,2021-08-09,Clay,11238.0,999,0.0847,True,True
3984,2021-08-10,Clay,11238.0,1000,0.0847,True,True
4084,2021-08-11,Clay,11238.0,1001,0.0847,True,True
4184,2021-08-12,Clay,11238.0,1004,0.0847,True,True
4284,2021-08-13,Clay,11238.0,1011,0.0847,True,True
4384,2021-08-14,Clay,11238.0,1011,0.0847,True,True
4484,2021-08-15,Clay,11238.0,1011,0.0847,True,True
4584,2021-08-16,Clay,11238.0,1026,0.0847,True,True
4684,2021-08-17,Clay,11238.0,1036,0.0847,True,True
4784,2021-08-18,Clay,11238.0,1045,0.0847,True,True
4884,2021-08-19,Clay,11238.0,1051,0.0847,True,True
4984,2021-08-20,Clay,11238.0,1060,0.0847,True,True
5084,2021-08-21,Clay,11238.0,1060,0.0847,True,True
5184,2021-08-22,Clay,11238.0,1060,0.0847,True,True
5284,2021-08-23,Clay,11238.0,1080,0.0847,True,True
5384,2021-08-24,Clay,11238.0,1093,0.0847,True,True
5484,2021-08-25,Clay,11238.0,1102,0.0847,True,True
5584,2021-08-26,Clay,11238.0,1125,0.0847,True,True
5684,2021-08-27,Clay,11238.0,1138,0.0847,True,True
5784,2021-08-28,Clay,11238.0,1138,0.0847,True,True
5884,2021-08-29,Clay,11238.0,1138,0.0847,True,True
5984,2021-08-30,Clay,11238.0,1168,0.0847,True,True
6084,2021-08-31,Clay,11238.0,1179,0.0847,True,True
6184,2021-09-01,Clay,11238.0,1187,0.0847,True,True
6284,2021-09-02,Clay,11238.0,1207,0.0847,True,True
6384,2021-09-03,Clay,11238.0,1223,0.0847,True,True
6484,2021-09-04,Clay,11238.0,1223,0.0847,True,True
6584,2021-09-05,Clay,11238.0,1223,0.0847,True,True
6684,2021-09-06,Clay,11238.0,1223,0.0847,True,True
6784,2021-09-07,Clay,11238.0,1270,0.0847,True,True
6884,2021-09-08,Clay,11238.0,1276,0.0847,True,True
6984,2021-09-09,Clay,11238.0,1280,0.0847,True,True
7084,2021-09-10,Clay,11238.0,1285,0.0847,True,True
7184,2021-09-11,Clay,11238.0,1285,0.0847,True,True
7284,2021-09-12,Clay,11238.0,1285,0.0847,True,True
7384,2021-09-13,Clay,11238.0,1349,0.0847,True,True
7484,2021-09-14,Clay,11238.0,1356,0.0847,True,True
7584,2021-09-15,Clay,11238.0,1373,0.0847,True,True
7684,2021-09-16,Clay,11238.0,1389,0.0847,True,True
7784,2021-09-17,Clay,11238.0,1403,0.0847,True,True
7884,2021-09-18,Clay,11238.0,1403,0.0847,True,True
7984,2021-09-19,Clay,11238.0,1403,0.0847,True,True
8084,2021-09-20,Clay,11238.0,1423,0.0847,True,True
8184,2021-09-21,Clay,11238.0,1427,0.0847,True,True
8284,2021-09-22,Clay,11238.0,1430,0.0847,True,True
8384,2021-09-23,Clay,11238.0,1439,0.0847,True,True
8484,2021-09-24,Clay,11238.0,1463,0.0847,True,True
8584,2021-09-25,Clay,11238.0,1463,0.0847,True,True
8684,2021-09-26,Clay,11238.0,1463,0.0847,True,True
8784,2021-09-27,Clay,11238.0,1489,0.0847,True,True
8884,2021-09-28,Clay,11238.0,1496,0.0847,True,True
