,county,region,date_count,pop_dens,Population,cases,weeklyper100k,Hotspot_2
30391,Wake,Eastern,304,1353.3,1154170.0,130960,93.92,False
30491,Wake,Eastern,305,1353.3,1154170.0,131431,103.19,True
30591,Wake,Eastern,306,1353.3,1154170.0,131431,102.93,True
30691,Wake,Eastern,307,1353.3,1154170.0,131431,74.6,False
30791,Wake,Eastern,308,1353.3,1154170.0,131431,48.69,False
30891,Wake,Eastern,309,1353.3,1154170.0,131431,40.81,False
30991,Wake,Eastern,310,1353.3,1154170.0,131431,40.81,False
31091,Wake,Eastern,311,1353.3,1154170.0,131431,40.81,False
31191,Wake,Eastern,312,1353.3,1154170.0,131431,0.0,False
31291,Wake,Eastern,313,1353.3,1154170.0,132454,88.64,False
31391,Wake,Eastern,314,1353.3,1154170.0,132681,108.3,True
31491,Wake,Eastern,315,1353.3,1154170.0,132846,122.6,True
31591,Wake,Eastern,316,1353.3,1154170.0,133111,145.56,True
31691,Wake,Eastern,317,1353.3,1154170.0,133111,145.56,True
31791,Wake,Eastern,318,1353.3,1154170.0,133111,145.56,True
31891,Wake,Eastern,319,1353.3,1154170.0,133111,145.56,True
31991,Wake,Eastern,320,1353.3,1154170.0,133667,105.1,True
32091,Wake,Eastern,321,1353.3,1154170.0,134024,116.36,True
32191,Wake,Eastern,322,1353.3,1154170.0,134249,121.56,True
32291,Wake,Eastern,323,1353.3,1154170.0,134471,117.83,True
32391,Wake,Eastern,324,1353.3,1154170.0,134471,117.83,True
32491,Wake,Eastern,325,1353.3,1154170.0,134471,117.83,True
32591,Wake,Eastern,326,1353.3,1154170.0,134883,153.53,True
32691,Wake,Eastern,327,1353.3,1154170.0,135008,116.19,True
32791,Wake,Eastern,328,1353.3,1154170.0,135008,85.26,False
32891,Wake,Eastern,329,1353.3,1154170.0,135430,102.32,True
32991,Wake,Eastern,330,1353.3,1154170.0,135430,83.09,False
33091,Wake,Eastern,331,1353.3,1154170.0,135430,83.09,False
33191,Wake,Eastern,332,1353.3,1154170.0,135430,83.09,False
33291,Wake,Eastern,333,1353.3,1154170.0,136106,105.96,True
33391,Wake,Eastern,334,1353.3,1154170.0,136515,130.57,True
33491,Wake,Eastern,335,1353.3,1154170.0,134830,-15.42,False
33591,Wake,Eastern,336,1353.3,1154170.0,135166,-22.87,False
