,county,Population,cases,Minority_pct,Hotspot
4754,Wake,1154170.0,101546,0.4122,True
4755,Warren,18621.0,1885,0.6109,True
4756,Washington,10708.0,1199,0.5457,True
4757,Watauga,54804.0,5253,0.1546,True
4758,Wayne,115895.0,12551,0.4677,True
4759,Wilkes,65151.0,7842,0.1344,True
4760,Wilson,79078.0,10534,0.526,True
4761,Yadkin,36925.0,4556,0.1712,True
4762,Yancey,18320.0,1946,0.0868,True
4763,Alamance,175029.0,20505,0.3825,True
4764,Alexander,36172.0,4910,0.1416,True
4765,Alleghany,11057.0,1150,0.1234,True
4766,Anson,22028.0,2857,0.5152,True
4767,Ashe,26506.0,2477,0.0806,True
4768,Avery,17347.0,2248,0.1157,True
4769,Beaufort,44150.0,5079,0.3322,True
4770,Bertie,17302.0,1904,0.6465,True
4771,Bladen,29171.0,4284,0.4561,True
4772,Brunswick,144821.0,11498,0.1784,True
4773,Buncombe,271638.0,20346,0.1877,True
4774,Burke,88398.0,11256,0.2044,True
4775,Cabarrus,232873.0,25274,0.3899,True
4776,Caldwell,81319.0,10262,0.1462,True
4777,Camden,10537.0,737,0.1973,True
4778,Carteret,69039.0,6010,0.1393,True
4779,Caswell,22400.0,2356,0.374,True
4780,Catawba,162841.0,21810,0.2594,True
4781,Chatham,77095.0,5404,0.2865,True
4782,Cherokee,28738.0,3144,0.1089,True
4783,Chowan,13646.0,1646,0.3908,True
4784,Clay,11238.0,1045,0.0847,True
4785,Cleveland,99332.0,13250,0.2858,True
4786,Columbus,49795.0,7782,0.3999,True
4787,Craven,102568.0,10307,0.3377,True
4788,Cumberland,341793.0,35224,0.576,True
4789,Currituck,29385.0,1783,0.1502,True
4790,Dare,37817.0,2721,0.1215,True
4791,Davidson,171752.0,18789,0.2191,True
4792,Davie,43127.0,4720,0.1726,True
4793,Duplin,48249.0,7510,0.4646,True
4794,Durham,331347.0,28507,0.5714,True
4795,Edgecombe,48604.0,6115,0.6394,True
4796,Forsyth,387703.0,40400,0.4384,True
4797,Franklin,70655.0,7659,0.366,True
4798,Gaston,233387.0,30016,0.3121,True
4799,Gates,10324.0,802,0.3546,True
4800,Graham,7935.0,804,0.1391,True
4801,Granville,60720.0,6395,0.4331,True
4802,Greene,19978.0,2681,0.5114,True
4803,Guilford,545484.0,52849,0.5133,True
4804,Halifax,47859.0,6149,0.603,True
4805,Harnett,134986.0,13929,0.3871,True
4806,Haywood,62831.0,5144,0.091,True
4807,Henderson,117429.0,11689,0.1903,True
4808,Hertford,20374.0,2232,0.6463,True
4809,Hoke,53783.0,5609,0.5962,True
4810,Hyde,4595.0,688,0.3559,True
4811,Iredell,192986.0,21512,0.2535,True
4812,Jackson,41919.0,4136,0.2246,True
4813,Johnston,224833.0,25237,0.3406,True
4814,Jones,9076.0,969,0.3603,True
4815,Lee,64360.0,7084,0.393,True
4816,Lenoir,54323.0,6910,0.5081,True
4817,Lincoln,88742.0,11509,0.1624,True
4818,Macon,37041.0,3493,0.1328,True
4819,Madison,21146.0,1819,0.0859,True
4820,Martin,21503.0,2640,0.4724,True
4821,McDowell,44151.0,5858,0.1396,True
4822,Mecklenburg,1128426.0,128514,0.5333,True
4823,Mitchell,14783.0,1565,0.0832,True
4824,Montgomery,25485.0,3621,0.3431,True
4825,Moore,102966.0,10337,0.2278,True
4826,Nash,96101.0,12342,0.5011,True
4827,New Hanover,230423.0,22038,0.2431,True
4828,Northampton,16953.0,2009,0.6042,True
4829,Onslow,207928.0,20456,0.33,True
4830,Orange,148331.0,9314,0.3336,True
4831,Pamlico,12215.0,1214,0.2493,True
4832,Pasquotank,40966.0,3692,0.4572,True
4833,Pender,62250.0,6439,0.2475,True
4834,Perquimans,13049.0,1116,0.2763,True
4835,Person,39048.0,3906,0.3464,True
4836,Pitt,173536.0,22978,0.4785,True
4837,Polk,19461.0,1652,0.1239,True
4838,Randolph,143325.0,16586,0.2269,True
4839,Richmond,43006.0,5595,0.4419,True
4840,Robeson,115899.0,19724,0.7422,True
4841,Rockingham,90457.0,8817,0.2817,True
4842,Rowan,148565.0,19353,0.3008,True
4843,Rutherford,63870.0,8332,0.1806,True
4844,Sampson,58371.0,9009,0.4706,True
4845,Scotland,33662.0,4405,0.5786,True
4846,Stanly,62143.0,8777,0.2137,True
4847,Stokes,44422.0,4679,0.1023,True
4848,Surry,70573.0,9282,0.1689,True
4849,Swain,14046.0,1367,0.3881,True
4850,Transylvania,32825.0,2831,0.1221,True
4851,Tyrrell,3315.0,393,0.4136,True
4852,Union,244960.0,27826,0.3051,True
4853,Vance,41665.0,5259,0.6082,True
4854,Wake,1154170.0,102242,0.4122,True
4855,Warren,18621.0,1892,0.6109,True
4856,Washington,10708.0,1202,0.5457,True
4857,Watauga,54804.0,5260,0.1546,True
4858,Wayne,115895.0,12595,0.4677,True
4859,Wilkes,65151.0,7892,0.1344,True
4860,Wilson,79078.0,10572,0.526,True
4861,Yadkin,36925.0,4580,0.1712,True
4862,Yancey,18320.0,1949,0.0868,True
4863,Alamance,175029.0,20641,0.3825,True
4864,Alexander,36172.0,4946,0.1416,True
4865,Alleghany,11057.0,1154,0.1234,True
4866,Anson,22028.0,2872,0.5152,True
4867,Ashe,26506.0,2489,0.0806,True
4868,Avery,17347.0,2253,0.1157,True
4869,Beaufort,44150.0,5104,0.3322,True
4870,Bertie,17302.0,1913,0.6465,True
4871,Bladen,29171.0,4328,0.4561,True
4872,Brunswick,144821.0,11612,0.1784,True
4873,Buncombe,271638.0,20512,0.1877,True
4874,Burke,88398.0,11311,0.2044,True
4875,Cabarrus,232873.0,25434,0.3899,True
4876,Caldwell,81319.0,10314,0.1462,True
4877,Camden,10537.0,741,0.1973,True
4878,Carteret,69039.0,6067,0.1393,True
4879,Caswell,22400.0,2364,0.374,True
4880,Catawba,162841.0,21918,0.2594,True
4881,Chatham,77095.0,5440,0.2865,True
4882,Cherokee,28738.0,3165,0.1089,True
4883,Chowan,13646.0,1654,0.3908,True
4884,Clay,11238.0,1051,0.0847,True
4885,Cleveland,99332.0,13347,0.2858,True
4886,Columbus,49795.0,7911,0.3999,True
4887,Craven,102568.0,10362,0.3377,True
4888,Cumberland,341793.0,35450,0.576,True
4889,Currituck,29385.0,1798,0.1502,True
4890,Dare,37817.0,2733,0.1215,True
4891,Davidson,171752.0,18904,0.2191,True
4892,Davie,43127.0,4746,0.1726,True
4893,Duplin,48249.0,7587,0.4646,True
4894,Durham,331347.0,28507,0.5714,True
4895,Edgecombe,48604.0,6145,0.6394,True
4896,Forsyth,387703.0,40615,0.4384,True
4897,Franklin,70655.0,7704,0.366,True
4898,Gaston,233387.0,30173,0.3121,True
4899,Gates,10324.0,811,0.3546,True
4900,Graham,7935.0,811,0.1391,True
4901,Granville,60720.0,6424,0.4331,True
4902,Greene,19978.0,2703,0.5114,True
4903,Guilford,545484.0,53136,0.5133,True
4904,Halifax,47859.0,6183,0.603,True
4905,Harnett,134986.0,14002,0.3871,True
4906,Haywood,62831.0,5183,0.091,True
4907,Henderson,117429.0,11776,0.1903,True
4908,Hertford,20374.0,2237,0.6463,True
4909,Hoke,53783.0,5636,0.5962,True
4910,Hyde,4595.0,689,0.3559,True
4911,Iredell,192986.0,21645,0.2535,True
4912,Jackson,41919.0,4164,0.2246,True
4913,Johnston,224833.0,25386,0.3406,True
4914,Jones,9076.0,975,0.3603,True
4915,Lee,64360.0,7138,0.393,True
4916,Lenoir,54323.0,6965,0.5081,True
4917,Lincoln,88742.0,11564,0.1624,True
4918,Macon,37041.0,3530,0.1328,True
4919,Madison,21146.0,1826,0.0859,True
4920,Martin,21503.0,2662,0.4724,True
4921,McDowell,44151.0,5906,0.1396,True
4922,Mecklenburg,1128426.0,129148,0.5333,True
4923,Mitchell,14783.0,1574,0.0832,True
4924,Montgomery,25485.0,3634,0.3431,True
4925,Moore,102966.0,10452,0.2278,True
4926,Nash,96101.0,12398,0.5011,True
4927,New Hanover,230423.0,22193,0.2431,True
4928,Northampton,16953.0,2014,0.6042,True
4929,Onslow,207928.0,20651,0.33,True
4930,Orange,148331.0,9363,0.3336,True
4931,Pamlico,12215.0,1224,0.2493,True
4932,Pasquotank,40966.0,3696,0.4572,True
4933,Pender,62250.0,6489,0.2475,True
4934,Perquimans,13049.0,1123,0.2763,True
4935,Person,39048.0,3926,0.3464,True
4936,Pitt,173536.0,23102,0.4785,True
4937,Polk,19461.0,1667,0.1239,True
4938,Randolph,143325.0,16650,0.2269,True
4939,Richmond,43006.0,5623,0.4419,True
4940,Robeson,115899.0,19918,0.7422,True
4941,Rockingham,90457.0,8881,0.2817,True
4942,Rowan,148565.0,19485,0.3008,True
4943,Rutherford,63870.0,8369,0.1806,True
4944,Sampson,58371.0,9067,0.4706,True
4945,Scotland,33662.0,4430,0.5786,True
4946,Stanly,62143.0,8810,0.2137,True
4947,Stokes,44422.0,4704,0.1023,True
4948,Surry,70573.0,9329,0.1689,True
4949,Swain,14046.0,1369,0.3881,True
4950,Transylvania,32825.0,2855,0.1221,True
4951,Tyrrell,3315.0,398,0.4136,True
4952,Union,244960.0,27982,0.3051,True
4953,Vance,41665.0,5271,0.6082,True
4954,Wake,1154170.0,103058,0.4122,True
4955,Warren,18621.0,1897,0.6109,True
4956,Washington,10708.0,1209,0.5457,True
4957,Watauga,54804.0,5275,0.1546,True
4958,Wayne,115895.0,12676,0.4677,True
4959,Wilkes,65151.0,7945,0.1344,True
4960,Wilson,79078.0,10608,0.526,True
4961,Yadkin,36925.0,4596,0.1712,True
4962,Yancey,18320.0,1961,0.0868,True
4963,Alamance,175029.0,20735,0.3825,True
4964,Alexander,36172.0,4956,0.1416,True
4965,Alleghany,11057.0,1156,0.1234,True
4966,Anson,22028.0,2889,0.5152,True
4967,Ashe,26506.0,2510,0.0806,True
4968,Avery,17347.0,2257,0.1157,True
4969,Beaufort,44150.0,5126,0.3322,True
4970,Bertie,17302.0,1929,0.6465,True
4971,Bladen,29171.0,4365,0.4561,True
4972,Brunswick,144821.0,11730,0.1784,True
4973,Buncombe,271638.0,20651,0.1877,True
4974,Burke,88398.0,11391,0.2044,True
4975,Cabarrus,232873.0,25599,0.3899,True
4976,Caldwell,81319.0,10355,0.1462,True
4977,Camden,10537.0,745,0.1973,True
4978,Carteret,69039.0,6125,0.1393,True
4979,Caswell,22400.0,2381,0.374,True
4980,Catawba,162841.0,22039,0.2594,True
4981,Chatham,77095.0,5465,0.2865,True
4982,Cherokee,28738.0,3193,0.1089,True
4983,Chowan,13646.0,1662,0.3908,True
4984,Clay,11238.0,1060,0.0847,True
4985,Cleveland,99332.0,13408,0.2858,True
4986,Columbus,49795.0,7971,0.3999,True
4987,Craven,102568.0,10452,0.3377,True
4988,Cumberland,341793.0,35643,0.576,True
4989,Currituck,29385.0,1805,0.1502,True
4990,Dare,37817.0,2767,0.1215,True
4991,Davidson,171752.0,18982,0.2191,True
4992,Davie,43127.0,4776,0.1726,True
4993,Duplin,48249.0,7637,0.4646,True
4994,Durham,331347.0,28705,0.5714,True
4995,Edgecombe,48604.0,6161,0.6394,True
4996,Forsyth,387703.0,40807,0.4384,True
4997,Franklin,70655.0,7752,0.366,True
4998,Gaston,233387.0,30337,0.3121,True
4999,Gates,10324.0,813,0.3546,True
5000,Graham,7935.0,825,0.1391,True
5001,Granville,60720.0,6465,0.4331,True
5002,Greene,19978.0,2713,0.5114,True
5003,Guilford,545484.0,53377,0.5133,True
5004,Halifax,47859.0,6218,0.603,True
5005,Harnett,134986.0,14077,0.3871,True
5006,Haywood,62831.0,5235,0.091,True
5007,Henderson,117429.0,11859,0.1903,True
5008,Hertford,20374.0,2250,0.6463,True
5009,Hoke,53783.0,5659,0.5962,True
5010,Hyde,4595.0,689,0.3559,False
5011,Iredell,192986.0,21762,0.2535,True
5012,Jackson,41919.0,4198,0.2246,True
5013,Johnston,224833.0,25575,0.3406,True
5014,Jones,9076.0,970,0.3603,True
5015,Lee,64360.0,7172,0.393,True
5016,Lenoir,54323.0,7009,0.5081,True
5017,Lincoln,88742.0,11617,0.1624,True
5018,Macon,37041.0,3545,0.1328,True
5019,Madison,21146.0,1843,0.0859,True
5020,Martin,21503.0,2683,0.4724,True
5021,McDowell,44151.0,5968,0.1396,True
5022,Mecklenburg,1128426.0,129834,0.5333,True
5023,Mitchell,14783.0,1581,0.0832,True
5024,Montgomery,25485.0,3649,0.3431,True
5025,Moore,102966.0,10528,0.2278,True
5026,Nash,96101.0,12438,0.5011,True
5027,New Hanover,230423.0,22364,0.2431,True
5028,Northampton,16953.0,2027,0.6042,True
5029,Onslow,207928.0,20773,0.33,True
5030,Orange,148331.0,9407,0.3336,True
5031,Pamlico,12215.0,1230,0.2493,True
5032,Pasquotank,40966.0,3716,0.4572,True
5033,Pender,62250.0,6543,0.2475,True
5034,Perquimans,13049.0,1128,0.2763,True
5035,Person,39048.0,3946,0.3464,True
5036,Pitt,173536.0,23198,0.4785,True
5037,Polk,19461.0,1684,0.1239,True
5038,Randolph,143325.0,16711,0.2269,True
5039,Richmond,43006.0,5646,0.4419,True
5040,Robeson,115899.0,20040,0.7422,True
5041,Rockingham,90457.0,8923,0.2817,True
5042,Rowan,148565.0,19641,0.3008,True
5043,Rutherford,63870.0,8413,0.1806,True
5044,Sampson,58371.0,9109,0.4706,True
5045,Scotland,33662.0,4466,0.5786,True
5046,Stanly,62143.0,8868,0.2137,True
5047,Stokes,44422.0,4721,0.1023,True
5048,Surry,70573.0,9371,0.1689,True
5049,Swain,14046.0,1388,0.3881,True
5050,Transylvania,32825.0,2868,0.1221,True
5051,Tyrrell,3315.0,405,0.4136,True
5052,Union,244960.0,28112,0.3051,True
5053,Vance,41665.0,5288,0.6082,True
5054,Wake,1154170.0,103805,0.4122,True
5055,Warren,18621.0,1901,0.6109,True
5056,Washington,10708.0,1215,0.5457,True
5057,Watauga,54804.0,5294,0.1546,True
5058,Wayne,115895.0,12755,0.4677,True
5059,Wilkes,65151.0,8006,0.1344,True
5060,Wilson,79078.0,10648,0.526,True
5061,Yadkin,36925.0,4616,0.1712,True
5062,Yancey,18320.0,1988,0.0868,True
5063,Alamance,175029.0,20735,0.3825,True
5064,Alexander,36172.0,4956,0.1416,True
5065,Alleghany,11057.0,1156,0.1234,True
5066,Anson,22028.0,2889,0.5152,True
5067,Ashe,26506.0,2510,0.0806,True
5068,Avery,17347.0,2257,0.1157,True
5069,Beaufort,44150.0,5126,0.3322,True
5070,Bertie,17302.0,1929,0.6465,True
5071,Bladen,29171.0,4365,0.4561,True
5072,Brunswick,144821.0,11730,0.1784,True
5073,Buncombe,271638.0,20651,0.1877,True
5074,Burke,88398.0,11391,0.2044,True
5075,Cabarrus,232873.0,25599,0.3899,True
5076,Caldwell,81319.0,10355,0.1462,True
5077,Camden,10537.0,745,0.1973,True
5078,Carteret,69039.0,6125,0.1393,True
5079,Caswell,22400.0,2381,0.374,True
5080,Catawba,162841.0,22039,0.2594,True
5081,Chatham,77095.0,5465,0.2865,True
5082,Cherokee,28738.0,3193,0.1089,True
5083,Chowan,13646.0,1662,0.3908,True
5084,Clay,11238.0,1060,0.0847,True
5085,Cleveland,99332.0,13408,0.2858,True
5086,Columbus,49795.0,7971,0.3999,True
5087,Craven,102568.0,10452,0.3377,True
5088,Cumberland,341793.0,35643,0.576,True
5089,Currituck,29385.0,1805,0.1502,True
5090,Dare,37817.0,2767,0.1215,True
5091,Davidson,171752.0,18982,0.2191,True
5092,Davie,43127.0,4776,0.1726,True
5093,Duplin,48249.0,7637,0.4646,True
5094,Durham,331347.0,28812,0.5714,True
5095,Edgecombe,48604.0,6161,0.6394,True
5096,Forsyth,387703.0,40807,0.4384,True
5097,Franklin,70655.0,7752,0.366,True
5098,Gaston,233387.0,30337,0.3121,True
5099,Gates,10324.0,813,0.3546,True
5100,Graham,7935.0,825,0.1391,True
5101,Granville,60720.0,6465,0.4331,True
5102,Greene,19978.0,2713,0.5114,True
5103,Guilford,545484.0,53377,0.5133,True
5104,Halifax,47859.0,6218,0.603,True
5105,Harnett,134986.0,14077,0.3871,True
5106,Haywood,62831.0,5235,0.091,True
5107,Henderson,117429.0,11859,0.1903,True
5108,Hertford,20374.0,2250,0.6463,True
5109,Hoke,53783.0,5659,0.5962,True
5110,Hyde,4595.0,689,0.3559,False
5111,Iredell,192986.0,21762,0.2535,True
5112,Jackson,41919.0,4198,0.2246,True
5113,Johnston,224833.0,25575,0.3406,True
5114,Jones,9076.0,970,0.3603,True
5115,Lee,64360.0,7172,0.393,True
5116,Lenoir,54323.0,7009,0.5081,True
5117,Lincoln,88742.0,11617,0.1624,True
5118,Macon,37041.0,3545,0.1328,True
5119,Madison,21146.0,1843,0.0859,True
5120,Martin,21503.0,2683,0.4724,True
5121,McDowell,44151.0,5968,0.1396,True
5122,Mecklenburg,1128426.0,129834,0.5333,True
5123,Mitchell,14783.0,1581,0.0832,True
5124,Montgomery,25485.0,3649,0.3431,True
5125,Moore,102966.0,10528,0.2278,True
5126,Nash,96101.0,12438,0.5011,True
5127,New Hanover,230423.0,22364,0.2431,True
5128,Northampton,16953.0,2027,0.6042,True
5129,Onslow,207928.0,20773,0.33,True
5130,Orange,148331.0,9407,0.3336,True
5131,Pamlico,12215.0,1230,0.2493,True
5132,Pasquotank,40966.0,3716,0.4572,True
5133,Pender,62250.0,6543,0.2475,True
5134,Perquimans,13049.0,1128,0.2763,True
5135,Person,39048.0,3946,0.3464,True
5136,Pitt,173536.0,23198,0.4785,True
5137,Polk,19461.0,1684,0.1239,True
5138,Randolph,143325.0,16711,0.2269,True
5139,Richmond,43006.0,5646,0.4419,True
5140,Robeson,115899.0,20040,0.7422,True
5141,Rockingham,90457.0,8923,0.2817,True
5142,Rowan,148565.0,19641,0.3008,True
5143,Rutherford,63870.0,8413,0.1806,True
5144,Sampson,58371.0,9109,0.4706,True
5145,Scotland,33662.0,4466,0.5786,True
5146,Stanly,62143.0,8868,0.2137,True
5147,Stokes,44422.0,4721,0.1023,True
5148,Surry,70573.0,9371,0.1689,True
5149,Swain,14046.0,1388,0.3881,True
5150,Transylvania,32825.0,2868,0.1221,True
5151,Tyrrell,3315.0,405,0.4136,True
5152,Union,244960.0,28112,0.3051,True
5153,Vance,41665.0,5288,0.6082,True
5154,Wake,1154170.0,103805,0.4122,True
5155,Warren,18621.0,1901,0.6109,True
5156,Washington,10708.0,1215,0.5457,True
5157,Watauga,54804.0,5294,0.1546,True
5158,Wayne,115895.0,12755,0.4677,True
5159,Wilkes,65151.0,8006,0.1344,True
5160,Wilson,79078.0,10648,0.526,True
5161,Yadkin,36925.0,4616,0.1712,True
5162,Yancey,18320.0,1988,0.0868,True
5163,Alamance,175029.0,20735,0.3825,True
5164,Alexander,36172.0,4956,0.1416,True
5165,Alleghany,11057.0,1156,0.1234,True
5166,Anson,22028.0,2889,0.5152,True
5167,Ashe,26506.0,2510,0.0806,True
5168,Avery,17347.0,2257,0.1157,True
5169,Beaufort,44150.0,5126,0.3322,True
5170,Bertie,17302.0,1929,0.6465,True
5171,Bladen,29171.0,4365,0.4561,True
5172,Brunswick,144821.0,11730,0.1784,True
5173,Buncombe,271638.0,20651,0.1877,True
5174,Burke,88398.0,11391,0.2044,True
5175,Cabarrus,232873.0,25599,0.3899,True
5176,Caldwell,81319.0,10355,0.1462,True
5177,Camden,10537.0,745,0.1973,True
5178,Carteret,69039.0,6125,0.1393,True
5179,Caswell,22400.0,2381,0.374,True
5180,Catawba,162841.0,22039,0.2594,True
5181,Chatham,77095.0,5465,0.2865,True
5182,Cherokee,28738.0,3193,0.1089,True
5183,Chowan,13646.0,1662,0.3908,True
5184,Clay,11238.0,1060,0.0847,True
5185,Cleveland,99332.0,13408,0.2858,True
5186,Columbus,49795.0,7971,0.3999,True
5187,Craven,102568.0,10452,0.3377,True
5188,Cumberland,341793.0,35643,0.576,True
5189,Currituck,29385.0,1805,0.1502,True
5190,Dare,37817.0,2767,0.1215,True
5191,Davidson,171752.0,18982,0.2191,True
5192,Davie,43127.0,4776,0.1726,True
5193,Duplin,48249.0,7637,0.4646,True
5194,Durham,331347.0,28812,0.5714,True
5195,Edgecombe,48604.0,6161,0.6394,True
5196,Forsyth,387703.0,40807,0.4384,True
5197,Franklin,70655.0,7752,0.366,True
5198,Gaston,233387.0,30337,0.3121,True
5199,Gates,10324.0,813,0.3546,True
5200,Graham,7935.0,825,0.1391,True
5201,Granville,60720.0,6465,0.4331,True
5202,Greene,19978.0,2713,0.5114,True
5203,Guilford,545484.0,53377,0.5133,True
5204,Halifax,47859.0,6218,0.603,True
5205,Harnett,134986.0,14077,0.3871,True
5206,Haywood,62831.0,5235,0.091,True
5207,Henderson,117429.0,11859,0.1903,True
5208,Hertford,20374.0,2250,0.6463,True
5209,Hoke,53783.0,5659,0.5962,True
5210,Hyde,4595.0,689,0.3559,False
5211,Iredell,192986.0,21762,0.2535,True
5212,Jackson,41919.0,4198,0.2246,True
5213,Johnston,224833.0,25575,0.3406,True
5214,Jones,9076.0,970,0.3603,True
5215,Lee,64360.0,7172,0.393,True
5216,Lenoir,54323.0,7009,0.5081,True
5217,Lincoln,88742.0,11617,0.1624,True
5218,Macon,37041.0,3545,0.1328,True
5219,Madison,21146.0,1843,0.0859,True
5220,Martin,21503.0,2683,0.4724,True
5221,McDowell,44151.0,5968,0.1396,True
5222,Mecklenburg,1128426.0,129834,0.5333,True
5223,Mitchell,14783.0,1581,0.0832,True
5224,Montgomery,25485.0,3649,0.3431,True
5225,Moore,102966.0,10528,0.2278,True
5226,Nash,96101.0,12438,0.5011,True
5227,New Hanover,230423.0,22364,0.2431,True
5228,Northampton,16953.0,2027,0.6042,True
5229,Onslow,207928.0,20773,0.33,True
5230,Orange,148331.0,9407,0.3336,True
5231,Pamlico,12215.0,1230,0.2493,True
5232,Pasquotank,40966.0,3716,0.4572,True
5233,Pender,62250.0,6543,0.2475,True
5234,Perquimans,13049.0,1128,0.2763,True
5235,Person,39048.0,3946,0.3464,True
5236,Pitt,173536.0,23198,0.4785,True
5237,Polk,19461.0,1684,0.1239,True
5238,Randolph,143325.0,16711,0.2269,True
5239,Richmond,43006.0,5646,0.4419,True
5240,Robeson,115899.0,20040,0.7422,True
5241,Rockingham,90457.0,8923,0.2817,True
5242,Rowan,148565.0,19641,0.3008,True
5243,Rutherford,63870.0,8413,0.1806,True
5244,Sampson,58371.0,9109,0.4706,True
5245,Scotland,33662.0,4466,0.5786,True
5246,Stanly,62143.0,8868,0.2137,True
5247,Stokes,44422.0,4721,0.1023,True
5248,Surry,70573.0,9371,0.1689,True
5249,Swain,14046.0,1388,0.3881,True
5250,Transylvania,32825.0,2868,0.1221,True
5251,Tyrrell,3315.0,405,0.4136,True
5252,Union,244960.0,28112,0.3051,True
5253,Vance,41665.0,5288,0.6082,True
5254,Wake,1154170.0,103805,0.4122,True
5255,Warren,18621.0,1901,0.6109,True
5256,Washington,10708.0,1215,0.5457,True
5257,Watauga,54804.0,5294,0.1546,True
5258,Wayne,115895.0,12755,0.4677,True
5259,Wilkes,65151.0,8006,0.1344,True
5260,Wilson,79078.0,10648,0.526,True
5261,Yadkin,36925.0,4616,0.1712,True
5262,Yancey,18320.0,1988,0.0868,True
5263,Alamance,175029.0,20954,0.3825,True
5264,Alexander,36172.0,5040,0.1416,True
5265,Alleghany,11057.0,1159,0.1234,True
5266,Anson,22028.0,2946,0.5152,True
5267,Ashe,26506.0,2555,0.0806,True
5268,Avery,17347.0,2269,0.1157,True
5269,Beaufort,44150.0,5197,0.3322,True
5270,Bertie,17302.0,1963,0.6465,True
5271,Bladen,29171.0,4490,0.4561,True
5272,Brunswick,144821.0,12016,0.1784,True
5273,Buncombe,271638.0,21000,0.1877,True
5274,Burke,88398.0,11590,0.2044,True
5275,Cabarrus,232873.0,26084,0.3899,True
5276,Caldwell,81319.0,10474,0.1462,True
5277,Camden,10537.0,762,0.1973,True
5278,Carteret,69039.0,6206,0.1393,True
5279,Caswell,22400.0,2408,0.374,True
5280,Catawba,162841.0,22317,0.2594,True
5281,Chatham,77095.0,5554,0.2865,True
5282,Cherokee,28738.0,3301,0.1089,True
5283,Chowan,13646.0,1690,0.3908,True
5284,Clay,11238.0,1080,0.0847,True
5285,Cleveland,99332.0,13621,0.2858,True
5286,Columbus,49795.0,8124,0.3999,True
5287,Craven,102568.0,10580,0.3377,True
5288,Cumberland,341793.0,36131,0.576,True
5289,Currituck,29385.0,1843,0.1502,True
5290,Dare,37817.0,2841,0.1215,True
5291,Davidson,171752.0,19280,0.2191,True
5292,Davie,43127.0,4844,0.1726,True
5293,Duplin,48249.0,7799,0.4646,True
5294,Durham,331347.0,29050,0.5714,True
5295,Edgecombe,48604.0,6237,0.6394,True
5296,Forsyth,387703.0,41343,0.4384,True
5297,Franklin,70655.0,7849,0.366,True
5298,Gaston,233387.0,30756,0.3121,True
5299,Gates,10324.0,823,0.3546,True
5300,Graham,7935.0,839,0.1391,True
5301,Granville,60720.0,6561,0.4331,True
5302,Greene,19978.0,2755,0.5114,True
5303,Guilford,545484.0,54006,0.5133,True
5304,Halifax,47859.0,6300,0.603,True
5305,Harnett,134986.0,14320,0.3871,True
5306,Haywood,62831.0,5324,0.091,True
5307,Henderson,117429.0,11982,0.1903,True
5308,Hertford,20374.0,2272,0.6463,True
5309,Hoke,53783.0,5744,0.5962,True
5310,Hyde,4595.0,695,0.3559,True
5311,Iredell,192986.0,22097,0.2535,True
5312,Jackson,41919.0,4243,0.2246,True
5313,Johnston,224833.0,26043,0.3406,True
5314,Jones,9076.0,992,0.3603,True
5315,Lee,64360.0,7299,0.393,True
5316,Lenoir,54323.0,7113,0.5081,True
5317,Lincoln,88742.0,11786,0.1624,True
5318,Macon,37041.0,3615,0.1328,True
5319,Madison,21146.0,1898,0.0859,True
5320,Martin,21503.0,2723,0.4724,True
5321,McDowell,44151.0,6126,0.1396,True
5322,Mecklenburg,1128426.0,131438,0.5333,True
5323,Mitchell,14783.0,1603,0.0832,True
5324,Montgomery,25485.0,3687,0.3431,True
5325,Moore,102966.0,10711,0.2278,True
5326,Nash,96101.0,12591,0.5011,True
5327,New Hanover,230423.0,22782,0.2431,True
5328,Northampton,16953.0,2053,0.6042,True
5329,Onslow,207928.0,21070,0.33,True
5330,Orange,148331.0,9516,0.3336,True
5331,Pamlico,12215.0,1242,0.2493,True
5332,Pasquotank,40966.0,3776,0.4572,True
5333,Pender,62250.0,6692,0.2475,True
5334,Perquimans,13049.0,1146,0.2763,True
5335,Person,39048.0,3990,0.3464,True
5336,Pitt,173536.0,23482,0.4785,True
5337,Polk,19461.0,1711,0.1239,True
5338,Randolph,143325.0,16902,0.2269,True
5339,Richmond,43006.0,5714,0.4419,True
5340,Robeson,115899.0,20452,0.7422,True
5341,Rockingham,90457.0,9053,0.2817,True
5342,Rowan,148565.0,20090,0.3008,True
5343,Rutherford,63870.0,8521,0.1806,True
5344,Sampson,58371.0,9212,0.4706,True
5345,Scotland,33662.0,4531,0.5786,True
5346,Stanly,62143.0,9004,0.2137,True
5347,Stokes,44422.0,4781,0.1023,True
5348,Surry,70573.0,9499,0.1689,True
5349,Swain,14046.0,1409,0.3881,True
5350,Transylvania,32825.0,2926,0.1221,True
5351,Tyrrell,3315.0,411,0.4136,True
5352,Union,244960.0,28457,0.3051,True
5353,Vance,41665.0,5339,0.6082,True
5354,Wake,1154170.0,104505,0.4122,True
5355,Warren,18621.0,1915,0.6109,True
5356,Washington,10708.0,1232,0.5457,True
5357,Watauga,54804.0,5365,0.1546,True
5358,Wayne,115895.0,12881,0.4677,True
5359,Wilkes,65151.0,8130,0.1344,True
5360,Wilson,79078.0,10734,0.526,True
5361,Yadkin,36925.0,4685,0.1712,True
5362,Yancey,18320.0,2067,0.0868,True
5363,Alamance,175029.0,21022,0.3825,True
5364,Alexander,36172.0,5062,0.1416,True
