,Unnamed: 0,date,county,state,fips,cases,deaths,Population,casesprop,deathsprop,dailycase,weeklycase,dailydeath,weeklydeath,weeklyper100k,tranlevel,population_density_per_sq_mile,Minority_pct,region,pop_dens,Hotspot,Hotspot_in_2_weeks
11391,11428,2021-10-23,Davidson,North Carolina,37057.0,25605,304.0,171752.0,0.1491,0.0018,0.0,258.0,0.0,8.0,150.22,High,305.4,0.2191,Northern,305.4,True,True
11491,11528,2021-10-24,Davidson,North Carolina,37057.0,25605,304.0,171752.0,0.1491,0.0018,0.0,258.0,0.0,8.0,150.22,High,305.4,0.2191,Northern,305.4,True,True
11591,11628,2021-10-25,Davidson,North Carolina,37057.0,25665,305.0,171752.0,0.1494,0.0018,60.0,207.0,1.0,8.0,120.52,High,305.4,0.2191,Northern,305.4,True,True
11691,11728,2021-10-26,Davidson,North Carolina,37057.0,25679,306.0,171752.0,0.1495,0.0018,14.0,201.0,1.0,6.0,117.03,High,305.4,0.2191,Northern,305.4,True,True
11791,11828,2021-10-27,Davidson,North Carolina,37057.0,25710,307.0,171752.0,0.1497,0.0018,31.0,193.0,1.0,6.0,112.37,High,305.4,0.2191,Northern,305.4,True,True
11891,11928,2021-10-28,Davidson,North Carolina,37057.0,25746,307.0,171752.0,0.1499,0.0018,36.0,182.0,0.0,3.0,105.97,High,305.4,0.2191,Northern,305.4,True,True
11991,12028,2021-10-29,Davidson,North Carolina,37057.0,25786,308.0,171752.0,0.1501,0.0018,40.0,181.0,1.0,4.0,105.38,High,305.4,0.2191,Northern,305.4,True,True
12091,12128,2021-10-30,Davidson,North Carolina,37057.0,25786,308.0,171752.0,0.1501,0.0018,0.0,181.0,0.0,4.0,105.38,High,305.4,0.2191,Northern,305.4,True,True
12191,12228,2021-10-31,Davidson,North Carolina,37057.0,25786,308.0,171752.0,0.1501,0.0018,0.0,181.0,0.0,4.0,105.38,High,305.4,0.2191,Northern,305.4,True,True
12291,12328,2021-11-01,Davidson,North Carolina,37057.0,25878,309.0,171752.0,0.1507,0.0018,92.0,213.0,1.0,4.0,124.02,High,305.4,0.2191,Northern,305.4,True,True
12391,12428,2021-11-02,Davidson,North Carolina,37057.0,25890,310.0,171752.0,0.1507,0.0018,12.0,211.0,1.0,4.0,122.85,High,305.4,0.2191,Northern,305.4,True,True
12491,12528,2021-11-03,Davidson,North Carolina,37057.0,25910,310.0,171752.0,0.1509,0.0018,20.0,200.0,0.0,3.0,116.45,High,305.4,0.2191,Northern,305.4,True,True
12591,12628,2021-11-04,Davidson,North Carolina,37057.0,25937,311.0,171752.0,0.151,0.0018,27.0,191.0,1.0,4.0,111.21,High,305.4,0.2191,Northern,305.4,True,True
12691,12728,2021-11-05,Davidson,North Carolina,37057.0,25965,311.0,171752.0,0.1512,0.0018,28.0,179.0,0.0,3.0,104.22,High,305.4,0.2191,Northern,305.4,True,True
12791,12828,2021-11-06,Davidson,North Carolina,37057.0,25965,311.0,171752.0,0.1512,0.0018,0.0,179.0,0.0,3.0,104.22,High,305.4,0.2191,Northern,305.4,True,True
12891,12928,2021-11-07,Davidson,North Carolina,37057.0,25965,311.0,171752.0,0.1512,0.0018,0.0,179.0,0.0,3.0,104.22,High,305.4,0.2191,Northern,305.4,True,True
12991,13028,2021-11-08,Davidson,North Carolina,37057.0,26060,311.0,171752.0,0.1517,0.0018,95.0,182.0,0.0,2.0,105.97,High,305.4,0.2191,Northern,305.4,True,True
13091,13128,2021-11-09,Davidson,North Carolina,37057.0,26083,312.0,171752.0,0.1519,0.0018,23.0,193.0,1.0,2.0,112.37,High,305.4,0.2191,Northern,305.4,True,True
13191,13228,2021-11-10,Davidson,North Carolina,37057.0,26125,312.0,171752.0,0.1521,0.0018,42.0,215.0,0.0,2.0,125.18,High,305.4,0.2191,Northern,305.4,True,True
13291,13328,2021-11-11,Davidson,North Carolina,37057.0,26125,312.0,171752.0,0.1521,0.0018,0.0,188.0,0.0,1.0,109.46,High,305.4,0.2191,Northern,305.4,True,True
13391,13428,2021-11-12,Davidson,North Carolina,37057.0,26181,311.0,171752.0,0.1524,0.0018,56.0,216.0,-1.0,0.0,125.76,High,305.4,0.2191,Northern,305.4,True,True
13491,13528,2021-11-13,Davidson,North Carolina,37057.0,26181,311.0,171752.0,0.1524,0.0018,0.0,216.0,0.0,0.0,125.76,High,305.4,0.2191,Northern,305.4,True,True
13591,13628,2021-11-14,Davidson,North Carolina,37057.0,26181,311.0,171752.0,0.1524,0.0018,0.0,216.0,0.0,0.0,125.76,High,305.4,0.2191,Northern,305.4,True,True
13691,13728,2021-11-15,Davidson,North Carolina,37057.0,26288,311.0,171752.0,0.1531,0.0018,107.0,228.0,0.0,0.0,132.75,High,305.4,0.2191,Northern,305.4,True,True
13791,13828,2021-11-16,Davidson,North Carolina,37057.0,26308,311.0,171752.0,0.1532,0.0018,20.0,225.0,0.0,-1.0,131.0,High,305.4,0.2191,Northern,305.4,True,True
13891,13928,2021-11-17,Davidson,North Carolina,37057.0,26349,312.0,171752.0,0.1534,0.0018,41.0,224.0,1.0,0.0,130.42,High,305.4,0.2191,Northern,305.4,True,True
13991,14028,2021-11-18,Davidson,North Carolina,37057.0,26390,314.0,171752.0,0.1537,0.0018,41.0,265.0,2.0,2.0,154.29,High,305.4,0.2191,Northern,305.4,True,True
14091,14128,2021-11-19,Davidson,North Carolina,37057.0,26438,314.0,171752.0,0.1539,0.0018,48.0,257.0,0.0,3.0,149.63,High,305.4,0.2191,Northern,305.4,True,
14191,14228,2021-11-20,Davidson,North Carolina,37057.0,26438,314.0,171752.0,0.1539,0.0018,0.0,257.0,0.0,3.0,149.63,High,305.4,0.2191,Northern,305.4,True,
14291,14328,2021-11-21,Davidson,North Carolina,37057.0,26438,314.0,171752.0,0.1539,0.0018,0.0,257.0,0.0,3.0,149.63,High,305.4,0.2191,Northern,305.4,True,
14391,14428,2021-11-22,Davidson,North Carolina,37057.0,26563,314.0,171752.0,0.1547,0.0018,125.0,275.0,0.0,3.0,160.11,High,305.4,0.2191,Northern,305.4,True,
14491,14528,2021-11-23,Davidson,North Carolina,37057.0,26603,314.0,171752.0,0.1549,0.0018,40.0,295.0,0.0,3.0,171.76,High,305.4,0.2191,Northern,305.4,True,
14591,14628,2021-11-24,Davidson,North Carolina,37057.0,26658,314.0,171752.0,0.1552,0.0018,55.0,309.0,0.0,2.0,179.91,High,305.4,0.2191,Northern,305.4,True,
14691,14728,2021-11-25,Davidson,North Carolina,37057.0,26658,314.0,171752.0,0.1552,0.0018,0.0,268.0,0.0,0.0,156.04,High,305.4,0.2191,Northern,305.4,True,
14791,14828,2021-11-26,Davidson,North Carolina,37057.0,26658,314.0,171752.0,0.1552,0.0018,0.0,220.0,0.0,0.0,128.09,High,305.4,0.2191,Northern,305.4,True,
14891,14928,2021-11-27,Davidson,North Carolina,37057.0,26658,314.0,171752.0,0.1552,0.0018,0.0,220.0,0.0,0.0,128.09,High,305.4,0.2191,Northern,305.4,True,
