,county,date_number,Population,region_Central,region_Eastern,region_Western,pop_dens,tranlevel
1981,Sampson,20,58371.0,False,False,False,62.4,High
1927,Dare,20,37817.0,False,False,False,96.3,High
1906,Beaufort,20,44150.0,False,False,False,53.6,High
1973,Pitt,20,173536.0,False,False,False,261.0,High
1984,Stokes,20,44422.0,False,False,False,99.1,High
1987,Transylvania,20,32825.0,False,False,True,87.2,High
1900,Alamance,20,175029.0,False,False,False,404.8,High
1967,Orange,20,148331.0,False,True,False,374.0,High
1920,Chowan,20,13646.0,False,False,False,79.4,High
1949,Jackson,20,41919.0,False,False,True,87.8,High
1931,Durham,20,331347.0,False,True,False,1133.7,High
1933,Forsyth,20,387703.0,False,False,False,938.1,High
1910,Buncombe,20,271638.0,False,False,True,410.4,High
1901,Alexander,20,36172.0,False,False,False,140.2,High
1976,Richmond,20,43006.0,False,True,False,90.7,High
1963,Nash,20,96101.0,False,False,False,175.7,High
1904,Ashe,20,26506.0,False,False,False,62.3,High
1935,Gaston,20,233387.0,True,False,False,640.7,High
1946,Hoke,20,53783.0,False,True,False,133.5,High
1939,Greene,20,19978.0,False,False,False,76.7,High
1923,Columbus,20,49795.0,False,False,False,54.0,High
1977,Robeson,20,115899.0,False,False,False,123.0,High
1921,Clay,20,11238.0,False,False,True,51.6,High
1968,Pamlico,20,12215.0,False,False,False,36.5,High
1971,Perquimans,20,13049.0,False,False,False,52.6,High
1982,Scotland,20,33662.0,False,True,False,107.1,High
1917,Catawba,20,162841.0,False,False,False,400.2,High
1925,Cumberland,20,341793.0,False,True,False,512.9,High
1942,Harnett,20,134986.0,False,True,False,224.5,High
1926,Currituck,20,29385.0,False,False,False,107.3,High
1994,Watauga,20,54804.0,False,False,False,173.1,High
1980,Rutherford,20,63870.0,False,False,True,114.0,High
1934,Franklin,20,70655.0,False,True,False,139.4,High
1986,Swain,20,14046.0,False,False,True,26.8,High
1953,Lenoir,20,54323.0,False,False,False,138.1,High
1990,Vance,20,41665.0,False,True,False,168.7,High
1985,Surry,20,70573.0,False,False,False,134.0,High
2092,Warren,21,18621.0,False,True,False,43.4,High
2046,Hoke,21,53783.0,False,True,False,133.5,High
2065,Northampton,21,16953.0,False,True,False,32.6,High
2029,Davie,21,43127.0,False,False,False,162.0,High
2093,Washington,21,10708.0,False,False,False,31.8,High
2074,Polk,21,19461.0,False,False,True,81.3,High
2056,Madison,21,21146.0,False,False,True,47.1,High
2006,Beaufort,21,44150.0,False,False,False,53.6,High
2021,Clay,21,11238.0,False,False,True,51.6,High
2027,Dare,21,37817.0,False,False,False,96.3,High
2017,Catawba,21,162841.0,False,False,False,400.2,High
2007,Bertie,21,17302.0,False,False,False,25.7,High
2072,Person,21,39048.0,False,True,False,99.7,High
2085,Surry,21,70573.0,False,False,False,134.0,High
2068,Pamlico,21,12215.0,False,False,False,36.5,High
2086,Swain,21,14046.0,False,False,True,26.8,High
2028,Davidson,21,171752.0,False,False,False,305.4,High
2055,Macon,21,37041.0,False,False,True,71.8,High
2075,Randolph,21,143325.0,False,False,False,184.3,High
2048,Iredell,21,192986.0,False,False,False,325.0,High
2099,Yancey,21,18320.0,False,False,True,59.1,High
2014,Camden,21,10537.0,False,False,False,43.1,High
2024,Craven,21,102568.0,False,False,False,142.5,High
2047,Hyde,21,4595.0,False,False,False,7.5,High
2091,Wake,21,1154170.0,False,True,False,1353.3,High
2098,Yadkin,21,36925.0,False,False,False,111.1,High
2013,Caldwell,21,81319.0,False,False,False,170.9,High
2038,Granville,21,60720.0,False,True,False,114.6,High
2082,Scotland,21,33662.0,False,True,False,107.1,High
2069,Pasquotank,21,40966.0,False,False,False,178.8,High
2079,Rowan,21,148565.0,False,False,False,287.1,High
2037,Graham,21,7935.0,False,False,True,27.5,High
2057,Martin,21,21503.0,False,False,False,48.3,High
2039,Greene,21,19978.0,False,False,False,76.7,High
2078,Rockingham,21,90457.0,False,False,False,161.0,High
2010,Buncombe,21,271638.0,False,False,True,410.4,High
2003,Anson,21,22028.0,True,False,False,41.5,High
2095,Wayne,21,115895.0,False,False,False,211.8,High
2089,Union,21,244960.0,True,False,False,376.6,High
2023,Columbus,21,49795.0,False,False,False,54.0,High
2049,Jackson,21,41919.0,False,False,True,87.8,High
2053,Lenoir,21,54323.0,False,False,False,138.1,High
2000,Alamance,21,175029.0,False,False,False,404.8,High
2097,Wilson,21,79078.0,False,False,False,214.3,High
2073,Pitt,21,173536.0,False,False,False,261.0,High
2060,Mitchell,21,14783.0,False,False,True,67.4,High
2050,Johnston,21,224833.0,False,False,False,272.7,High
2062,Moore,21,102966.0,False,True,False,142.9,High
2071,Perquimans,21,13049.0,False,False,False,52.6,High
2076,Richmond,21,43006.0,False,True,False,90.7,High
2059,Mecklenburg,21,1128426.0,True,False,False,2130.4,High
2033,Forsyth,21,387703.0,False,False,False,938.1,High
2026,Currituck,21,29385.0,False,False,False,107.3,High
2030,Duplin,21,48249.0,False,False,False,59.8,High
2009,Brunswick,21,144821.0,False,False,False,160.8,High
2067,Orange,21,148331.0,False,True,False,374.0,High
2042,Harnett,21,134986.0,False,True,False,224.5,High
2008,Bladen,21,29171.0,False,False,False,33.8,High
2015,Carteret,21,69039.0,False,False,False,133.3,High
2016,Caswell,21,22400.0,False,True,False,53.5,High
2035,Gaston,21,233387.0,True,False,False,640.7,High
2005,Avery,21,17347.0,False,False,True,72.0,High
2083,Stanly,21,62143.0,True,False,False,158.2,High
2034,Franklin,21,70655.0,False,True,False,139.4,High
2080,Rutherford,21,63870.0,False,False,True,114.0,High
2096,Wilkes,21,65151.0,False,False,False,87.5,High
2052,Lee,21,64360.0,False,True,False,248.1,High
2090,Vance,21,41665.0,False,True,False,168.7,High
2084,Stokes,21,44422.0,False,False,False,99.1,High
2001,Alexander,21,36172.0,False,False,False,140.2,High
2018,Chatham,21,77095.0,False,True,False,111.9,High
2020,Chowan,21,13646.0,False,False,False,79.4,High
2031,Durham,21,331347.0,False,True,False,1133.7,High
2087,Transylvania,21,32825.0,False,False,True,87.2,High
2081,Sampson,21,58371.0,False,False,False,62.4,High
2025,Cumberland,21,341793.0,False,True,False,512.9,High
2063,Nash,21,96101.0,False,False,False,175.7,High
2070,Pender,21,62250.0,False,False,False,69.1,High
2004,Ashe,21,26506.0,False,False,False,62.3,High
2066,Onslow,21,207928.0,False,False,False,268.4,High
2041,Halifax,21,47859.0,False,False,False,67.2,High
2061,Montgomery,21,25485.0,False,True,False,52.4,High
2011,Burke,21,88398.0,False,False,True,173.0,High
2044,Henderson,21,117429.0,False,False,True,311.8,High
2051,Jones,21,9076.0,False,False,False,19.5,High
2032,Edgecombe,21,48604.0,False,False,False,96.7,High
2045,Hertford,21,20374.0,False,False,False,61.0,High
2088,Tyrrell,21,3315.0,False,False,False,8.3,High
2058,McDowell,21,44151.0,False,False,True,101.3,High
2040,Guilford,21,545484.0,False,False,False,838.0,High
2043,Haywood,21,62831.0,False,False,True,112.2,High
2002,Alleghany,21,11057.0,False,False,False,46.4,High
2054,Lincoln,21,88742.0,True,False,False,293.4,High
2022,Cleveland,21,99332.0,False,False,True,214.4,High
2094,Watauga,21,54804.0,False,False,False,173.1,High
2012,Cabarrus,21,232873.0,True,False,False,625.1,High
2077,Robeson,21,115899.0,False,False,False,123.0,High
2019,Cherokee,21,28738.0,False,False,True,63.2,High
2036,Gates,21,10324.0,False,False,False,30.8,High
2064,New Hanover,21,230423.0,False,False,False,1174.0,High
2155,Macon,22,37041.0,False,False,True,71.8,High
2142,Harnett,22,134986.0,False,True,False,224.5,High
2184,Stokes,22,44422.0,False,False,False,99.1,High
2132,Edgecombe,22,48604.0,False,False,False,96.7,High
2118,Chatham,22,77095.0,False,True,False,111.9,High
2169,Pasquotank,22,40966.0,False,False,False,178.8,High
2177,Robeson,22,115899.0,False,False,False,123.0,High
2192,Warren,22,18621.0,False,True,False,43.4,High
2131,Durham,22,331347.0,False,True,False,1133.7,High
2188,Tyrrell,22,3315.0,False,False,False,8.3,High
2187,Transylvania,22,32825.0,False,False,True,87.2,High
2113,Caldwell,22,81319.0,False,False,False,170.9,High
2152,Lee,22,64360.0,False,True,False,248.1,High
2120,Chowan,22,13646.0,False,False,False,79.4,High
2179,Rowan,22,148565.0,False,False,False,287.1,High
2151,Jones,22,9076.0,False,False,False,19.5,High
2156,Madison,22,21146.0,False,False,True,47.1,High
2196,Wilkes,22,65151.0,False,False,False,87.5,High
2195,Wayne,22,115895.0,False,False,False,211.8,High
2183,Stanly,22,62143.0,True,False,False,158.2,High
2123,Columbus,22,49795.0,False,False,False,54.0,High
2144,Henderson,22,117429.0,False,False,True,311.8,High
2124,Craven,22,102568.0,False,False,False,142.5,High
2105,Avery,22,17347.0,False,False,True,72.0,High
2176,Richmond,22,43006.0,False,True,False,90.7,High
2148,Iredell,22,192986.0,False,False,False,325.0,High
2157,Martin,22,21503.0,False,False,False,48.3,High
2106,Beaufort,22,44150.0,False,False,False,53.6,High
2181,Sampson,22,58371.0,False,False,False,62.4,High
2127,Dare,22,37817.0,False,False,False,96.3,High
2108,Bladen,22,29171.0,False,False,False,33.8,High
2194,Watauga,22,54804.0,False,False,False,173.1,High
2172,Person,22,39048.0,False,True,False,99.7,High
2182,Scotland,22,33662.0,False,True,False,107.1,High
2162,Moore,22,102966.0,False,True,False,142.9,High
2117,Catawba,22,162841.0,False,False,False,400.2,High
2137,Graham,22,7935.0,False,False,True,27.5,High
2160,Mitchell,22,14783.0,False,False,True,67.4,High
2126,Currituck,22,29385.0,False,False,False,107.3,High
2173,Pitt,22,173536.0,False,False,False,261.0,High
2122,Cleveland,22,99332.0,False,False,True,214.4,High
2165,Northampton,22,16953.0,False,True,False,32.6,High
2197,Wilson,22,79078.0,False,False,False,214.3,High
2102,Alleghany,22,11057.0,False,False,False,46.4,High
2138,Granville,22,60720.0,False,True,False,114.6,High
2100,Alamance,22,175029.0,False,False,False,404.8,High
2147,Hyde,22,4595.0,False,False,False,7.5,High
2193,Washington,22,10708.0,False,False,False,31.8,High
2115,Carteret,22,69039.0,False,False,False,133.3,High
2199,Yancey,22,18320.0,False,False,True,59.1,High
2170,Pender,22,62250.0,False,False,False,69.1,High
2150,Johnston,22,224833.0,False,False,False,272.7,High
2161,Montgomery,22,25485.0,False,True,False,52.4,High
2116,Caswell,22,22400.0,False,True,False,53.5,High
2167,Orange,22,148331.0,False,True,False,374.0,High
2128,Davidson,22,171752.0,False,False,False,305.4,High
2143,Haywood,22,62831.0,False,False,True,112.2,High
2133,Forsyth,22,387703.0,False,False,False,938.1,High
2104,Ashe,22,26506.0,False,False,False,62.3,High
2103,Anson,22,22028.0,True,False,False,41.5,High
2112,Cabarrus,22,232873.0,True,False,False,625.1,High
2185,Surry,22,70573.0,False,False,False,134.0,High
2168,Pamlico,22,12215.0,False,False,False,36.5,High
2125,Cumberland,22,341793.0,False,True,False,512.9,High
2163,Nash,22,96101.0,False,False,False,175.7,High
2135,Gaston,22,233387.0,True,False,False,640.7,High
2101,Alexander,22,36172.0,False,False,False,140.2,High
2171,Perquimans,22,13049.0,False,False,False,52.6,High
2153,Lenoir,22,54323.0,False,False,False,138.1,High
2121,Clay,22,11238.0,False,False,True,51.6,High
2189,Union,22,244960.0,True,False,False,376.6,High
2174,Polk,22,19461.0,False,False,True,81.3,High
2159,Mecklenburg,22,1128426.0,True,False,False,2130.4,High
2111,Burke,22,88398.0,False,False,True,173.0,High
2130,Duplin,22,48249.0,False,False,False,59.8,High
2198,Yadkin,22,36925.0,False,False,False,111.1,High
2114,Camden,22,10537.0,False,False,False,43.1,High
2166,Onslow,22,207928.0,False,False,False,268.4,High
2149,Jackson,22,41919.0,False,False,True,87.8,High
2107,Bertie,22,17302.0,False,False,False,25.7,High
2145,Hertford,22,20374.0,False,False,False,61.0,High
2129,Davie,22,43127.0,False,False,False,162.0,High
2158,McDowell,22,44151.0,False,False,True,101.3,High
2140,Guilford,22,545484.0,False,False,False,838.0,High
2139,Greene,22,19978.0,False,False,False,76.7,High
2178,Rockingham,22,90457.0,False,False,False,161.0,High
2109,Brunswick,22,144821.0,False,False,False,160.8,High
2191,Wake,22,1154170.0,False,True,False,1353.3,High
2164,New Hanover,22,230423.0,False,False,False,1174.0,High
2136,Gates,22,10324.0,False,False,False,30.8,High
2119,Cherokee,22,28738.0,False,False,True,63.2,High
2175,Randolph,22,143325.0,False,False,False,184.3,High
2154,Lincoln,22,88742.0,True,False,False,293.4,High
2190,Vance,22,41665.0,False,True,False,168.7,High
2141,Halifax,22,47859.0,False,False,False,67.2,High
2186,Swain,22,14046.0,False,False,True,26.8,High
2180,Rutherford,22,63870.0,False,False,True,114.0,High
2110,Buncombe,22,271638.0,False,False,True,410.4,High
2134,Franklin,22,70655.0,False,True,False,139.4,High
2146,Hoke,22,53783.0,False,True,False,133.5,High
2282,Scotland,23,33662.0,False,True,False,107.1,High
2272,Person,23,39048.0,False,True,False,99.7,High
2294,Watauga,23,54804.0,False,False,False,173.1,High
2291,Wake,23,1154170.0,False,True,False,1353.3,High
2210,Buncombe,23,271638.0,False,False,True,410.4,High
2217,Catawba,23,162841.0,False,False,False,400.2,High
2264,New Hanover,23,230423.0,False,False,False,1174.0,High
2250,Johnston,23,224833.0,False,False,False,272.7,High
2236,Gates,23,10324.0,False,False,False,30.8,High
2283,Stanly,23,62143.0,True,False,False,158.2,High
2277,Robeson,23,115899.0,False,False,False,123.0,High
2284,Stokes,23,44422.0,False,False,False,99.1,High
2209,Brunswick,23,144821.0,False,False,False,160.8,High
2223,Columbus,23,49795.0,False,False,False,54.0,High
2242,Harnett,23,134986.0,False,True,False,224.5,High
2266,Onslow,23,207928.0,False,False,False,268.4,High
2214,Camden,23,10537.0,False,False,False,43.1,High
2295,Wayne,23,115895.0,False,False,False,211.8,High
2299,Yancey,23,18320.0,False,False,True,59.1,High
2234,Franklin,23,70655.0,False,True,False,139.4,High
2267,Orange,23,148331.0,False,True,False,374.0,High
2296,Wilkes,23,65151.0,False,False,False,87.5,High
2230,Duplin,23,48249.0,False,False,False,59.8,High
2226,Currituck,23,29385.0,False,False,False,107.3,High
2255,Macon,23,37041.0,False,False,True,71.8,High
2204,Ashe,23,26506.0,False,False,False,62.3,High
2275,Randolph,23,143325.0,False,False,False,184.3,High
2224,Craven,23,102568.0,False,False,False,142.5,High
2278,Rockingham,23,90457.0,False,False,False,161.0,High
2248,Iredell,23,192986.0,False,False,False,325.0,High
2244,Henderson,23,117429.0,False,False,True,311.8,High
2207,Bertie,23,17302.0,False,False,False,25.7,High
2212,Cabarrus,23,232873.0,True,False,False,625.1,High
2256,Madison,23,21146.0,False,False,True,47.1,High
2251,Jones,23,9076.0,False,False,False,19.5,High
2249,Jackson,23,41919.0,False,False,True,87.8,High
2290,Vance,23,41665.0,False,True,False,168.7,High
2245,Hertford,23,20374.0,False,False,False,61.0,High
2232,Edgecombe,23,48604.0,False,False,False,96.7,High
2269,Pasquotank,23,40966.0,False,False,False,178.8,High
2213,Caldwell,23,81319.0,False,False,False,170.9,High
2274,Polk,23,19461.0,False,False,True,81.3,High
2229,Davie,23,43127.0,False,False,False,162.0,High
2205,Avery,23,17347.0,False,False,True,72.0,High
2288,Tyrrell,23,3315.0,False,False,False,8.3,High
2243,Haywood,23,62831.0,False,False,True,112.2,High
2258,McDowell,23,44151.0,False,False,True,101.3,High
2228,Davidson,23,171752.0,False,False,False,305.4,High
2261,Montgomery,23,25485.0,False,True,False,52.4,High
2280,Rutherford,23,63870.0,False,False,True,114.0,High
2240,Guilford,23,545484.0,False,False,False,838.0,High
2222,Cleveland,23,99332.0,False,False,True,214.4,High
2247,Hyde,23,4595.0,False,False,False,7.5,High
2238,Granville,23,60720.0,False,True,False,114.6,High
2276,Richmond,23,43006.0,False,True,False,90.7,High
2202,Alleghany,23,11057.0,False,False,False,46.4,High
2254,Lincoln,23,88742.0,True,False,False,293.4,High
2233,Forsyth,23,387703.0,False,False,False,938.1,High
2298,Yadkin,23,36925.0,False,False,False,111.1,High
2208,Bladen,23,29171.0,False,False,False,33.8,High
2219,Cherokee,23,28738.0,False,False,True,63.2,High
2200,Alamance,23,175029.0,False,False,False,404.8,High
2270,Pender,23,62250.0,False,False,False,69.1,High
2293,Washington,23,10708.0,False,False,False,31.8,High
2215,Carteret,23,69039.0,False,False,False,133.3,High
2201,Alexander,23,36172.0,False,False,False,140.2,High
2235,Gaston,23,233387.0,True,False,False,640.7,High
2257,Martin,23,21503.0,False,False,False,48.3,High
2263,Nash,23,96101.0,False,False,False,175.7,High
2216,Caswell,23,22400.0,False,True,False,53.5,High
2227,Dare,23,37817.0,False,False,False,96.3,High
2252,Lee,23,64360.0,False,True,False,248.1,High
2246,Hoke,23,53783.0,False,True,False,133.5,High
2268,Pamlico,23,12215.0,False,False,False,36.5,High
2206,Beaufort,23,44150.0,False,False,False,53.6,High
2225,Cumberland,23,341793.0,False,True,False,512.9,High
2281,Sampson,23,58371.0,False,False,False,62.4,High
2287,Transylvania,23,32825.0,False,False,True,87.2,High
2285,Surry,23,70573.0,False,False,False,134.0,High
2231,Durham,23,331347.0,False,True,False,1133.7,High
2239,Greene,23,19978.0,False,False,False,76.7,High
2203,Anson,23,22028.0,True,False,False,41.5,High
2292,Warren,23,18621.0,False,True,False,43.4,High
2218,Chatham,23,77095.0,False,True,False,111.9,High
2220,Chowan,23,13646.0,False,False,False,79.4,High
2297,Wilson,23,79078.0,False,False,False,214.3,High
2286,Swain,23,14046.0,False,False,True,26.8,High
2211,Burke,23,88398.0,False,False,True,173.0,High
2221,Clay,23,11238.0,False,False,True,51.6,High
2241,Halifax,23,47859.0,False,False,False,67.2,High
2260,Mitchell,23,14783.0,False,False,True,67.4,High
2279,Rowan,23,148565.0,False,False,False,287.1,High
2271,Perquimans,23,13049.0,False,False,False,52.6,High
2262,Moore,23,102966.0,False,True,False,142.9,High
2273,Pitt,23,173536.0,False,False,False,261.0,High
2289,Union,23,244960.0,True,False,False,376.6,High
2265,Northampton,23,16953.0,False,True,False,32.6,High
2259,Mecklenburg,23,1128426.0,True,False,False,2130.4,High
2253,Lenoir,23,54323.0,False,False,False,138.1,High
2237,Graham,23,7935.0,False,False,True,27.5,High
2313,Caldwell,24,81319.0,False,False,False,170.9,High
2381,Sampson,24,58371.0,False,False,False,62.4,High
2369,Pasquotank,24,40966.0,False,False,False,178.8,High
2312,Cabarrus,24,232873.0,True,False,False,625.1,High
2341,Halifax,24,47859.0,False,False,False,67.2,High
2379,Rowan,24,148565.0,False,False,False,287.1,High
2385,Surry,24,70573.0,False,False,False,134.0,High
2349,Jackson,24,41919.0,False,False,True,87.8,High
2339,Greene,24,19978.0,False,False,False,76.7,High
2348,Iredell,24,192986.0,False,False,False,325.0,High
2300,Alamance,24,175029.0,False,False,False,404.8,High
2371,Perquimans,24,13049.0,False,False,False,52.6,High
2351,Jones,24,9076.0,False,False,False,19.5,High
2355,Macon,24,37041.0,False,False,True,71.8,High
2307,Bertie,24,17302.0,False,False,False,25.7,High
2391,Wake,24,1154170.0,False,True,False,1353.3,High
2344,Henderson,24,117429.0,False,False,True,311.8,High
2311,Burke,24,88398.0,False,False,True,173.0,High
2345,Hertford,24,20374.0,False,False,False,61.0,High
2384,Stokes,24,44422.0,False,False,False,99.1,High
2380,Rutherford,24,63870.0,False,False,True,114.0,High
2350,Johnston,24,224833.0,False,False,False,272.7,High
2319,Cherokee,24,28738.0,False,False,True,63.2,High
2397,Wilson,24,79078.0,False,False,False,214.3,High
2321,Clay,24,11238.0,False,False,True,51.6,High
2310,Buncombe,24,271638.0,False,False,True,410.4,High
2370,Pender,24,62250.0,False,False,False,69.1,High
2372,Person,24,39048.0,False,True,False,99.7,High
2382,Scotland,24,33662.0,False,True,False,107.1,High
2393,Washington,24,10708.0,False,False,False,31.8,High
2309,Brunswick,24,144821.0,False,False,False,160.8,High
2383,Stanly,24,62143.0,True,False,False,158.2,High
2308,Bladen,24,29171.0,False,False,False,33.8,High
2396,Wilkes,24,65151.0,False,False,False,87.5,High
2352,Lee,24,64360.0,False,True,False,248.1,High
2347,Hyde,24,4595.0,False,False,False,7.5,High
2395,Wayne,24,115895.0,False,False,False,211.8,High
2354,Lincoln,24,88742.0,True,False,False,293.4,High
2340,Guilford,24,545484.0,False,False,False,838.0,High
2323,Columbus,24,49795.0,False,False,False,54.0,High
2322,Cleveland,24,99332.0,False,False,True,214.4,High
2342,Harnett,24,134986.0,False,True,False,224.5,High
2346,Hoke,24,53783.0,False,True,False,133.5,High
2373,Pitt,24,173536.0,False,False,False,261.0,High
2353,Lenoir,24,54323.0,False,False,False,138.1,High
2343,Haywood,24,62831.0,False,False,True,112.2,High
2301,Alexander,24,36172.0,False,False,False,140.2,High
2398,Yadkin,24,36925.0,False,False,False,111.1,High
2357,Martin,24,21503.0,False,False,False,48.3,High
2304,Ashe,24,26506.0,False,False,False,62.3,High
2362,Moore,24,102966.0,False,True,False,142.9,High
2324,Craven,24,102568.0,False,False,False,142.5,High
2389,Union,24,244960.0,True,False,False,376.6,High
2317,Catawba,24,162841.0,False,False,False,400.2,High
2358,McDowell,24,44151.0,False,False,True,101.3,High
2360,Mitchell,24,14783.0,False,False,True,67.4,High
2392,Warren,24,18621.0,False,True,False,43.4,High
2386,Swain,24,14046.0,False,False,True,26.8,High
2338,Granville,24,60720.0,False,True,False,114.6,High
2318,Chatham,24,77095.0,False,True,False,111.9,High
2387,Transylvania,24,32825.0,False,False,True,87.2,High
2332,Edgecombe,24,48604.0,False,False,False,96.7,High
2399,Yancey,24,18320.0,False,False,True,59.1,High
2326,Currituck,24,29385.0,False,False,False,107.3,High
2363,Nash,24,96101.0,False,False,False,175.7,High
2376,Richmond,24,43006.0,False,True,False,90.7,High
2306,Beaufort,24,44150.0,False,False,False,53.6,High
2315,Carteret,24,69039.0,False,False,False,133.3,High
2367,Orange,24,148331.0,False,True,False,374.0,High
2303,Anson,24,22028.0,True,False,False,41.5,High
2327,Dare,24,37817.0,False,False,False,96.3,High
2359,Mecklenburg,24,1128426.0,True,False,False,2130.4,High
2330,Duplin,24,48249.0,False,False,False,59.8,High
2331,Durham,24,331347.0,False,True,False,1133.7,High
2337,Graham,24,7935.0,False,False,True,27.5,High
2335,Gaston,24,233387.0,True,False,False,640.7,High
2325,Cumberland,24,341793.0,False,True,False,512.9,High
2336,Gates,24,10324.0,False,False,False,30.8,High
2365,Northampton,24,16953.0,False,True,False,32.6,High
2320,Chowan,24,13646.0,False,False,False,79.4,High
2316,Caswell,24,22400.0,False,True,False,53.5,High
2375,Randolph,24,143325.0,False,False,False,184.3,High
2334,Franklin,24,70655.0,False,True,False,139.4,High
2361,Montgomery,24,25485.0,False,True,False,52.4,High
2377,Robeson,24,115899.0,False,False,False,123.0,High
2368,Pamlico,24,12215.0,False,False,False,36.5,High
2394,Watauga,24,54804.0,False,False,False,173.1,High
2328,Davidson,24,171752.0,False,False,False,305.4,High
2305,Avery,24,17347.0,False,False,True,72.0,High
2302,Alleghany,24,11057.0,False,False,False,46.4,High
2364,New Hanover,24,230423.0,False,False,False,1174.0,High
2333,Forsyth,24,387703.0,False,False,False,938.1,High
2356,Madison,24,21146.0,False,False,True,47.1,High
2366,Onslow,24,207928.0,False,False,False,268.4,High
2329,Davie,24,43127.0,False,False,False,162.0,High
2314,Camden,24,10537.0,False,False,False,43.1,High
2388,Tyrrell,24,3315.0,False,False,False,8.3,High
2374,Polk,24,19461.0,False,False,True,81.3,High
2390,Vance,24,41665.0,False,True,False,168.7,High
2378,Rockingham,24,90457.0,False,False,False,161.0,High
2419,Cherokee,25,28738.0,False,False,True,63.2,High
2483,Stanly,25,62143.0,True,False,False,158.2,High
2444,Henderson,25,117429.0,False,False,True,311.8,High
2495,Wayne,25,115895.0,False,False,False,211.8,High
2496,Wilkes,25,65151.0,False,False,False,87.5,High
2429,Davie,25,43127.0,False,False,False,162.0,High
2478,Rockingham,25,90457.0,False,False,False,161.0,High
2431,Durham,25,331347.0,False,True,False,1133.7,High
2474,Polk,25,19461.0,False,False,True,81.3,High
2448,Iredell,25,192986.0,False,False,False,325.0,High
2461,Montgomery,25,25485.0,False,True,False,52.4,High
2459,Mecklenburg,25,1128426.0,True,False,False,2130.4,High
2470,Pender,25,62250.0,False,False,False,69.1,High
2441,Halifax,25,47859.0,False,False,False,67.2,High
2479,Rowan,25,148565.0,False,False,False,287.1,High
2443,Haywood,25,62831.0,False,False,True,112.2,High
2442,Harnett,25,134986.0,False,True,False,224.5,High
2415,Carteret,25,69039.0,False,False,False,133.3,High
2457,Martin,25,21503.0,False,False,False,48.3,High
2410,Buncombe,25,271638.0,False,False,True,410.4,High
2436,Gates,25,10324.0,False,False,False,30.8,High
2446,Hoke,25,53783.0,False,True,False,133.5,High
2476,Richmond,25,43006.0,False,True,False,90.7,High
2475,Randolph,25,143325.0,False,False,False,184.3,High
2477,Robeson,25,115899.0,False,False,False,123.0,High
2491,Wake,25,1154170.0,False,True,False,1353.3,High
2430,Duplin,25,48249.0,False,False,False,59.8,High
2466,Onslow,25,207928.0,False,False,False,268.4,High
2497,Wilson,25,79078.0,False,False,False,214.3,High
2439,Greene,25,19978.0,False,False,False,76.7,High
2449,Jackson,25,41919.0,False,False,True,87.8,High
2424,Craven,25,102568.0,False,False,False,142.5,High
2464,New Hanover,25,230423.0,False,False,False,1174.0,High
2458,McDowell,25,44151.0,False,False,True,101.3,High
2409,Brunswick,25,144821.0,False,False,False,160.8,High
2432,Edgecombe,25,48604.0,False,False,False,96.7,High
2486,Swain,25,14046.0,False,False,True,26.8,High
2471,Perquimans,25,13049.0,False,False,False,52.6,High
2440,Guilford,25,545484.0,False,False,False,838.0,High
2485,Surry,25,70573.0,False,False,False,134.0,High
2407,Bertie,25,17302.0,False,False,False,25.7,High
2468,Pamlico,25,12215.0,False,False,False,36.5,High
2454,Lincoln,25,88742.0,True,False,False,293.4,High
2421,Clay,25,11238.0,False,False,True,51.6,High
2489,Union,25,244960.0,True,False,False,376.6,High
2402,Alleghany,25,11057.0,False,False,False,46.4,High
2463,Nash,25,96101.0,False,False,False,175.7,High
2492,Warren,25,18621.0,False,True,False,43.4,High
2414,Camden,25,10537.0,False,False,False,43.1,High
2490,Vance,25,41665.0,False,True,False,168.7,High
2445,Hertford,25,20374.0,False,False,False,61.0,High
2456,Madison,25,21146.0,False,False,True,47.1,High
2406,Beaufort,25,44150.0,False,False,False,53.6,High
2405,Avery,25,17347.0,False,False,True,72.0,High
2455,Macon,25,37041.0,False,False,True,71.8,High
2426,Currituck,25,29385.0,False,False,False,107.3,High
2473,Pitt,25,173536.0,False,False,False,261.0,High
2423,Columbus,25,49795.0,False,False,False,54.0,High
2499,Yancey,25,18320.0,False,False,True,59.1,High
2494,Watauga,25,54804.0,False,False,False,173.1,High
2487,Transylvania,25,32825.0,False,False,True,87.2,High
2438,Granville,25,60720.0,False,True,False,114.6,High
2418,Chatham,25,77095.0,False,True,False,111.9,High
2413,Caldwell,25,81319.0,False,False,False,170.9,High
2434,Franklin,25,70655.0,False,True,False,139.4,High
2433,Forsyth,25,387703.0,False,False,False,938.1,High
2467,Orange,25,148331.0,False,True,False,374.0,High
2480,Rutherford,25,63870.0,False,False,True,114.0,High
2482,Scotland,25,33662.0,False,True,False,107.1,High
2412,Cabarrus,25,232873.0,True,False,False,625.1,High
2460,Mitchell,25,14783.0,False,False,True,67.4,High
2417,Catawba,25,162841.0,False,False,False,400.2,High
2484,Stokes,25,44422.0,False,False,False,99.1,High
2462,Moore,25,102966.0,False,True,False,142.9,High
2472,Person,25,39048.0,False,True,False,99.7,High
2404,Ashe,25,26506.0,False,False,False,62.3,High
2465,Northampton,25,16953.0,False,True,False,32.6,High
2425,Cumberland,25,341793.0,False,True,False,512.9,High
2400,Alamance,25,175029.0,False,False,False,404.8,High
