,date,county,Population,cases,Hotspot
12021,2021-10-29,McDowell,44151.0,8647,True
12121,2021-10-30,McDowell,44151.0,8647,True
12221,2021-10-31,McDowell,44151.0,8647,True
12321,2021-11-01,McDowell,44151.0,8661,True
12421,2021-11-02,McDowell,44151.0,8666,True
12521,2021-11-03,McDowell,44151.0,8671,True
12621,2021-11-04,McDowell,44151.0,8675,True
12721,2021-11-05,McDowell,44151.0,8682,True
12821,2021-11-06,McDowell,44151.0,8682,True
12921,2021-11-07,McDowell,44151.0,8682,True
13021,2021-11-08,McDowell,44151.0,8697,True
13121,2021-11-09,McDowell,44151.0,8700,True
13221,2021-11-10,McDowell,44151.0,8707,True
13321,2021-11-11,McDowell,44151.0,8707,True
13421,2021-11-12,McDowell,44151.0,8724,True
13521,2021-11-13,McDowell,44151.0,8724,True
13621,2021-11-14,McDowell,44151.0,8724,True
13721,2021-11-15,McDowell,44151.0,8746,True
13821,2021-11-16,McDowell,44151.0,8752,True
13921,2021-11-17,McDowell,44151.0,8753,True
14021,2021-11-18,McDowell,44151.0,8775,True
14121,2021-11-19,McDowell,44151.0,8791,True
14221,2021-11-20,McDowell,44151.0,8791,True
14321,2021-11-21,McDowell,44151.0,8791,True
14421,2021-11-22,McDowell,44151.0,8820,True
14521,2021-11-23,McDowell,44151.0,8820,True
14621,2021-11-24,McDowell,44151.0,8827,True
14721,2021-11-25,McDowell,44151.0,8827,True
14821,2021-11-26,McDowell,44151.0,8827,True
14921,2021-11-27,McDowell,44151.0,8827,True
15021,2021-11-28,McDowell,44151.0,8827,True
15121,2021-11-29,McDowell,44151.0,8847,True
15221,2021-11-30,McDowell,44151.0,8851,True
15321,2021-12-01,McDowell,44151.0,8856,True
15420,2021-12-02,McDowell,44151.0,8870,True
59,2021-07-01,Mecklenburg,1128426.0,114680,False
159,2021-07-02,Mecklenburg,1128426.0,114737,False
259,2021-07-03,Mecklenburg,1128426.0,114737,False
359,2021-07-04,Mecklenburg,1128426.0,114737,False
459,2021-07-05,Mecklenburg,1128426.0,114737,False
559,2021-07-06,Mecklenburg,1128426.0,114907,False
659,2021-07-07,Mecklenburg,1128426.0,114974,False
754,2021-07-08,Mecklenburg,1128426.0,115027,False
848,2021-07-09,Mecklenburg,1128426.0,115088,False
943,2021-07-10,Mecklenburg,1128426.0,115088,False
1038,2021-07-11,Mecklenburg,1128426.0,115088,False
1133,2021-07-12,Mecklenburg,1128426.0,115309,True
1229,2021-07-13,Mecklenburg,1128426.0,115389,False
1326,2021-07-14,Mecklenburg,1128426.0,115501,False
1425,2021-07-15,Mecklenburg,1128426.0,115621,True
1524,2021-07-16,Mecklenburg,1128426.0,115741,True
1624,2021-07-17,Mecklenburg,1128426.0,115741,True
1724,2021-07-18,Mecklenburg,1128426.0,115741,True
1823,2021-07-19,Mecklenburg,1128426.0,116154,True
1922,2021-07-20,Mecklenburg,1128426.0,116274,True
2022,2021-07-21,Mecklenburg,1128426.0,116505,True
2122,2021-07-22,Mecklenburg,1128426.0,116762,True
2222,2021-07-23,Mecklenburg,1128426.0,116949,True
2322,2021-07-24,Mecklenburg,1128426.0,116949,True
2422,2021-07-25,Mecklenburg,1128426.0,116949,True
2522,2021-07-26,Mecklenburg,1128426.0,117724,True
2622,2021-07-27,Mecklenburg,1128426.0,118004,True
2722,2021-07-28,Mecklenburg,1128426.0,118317,True
2822,2021-07-29,Mecklenburg,1128426.0,118725,True
2922,2021-07-30,Mecklenburg,1128426.0,119119,True
3022,2021-07-31,Mecklenburg,1128426.0,119119,True
3122,2021-08-01,Mecklenburg,1128426.0,119119,True
3222,2021-08-02,Mecklenburg,1128426.0,120200,True
3322,2021-08-03,Mecklenburg,1128426.0,120493,True
3422,2021-08-04,Mecklenburg,1128426.0,120955,True
3522,2021-08-05,Mecklenburg,1128426.0,121457,True
3622,2021-08-06,Mecklenburg,1128426.0,121988,True
3722,2021-08-07,Mecklenburg,1128426.0,121988,True
3822,2021-08-08,Mecklenburg,1128426.0,121988,True
3922,2021-08-09,Mecklenburg,1128426.0,123743,True
4022,2021-08-10,Mecklenburg,1128426.0,124176,True
4122,2021-08-11,Mecklenburg,1128426.0,124784,True
4222,2021-08-12,Mecklenburg,1128426.0,125408,True
4322,2021-08-13,Mecklenburg,1128426.0,126019,True
4422,2021-08-14,Mecklenburg,1128426.0,126019,True
4522,2021-08-15,Mecklenburg,1128426.0,126019,True
4622,2021-08-16,Mecklenburg,1128426.0,127608,True
4722,2021-08-17,Mecklenburg,1128426.0,128032,True
4822,2021-08-18,Mecklenburg,1128426.0,128514,True
4922,2021-08-19,Mecklenburg,1128426.0,129148,True
5022,2021-08-20,Mecklenburg,1128426.0,129834,True
5122,2021-08-21,Mecklenburg,1128426.0,129834,True
5222,2021-08-22,Mecklenburg,1128426.0,129834,True
5322,2021-08-23,Mecklenburg,1128426.0,131438,True
5422,2021-08-24,Mecklenburg,1128426.0,131949,True
5522,2021-08-25,Mecklenburg,1128426.0,132503,True
5622,2021-08-26,Mecklenburg,1128426.0,133232,True
5722,2021-08-27,Mecklenburg,1128426.0,133843,True
5822,2021-08-28,Mecklenburg,1128426.0,133843,True
5922,2021-08-29,Mecklenburg,1128426.0,133843,True
6022,2021-08-30,Mecklenburg,1128426.0,135422,True
6122,2021-08-31,Mecklenburg,1128426.0,135931,True
6222,2021-09-01,Mecklenburg,1128426.0,136492,True
6322,2021-09-02,Mecklenburg,1128426.0,137078,True
6422,2021-09-03,Mecklenburg,1128426.0,137651,True
6522,2021-09-04,Mecklenburg,1128426.0,137651,True
6622,2021-09-05,Mecklenburg,1128426.0,137651,True
6722,2021-09-06,Mecklenburg,1128426.0,137651,True
6822,2021-09-07,Mecklenburg,1128426.0,139478,True
6922,2021-09-08,Mecklenburg,1128426.0,139839,True
7022,2021-09-09,Mecklenburg,1128426.0,140432,True
7122,2021-09-10,Mecklenburg,1128426.0,140746,True
7222,2021-09-11,Mecklenburg,1128426.0,140746,True
7322,2021-09-12,Mecklenburg,1128426.0,140746,True
7422,2021-09-13,Mecklenburg,1128426.0,142727,True
7522,2021-09-14,Mecklenburg,1128426.0,143083,True
7622,2021-09-15,Mecklenburg,1128426.0,143760,True
7722,2021-09-16,Mecklenburg,1128426.0,144158,True
7822,2021-09-17,Mecklenburg,1128426.0,144795,True
7922,2021-09-18,Mecklenburg,1128426.0,144795,True
8022,2021-09-19,Mecklenburg,1128426.0,144795,True
8122,2021-09-20,Mecklenburg,1128426.0,146038,True
8222,2021-09-21,Mecklenburg,1128426.0,146601,True
8322,2021-09-22,Mecklenburg,1128426.0,147294,True
8422,2021-09-23,Mecklenburg,1128426.0,147806,True
8522,2021-09-24,Mecklenburg,1128426.0,148228,True
8622,2021-09-25,Mecklenburg,1128426.0,148228,True
8722,2021-09-26,Mecklenburg,1128426.0,148228,True
8822,2021-09-27,Mecklenburg,1128426.0,149346,True
8922,2021-09-28,Mecklenburg,1128426.0,149746,True
9022,2021-09-29,Mecklenburg,1128426.0,150189,True
9122,2021-09-30,Mecklenburg,1128426.0,150490,True
9222,2021-10-01,Mecklenburg,1128426.0,150845,True
9322,2021-10-02,Mecklenburg,1128426.0,150845,True
9422,2021-10-03,Mecklenburg,1128426.0,150845,True
9522,2021-10-04,Mecklenburg,1128426.0,151771,True
9622,2021-10-05,Mecklenburg,1128426.0,152121,True
9722,2021-10-06,Mecklenburg,1128426.0,152437,True
9822,2021-10-07,Mecklenburg,1128426.0,152696,True
9922,2021-10-08,Mecklenburg,1128426.0,153083,True
10022,2021-10-09,Mecklenburg,1128426.0,153083,True
10122,2021-10-10,Mecklenburg,1128426.0,153083,True
10222,2021-10-11,Mecklenburg,1128426.0,153765,True
10322,2021-10-12,Mecklenburg,1128426.0,153971,True
10422,2021-10-13,Mecklenburg,1128426.0,154206,True
10522,2021-10-14,Mecklenburg,1128426.0,154435,True
10622,2021-10-15,Mecklenburg,1128426.0,154718,True
10722,2021-10-16,Mecklenburg,1128426.0,154718,True
10822,2021-10-17,Mecklenburg,1128426.0,154718,True
10922,2021-10-18,Mecklenburg,1128426.0,155299,True
11022,2021-10-19,Mecklenburg,1128426.0,155457,True
11122,2021-10-20,Mecklenburg,1128426.0,155663,True
11222,2021-10-21,Mecklenburg,1128426.0,155881,True
11322,2021-10-22,Mecklenburg,1128426.0,156024,True
11422,2021-10-23,Mecklenburg,1128426.0,156024,True
11522,2021-10-24,Mecklenburg,1128426.0,156024,True
11622,2021-10-25,Mecklenburg,1128426.0,156529,True
11722,2021-10-26,Mecklenburg,1128426.0,156694,True
11822,2021-10-27,Mecklenburg,1128426.0,156828,True
11922,2021-10-28,Mecklenburg,1128426.0,157039,True
12022,2021-10-29,Mecklenburg,1128426.0,157260,True
12122,2021-10-30,Mecklenburg,1128426.0,157260,True
12222,2021-10-31,Mecklenburg,1128426.0,157260,True
12322,2021-11-01,Mecklenburg,1128426.0,157711,True
12422,2021-11-02,Mecklenburg,1128426.0,157865,True
12522,2021-11-03,Mecklenburg,1128426.0,158018,True
12622,2021-11-04,Mecklenburg,1128426.0,158157,True
12722,2021-11-05,Mecklenburg,1128426.0,158324,True
12822,2021-11-06,Mecklenburg,1128426.0,158324,True
12922,2021-11-07,Mecklenburg,1128426.0,158324,True
13022,2021-11-08,Mecklenburg,1128426.0,158689,True
13122,2021-11-09,Mecklenburg,1128426.0,158871,True
13222,2021-11-10,Mecklenburg,1128426.0,159077,True
13322,2021-11-11,Mecklenburg,1128426.0,159077,True
13422,2021-11-12,Mecklenburg,1128426.0,159425,True
13522,2021-11-13,Mecklenburg,1128426.0,159425,True
13622,2021-11-14,Mecklenburg,1128426.0,159425,True
13722,2021-11-15,Mecklenburg,1128426.0,159913,True
13822,2021-11-16,Mecklenburg,1128426.0,160063,True
13922,2021-11-17,Mecklenburg,1128426.0,160267,True
14022,2021-11-18,Mecklenburg,1128426.0,160433,True
14122,2021-11-19,Mecklenburg,1128426.0,160678,True
14222,2021-11-20,Mecklenburg,1128426.0,160678,True
14322,2021-11-21,Mecklenburg,1128426.0,160678,True
14422,2021-11-22,Mecklenburg,1128426.0,161218,True
14522,2021-11-23,Mecklenburg,1128426.0,161399,True
14622,2021-11-24,Mecklenburg,1128426.0,161567,True
14722,2021-11-25,Mecklenburg,1128426.0,161567,True
14822,2021-11-26,Mecklenburg,1128426.0,161567,True
14922,2021-11-27,Mecklenburg,1128426.0,161567,True
15022,2021-11-28,Mecklenburg,1128426.0,161567,True
15122,2021-11-29,Mecklenburg,1128426.0,162362,True
15222,2021-11-30,Mecklenburg,1128426.0,162575,True
15322,2021-12-01,Mecklenburg,1128426.0,162794,True
15421,2021-12-02,Mecklenburg,1128426.0,163093,True
60,2021-07-01,Mitchell,14783.0,1479,False
160,2021-07-02,Mitchell,14783.0,1480,False
260,2021-07-03,Mitchell,14783.0,1480,False
360,2021-07-04,Mitchell,14783.0,1480,False
460,2021-07-05,Mitchell,14783.0,1480,False
560,2021-07-06,Mitchell,14783.0,1479,False
660,2021-07-07,Mitchell,14783.0,1479,False
1525,2021-07-16,Mitchell,14783.0,1477,False
1625,2021-07-17,Mitchell,14783.0,1477,False
1725,2021-07-18,Mitchell,14783.0,1477,False
1824,2021-07-19,Mitchell,14783.0,1477,False
1923,2021-07-20,Mitchell,14783.0,1478,False
2023,2021-07-21,Mitchell,14783.0,1479,False
2123,2021-07-22,Mitchell,14783.0,1479,False
2223,2021-07-23,Mitchell,14783.0,1479,False
2323,2021-07-24,Mitchell,14783.0,1479,False
2423,2021-07-25,Mitchell,14783.0,1479,False
2523,2021-07-26,Mitchell,14783.0,1479,False
2623,2021-07-27,Mitchell,14783.0,1479,False
2723,2021-07-28,Mitchell,14783.0,1479,False
2823,2021-07-29,Mitchell,14783.0,1483,False
2923,2021-07-30,Mitchell,14783.0,1484,False
3023,2021-07-31,Mitchell,14783.0,1484,False
3123,2021-08-01,Mitchell,14783.0,1484,False
3223,2021-08-02,Mitchell,14783.0,1487,True
3323,2021-08-03,Mitchell,14783.0,1489,True
3423,2021-08-04,Mitchell,14783.0,1495,True
3523,2021-08-05,Mitchell,14783.0,1497,True
3623,2021-08-06,Mitchell,14783.0,1507,True
3723,2021-08-07,Mitchell,14783.0,1507,True
3823,2021-08-08,Mitchell,14783.0,1507,True
3923,2021-08-09,Mitchell,14783.0,1518,True
4023,2021-08-10,Mitchell,14783.0,1521,True
4123,2021-08-11,Mitchell,14783.0,1530,True
4223,2021-08-12,Mitchell,14783.0,1534,True
4323,2021-08-13,Mitchell,14783.0,1544,True
4423,2021-08-14,Mitchell,14783.0,1544,True
4523,2021-08-15,Mitchell,14783.0,1544,True
4623,2021-08-16,Mitchell,14783.0,1559,True
4723,2021-08-17,Mitchell,14783.0,1561,True
4823,2021-08-18,Mitchell,14783.0,1565,True
4923,2021-08-19,Mitchell,14783.0,1574,True
5023,2021-08-20,Mitchell,14783.0,1581,True
5123,2021-08-21,Mitchell,14783.0,1581,True
5223,2021-08-22,Mitchell,14783.0,1581,True
5323,2021-08-23,Mitchell,14783.0,1603,True
5423,2021-08-24,Mitchell,14783.0,1614,True
5523,2021-08-25,Mitchell,14783.0,1616,True
5623,2021-08-26,Mitchell,14783.0,1632,True
5723,2021-08-27,Mitchell,14783.0,1641,True
5823,2021-08-28,Mitchell,14783.0,1641,True
5923,2021-08-29,Mitchell,14783.0,1641,True
6023,2021-08-30,Mitchell,14783.0,1660,True
6123,2021-08-31,Mitchell,14783.0,1667,True
6223,2021-09-01,Mitchell,14783.0,1672,True
6323,2021-09-02,Mitchell,14783.0,1699,True
6423,2021-09-03,Mitchell,14783.0,1713,True
6523,2021-09-04,Mitchell,14783.0,1713,True
6623,2021-09-05,Mitchell,14783.0,1713,True
6723,2021-09-06,Mitchell,14783.0,1713,True
6823,2021-09-07,Mitchell,14783.0,1738,True
6923,2021-09-08,Mitchell,14783.0,1756,True
7023,2021-09-09,Mitchell,14783.0,1762,True
7123,2021-09-10,Mitchell,14783.0,1764,True
7223,2021-09-11,Mitchell,14783.0,1764,True
7323,2021-09-12,Mitchell,14783.0,1764,True
7423,2021-09-13,Mitchell,14783.0,1799,True
7523,2021-09-14,Mitchell,14783.0,1807,True
7623,2021-09-15,Mitchell,14783.0,1808,True
7723,2021-09-16,Mitchell,14783.0,1811,True
7823,2021-09-17,Mitchell,14783.0,1822,True
7923,2021-09-18,Mitchell,14783.0,1822,True
8023,2021-09-19,Mitchell,14783.0,1822,True
8123,2021-09-20,Mitchell,14783.0,1838,True
8223,2021-09-21,Mitchell,14783.0,1839,True
8323,2021-09-22,Mitchell,14783.0,1841,True
8423,2021-09-23,Mitchell,14783.0,1853,True
8523,2021-09-24,Mitchell,14783.0,1856,True
8623,2021-09-25,Mitchell,14783.0,1856,True
8723,2021-09-26,Mitchell,14783.0,1856,True
8823,2021-09-27,Mitchell,14783.0,1868,True
8923,2021-09-28,Mitchell,14783.0,1871,True
9023,2021-09-29,Mitchell,14783.0,1873,True
9123,2021-09-30,Mitchell,14783.0,1883,True
9223,2021-10-01,Mitchell,14783.0,1891,True
9323,2021-10-02,Mitchell,14783.0,1891,True
9423,2021-10-03,Mitchell,14783.0,1891,True
9523,2021-10-04,Mitchell,14783.0,1911,True
9623,2021-10-05,Mitchell,14783.0,1916,True
9723,2021-10-06,Mitchell,14783.0,1921,True
9823,2021-10-07,Mitchell,14783.0,1935,True
9923,2021-10-08,Mitchell,14783.0,1945,True
10023,2021-10-09,Mitchell,14783.0,1945,True
10123,2021-10-10,Mitchell,14783.0,1945,True
10223,2021-10-11,Mitchell,14783.0,1957,True
10323,2021-10-12,Mitchell,14783.0,1958,True
10423,2021-10-13,Mitchell,14783.0,1960,True
10523,2021-10-14,Mitchell,14783.0,1979,True
10623,2021-10-15,Mitchell,14783.0,1986,True
10723,2021-10-16,Mitchell,14783.0,1986,True
10823,2021-10-17,Mitchell,14783.0,1986,True
10923,2021-10-18,Mitchell,14783.0,1998,True
11023,2021-10-19,Mitchell,14783.0,2002,True
11123,2021-10-20,Mitchell,14783.0,2004,True
11223,2021-10-21,Mitchell,14783.0,2018,True
11323,2021-10-22,Mitchell,14783.0,2021,True
11423,2021-10-23,Mitchell,14783.0,2021,True
11523,2021-10-24,Mitchell,14783.0,2021,True
11623,2021-10-25,Mitchell,14783.0,2030,True
11723,2021-10-26,Mitchell,14783.0,2034,True
11823,2021-10-27,Mitchell,14783.0,2034,True
11923,2021-10-28,Mitchell,14783.0,2053,True
12023,2021-10-29,Mitchell,14783.0,2057,True
12123,2021-10-30,Mitchell,14783.0,2057,True
12223,2021-10-31,Mitchell,14783.0,2057,True
12323,2021-11-01,Mitchell,14783.0,2066,True
12423,2021-11-02,Mitchell,14783.0,2068,True
12523,2021-11-03,Mitchell,14783.0,2067,True
12623,2021-11-04,Mitchell,14783.0,2075,True
12723,2021-11-05,Mitchell,14783.0,2078,True
12823,2021-11-06,Mitchell,14783.0,2078,True
12923,2021-11-07,Mitchell,14783.0,2078,True
13023,2021-11-08,Mitchell,14783.0,2095,True
13123,2021-11-09,Mitchell,14783.0,2097,True
13223,2021-11-10,Mitchell,14783.0,2097,True
13323,2021-11-11,Mitchell,14783.0,2097,True
13423,2021-11-12,Mitchell,14783.0,2111,True
13523,2021-11-13,Mitchell,14783.0,2111,True
13623,2021-11-14,Mitchell,14783.0,2111,True
13723,2021-11-15,Mitchell,14783.0,2117,True
13823,2021-11-16,Mitchell,14783.0,2118,True
13923,2021-11-17,Mitchell,14783.0,2119,True
14023,2021-11-18,Mitchell,14783.0,2121,True
14123,2021-11-19,Mitchell,14783.0,2126,True
14223,2021-11-20,Mitchell,14783.0,2126,True
14323,2021-11-21,Mitchell,14783.0,2126,True
14423,2021-11-22,Mitchell,14783.0,2135,True
14523,2021-11-23,Mitchell,14783.0,2138,True
14623,2021-11-24,Mitchell,14783.0,2143,True
14723,2021-11-25,Mitchell,14783.0,2143,True
14823,2021-11-26,Mitchell,14783.0,2143,True
14923,2021-11-27,Mitchell,14783.0,2143,True
15023,2021-11-28,Mitchell,14783.0,2143,True
15123,2021-11-29,Mitchell,14783.0,2159,True
15223,2021-11-30,Mitchell,14783.0,2163,True
15323,2021-12-01,Mitchell,14783.0,2171,True
15422,2021-12-02,Mitchell,14783.0,2180,True
61,2021-07-01,Montgomery,25485.0,3383,False
161,2021-07-02,Montgomery,25485.0,3384,False
261,2021-07-03,Montgomery,25485.0,3384,False
361,2021-07-04,Montgomery,25485.0,3384,False
461,2021-07-05,Montgomery,25485.0,3384,False
561,2021-07-06,Montgomery,25485.0,3389,False
661,2021-07-07,Montgomery,25485.0,3389,False
755,2021-07-08,Montgomery,25485.0,3389,False
849,2021-07-09,Montgomery,25485.0,3390,False
944,2021-07-10,Montgomery,25485.0,3390,False
1039,2021-07-11,Montgomery,25485.0,3390,False
1134,2021-07-12,Montgomery,25485.0,3393,False
1230,2021-07-13,Montgomery,25485.0,3394,False
1327,2021-07-14,Montgomery,25485.0,3396,False
1426,2021-07-15,Montgomery,25485.0,3400,False
1526,2021-07-16,Montgomery,25485.0,3405,True
1626,2021-07-17,Montgomery,25485.0,3405,True
1726,2021-07-18,Montgomery,25485.0,3405,True
1825,2021-07-19,Montgomery,25485.0,3417,True
1924,2021-07-20,Montgomery,25485.0,3421,True
2024,2021-07-21,Montgomery,25485.0,3419,True
2124,2021-07-22,Montgomery,25485.0,3425,True
2224,2021-07-23,Montgomery,25485.0,3427,True
2324,2021-07-24,Montgomery,25485.0,3427,True
2424,2021-07-25,Montgomery,25485.0,3427,True
2524,2021-07-26,Montgomery,25485.0,3432,True
2624,2021-07-27,Montgomery,25485.0,3436,True
2724,2021-07-28,Montgomery,25485.0,3442,True
2824,2021-07-29,Montgomery,25485.0,3444,True
2924,2021-07-30,Montgomery,25485.0,3447,True
3024,2021-07-31,Montgomery,25485.0,3447,True
3124,2021-08-01,Montgomery,25485.0,3447,True
3224,2021-08-02,Montgomery,25485.0,3467,True
3324,2021-08-03,Montgomery,25485.0,3473,True
3424,2021-08-04,Montgomery,25485.0,3478,True
3524,2021-08-05,Montgomery,25485.0,3486,True
3624,2021-08-06,Montgomery,25485.0,3492,True
3724,2021-08-07,Montgomery,25485.0,3492,True
3824,2021-08-08,Montgomery,25485.0,3492,True
3924,2021-08-09,Montgomery,25485.0,3528,True
4024,2021-08-10,Montgomery,25485.0,3536,True
4124,2021-08-11,Montgomery,25485.0,3540,True
4224,2021-08-12,Montgomery,25485.0,3555,True
4324,2021-08-13,Montgomery,25485.0,3575,True
4424,2021-08-14,Montgomery,25485.0,3575,True
4524,2021-08-15,Montgomery,25485.0,3575,True
4624,2021-08-16,Montgomery,25485.0,3609,True
4724,2021-08-17,Montgomery,25485.0,3612,True
4824,2021-08-18,Montgomery,25485.0,3621,True
4924,2021-08-19,Montgomery,25485.0,3634,True
5024,2021-08-20,Montgomery,25485.0,3649,True
5124,2021-08-21,Montgomery,25485.0,3649,True
5224,2021-08-22,Montgomery,25485.0,3649,True
5324,2021-08-23,Montgomery,25485.0,3687,True
5424,2021-08-24,Montgomery,25485.0,3696,True
5524,2021-08-25,Montgomery,25485.0,3714,True
5624,2021-08-26,Montgomery,25485.0,3730,True
5724,2021-08-27,Montgomery,25485.0,3742,True
5824,2021-08-28,Montgomery,25485.0,3742,True
5924,2021-08-29,Montgomery,25485.0,3742,True
6024,2021-08-30,Montgomery,25485.0,3797,True
6124,2021-08-31,Montgomery,25485.0,3811,True
6224,2021-09-01,Montgomery,25485.0,3832,True
6324,2021-09-02,Montgomery,25485.0,3864,True
6424,2021-09-03,Montgomery,25485.0,3884,True
6524,2021-09-04,Montgomery,25485.0,3884,True
6624,2021-09-05,Montgomery,25485.0,3884,True
6724,2021-09-06,Montgomery,25485.0,3884,True
6824,2021-09-07,Montgomery,25485.0,3965,True
6924,2021-09-08,Montgomery,25485.0,3979,True
7024,2021-09-09,Montgomery,25485.0,3997,True
7124,2021-09-10,Montgomery,25485.0,4008,True
7224,2021-09-11,Montgomery,25485.0,4008,True
7324,2021-09-12,Montgomery,25485.0,4008,True
7424,2021-09-13,Montgomery,25485.0,4094,True
7524,2021-09-14,Montgomery,25485.0,4097,True
7624,2021-09-15,Montgomery,25485.0,4130,True
7724,2021-09-16,Montgomery,25485.0,4161,True
7824,2021-09-17,Montgomery,25485.0,4167,True
7924,2021-09-18,Montgomery,25485.0,4167,True
8024,2021-09-19,Montgomery,25485.0,4167,True
8124,2021-09-20,Montgomery,25485.0,4206,True
8224,2021-09-21,Montgomery,25485.0,4216,True
8324,2021-09-22,Montgomery,25485.0,4227,True
8424,2021-09-23,Montgomery,25485.0,4243,True
8524,2021-09-24,Montgomery,25485.0,4252,True
8624,2021-09-25,Montgomery,25485.0,4252,True
8724,2021-09-26,Montgomery,25485.0,4252,True
8824,2021-09-27,Montgomery,25485.0,4275,True
8924,2021-09-28,Montgomery,25485.0,4281,True
9024,2021-09-29,Montgomery,25485.0,4293,True
9124,2021-09-30,Montgomery,25485.0,4303,True
9224,2021-10-01,Montgomery,25485.0,4318,True
9324,2021-10-02,Montgomery,25485.0,4318,True
9424,2021-10-03,Montgomery,25485.0,4318,True
9524,2021-10-04,Montgomery,25485.0,4348,True
9624,2021-10-05,Montgomery,25485.0,4353,True
9724,2021-10-06,Montgomery,25485.0,4365,True
9824,2021-10-07,Montgomery,25485.0,4375,True
9924,2021-10-08,Montgomery,25485.0,4382,True
10024,2021-10-09,Montgomery,25485.0,4382,True
10124,2021-10-10,Montgomery,25485.0,4382,True
10224,2021-10-11,Montgomery,25485.0,4408,True
10324,2021-10-12,Montgomery,25485.0,4414,True
10424,2021-10-13,Montgomery,25485.0,4419,True
10524,2021-10-14,Montgomery,25485.0,4427,True
10624,2021-10-15,Montgomery,25485.0,4438,True
10724,2021-10-16,Montgomery,25485.0,4438,True
10824,2021-10-17,Montgomery,25485.0,4438,True
10924,2021-10-18,Montgomery,25485.0,4469,True
11024,2021-10-19,Montgomery,25485.0,4468,True
11124,2021-10-20,Montgomery,25485.0,4477,True
11224,2021-10-21,Montgomery,25485.0,4489,True
11324,2021-10-22,Montgomery,25485.0,4499,True
11424,2021-10-23,Montgomery,25485.0,4499,True
11524,2021-10-24,Montgomery,25485.0,4499,True
11624,2021-10-25,Montgomery,25485.0,4520,True
11724,2021-10-26,Montgomery,25485.0,4522,True
11824,2021-10-27,Montgomery,25485.0,4536,True
11924,2021-10-28,Montgomery,25485.0,4539,True
12024,2021-10-29,Montgomery,25485.0,4542,True
12124,2021-10-30,Montgomery,25485.0,4542,True
12224,2021-10-31,Montgomery,25485.0,4542,True
12324,2021-11-01,Montgomery,25485.0,4554,True
12424,2021-11-02,Montgomery,25485.0,4561,True
12524,2021-11-03,Montgomery,25485.0,4564,True
12624,2021-11-04,Montgomery,25485.0,4574,True
12724,2021-11-05,Montgomery,25485.0,4578,True
12824,2021-11-06,Montgomery,25485.0,4578,True
12924,2021-11-07,Montgomery,25485.0,4578,True
13024,2021-11-08,Montgomery,25485.0,4590,True
13124,2021-11-09,Montgomery,25485.0,4593,True
13224,2021-11-10,Montgomery,25485.0,4600,True
13324,2021-11-11,Montgomery,25485.0,4600,True
13424,2021-11-12,Montgomery,25485.0,4617,True
13524,2021-11-13,Montgomery,25485.0,4617,True
13624,2021-11-14,Montgomery,25485.0,4617,True
13724,2021-11-15,Montgomery,25485.0,4625,True
13824,2021-11-16,Montgomery,25485.0,4630,True
13924,2021-11-17,Montgomery,25485.0,4630,True
14024,2021-11-18,Montgomery,25485.0,4632,True
14124,2021-11-19,Montgomery,25485.0,4640,True
14224,2021-11-20,Montgomery,25485.0,4640,True
14324,2021-11-21,Montgomery,25485.0,4640,True
14424,2021-11-22,Montgomery,25485.0,4656,True
14524,2021-11-23,Montgomery,25485.0,4659,True
14624,2021-11-24,Montgomery,25485.0,4660,True
14724,2021-11-25,Montgomery,25485.0,4660,True
14824,2021-11-26,Montgomery,25485.0,4660,True
14924,2021-11-27,Montgomery,25485.0,4660,True
15024,2021-11-28,Montgomery,25485.0,4660,True
15124,2021-11-29,Montgomery,25485.0,4676,True
15224,2021-11-30,Montgomery,25485.0,4679,True
15324,2021-12-01,Montgomery,25485.0,4684,True
15423,2021-12-02,Montgomery,25485.0,4688,True
62,2021-07-01,Moore,102966.0,9062,False
162,2021-07-02,Moore,102966.0,9067,False
262,2021-07-03,Moore,102966.0,9067,False
362,2021-07-04,Moore,102966.0,9067,False
462,2021-07-05,Moore,102966.0,9067,False
562,2021-07-06,Moore,102966.0,9077,False
662,2021-07-07,Moore,102966.0,9080,False
756,2021-07-08,Moore,102966.0,9088,False
850,2021-07-09,Moore,102966.0,9089,False
945,2021-07-10,Moore,102966.0,9089,False
1040,2021-07-11,Moore,102966.0,9089,False
1135,2021-07-12,Moore,102966.0,9101,False
1231,2021-07-13,Moore,102966.0,9107,False
1328,2021-07-14,Moore,102966.0,9113,False
1427,2021-07-15,Moore,102966.0,9124,False
1527,2021-07-16,Moore,102966.0,9138,False
1627,2021-07-17,Moore,102966.0,9138,False
1727,2021-07-18,Moore,102966.0,9138,False
1826,2021-07-19,Moore,102966.0,9166,True
1925,2021-07-20,Moore,102966.0,9176,True
2025,2021-07-21,Moore,102966.0,9199,True
2125,2021-07-22,Moore,102966.0,9221,True
2225,2021-07-23,Moore,102966.0,9240,True
2325,2021-07-24,Moore,102966.0,9240,True
2425,2021-07-25,Moore,102966.0,9240,True
2525,2021-07-26,Moore,102966.0,9304,True
2625,2021-07-27,Moore,102966.0,9316,True
2725,2021-07-28,Moore,102966.0,9351,True
2825,2021-07-29,Moore,102966.0,9391,True
2925,2021-07-30,Moore,102966.0,9421,True
3025,2021-07-31,Moore,102966.0,9421,True
3125,2021-08-01,Moore,102966.0,9421,True
3225,2021-08-02,Moore,102966.0,9498,True
