,date,county,Population,cases,Hotspot
0,2021-07-01,Alamance,175029.0,19035,False
100,2021-07-02,Alamance,175029.0,19042,False
200,2021-07-03,Alamance,175029.0,19042,False
300,2021-07-04,Alamance,175029.0,19042,False
400,2021-07-05,Alamance,175029.0,19042,False
500,2021-07-06,Alamance,175029.0,19065,False
600,2021-07-07,Alamance,175029.0,19069,False
700,2021-07-08,Alamance,175029.0,19078,False
791,2021-07-09,Alamance,175029.0,19078,False
886,2021-07-10,Alamance,175029.0,19078,False
981,2021-07-11,Alamance,175029.0,19078,False
1076,2021-07-12,Alamance,175029.0,19106,False
1171,2021-07-13,Alamance,175029.0,19108,False
1268,2021-07-14,Alamance,175029.0,19124,False
1366,2021-07-15,Alamance,175029.0,19132,False
1465,2021-07-16,Alamance,175029.0,19149,False
1565,2021-07-17,Alamance,175029.0,19149,False
1665,2021-07-18,Alamance,175029.0,19149,False
1765,2021-07-19,Alamance,175029.0,19182,False
1864,2021-07-20,Alamance,175029.0,19197,True
1963,2021-07-21,Alamance,175029.0,19221,True
2063,2021-07-22,Alamance,175029.0,19240,True
2163,2021-07-23,Alamance,175029.0,19252,True
2263,2021-07-24,Alamance,175029.0,19252,True
2363,2021-07-25,Alamance,175029.0,19252,True
2463,2021-07-26,Alamance,175029.0,19300,True
2563,2021-07-27,Alamance,175029.0,19323,True
2663,2021-07-28,Alamance,175029.0,19345,True
2763,2021-07-29,Alamance,175029.0,19368,True
2863,2021-07-30,Alamance,175029.0,19413,True
2963,2021-07-31,Alamance,175029.0,19413,True
3063,2021-08-01,Alamance,175029.0,19413,True
3163,2021-08-02,Alamance,175029.0,19516,True
3263,2021-08-03,Alamance,175029.0,19552,True
3363,2021-08-04,Alamance,175029.0,19607,True
3463,2021-08-05,Alamance,175029.0,19649,True
3563,2021-08-06,Alamance,175029.0,19697,True
3663,2021-08-07,Alamance,175029.0,19697,True
3763,2021-08-08,Alamance,175029.0,19697,True
3863,2021-08-09,Alamance,175029.0,19906,True
3963,2021-08-10,Alamance,175029.0,19945,True
4063,2021-08-11,Alamance,175029.0,20012,True
4163,2021-08-12,Alamance,175029.0,20079,True
4263,2021-08-13,Alamance,175029.0,20202,True
4363,2021-08-14,Alamance,175029.0,20202,True
4463,2021-08-15,Alamance,175029.0,20202,True
4563,2021-08-16,Alamance,175029.0,20380,True
4663,2021-08-17,Alamance,175029.0,20422,True
4763,2021-08-18,Alamance,175029.0,20505,True
4863,2021-08-19,Alamance,175029.0,20641,True
4963,2021-08-20,Alamance,175029.0,20735,True
5063,2021-08-21,Alamance,175029.0,20735,True
5163,2021-08-22,Alamance,175029.0,20735,True
5263,2021-08-23,Alamance,175029.0,20954,True
5363,2021-08-24,Alamance,175029.0,21022,True
5463,2021-08-25,Alamance,175029.0,21083,True
5563,2021-08-26,Alamance,175029.0,21220,True
5663,2021-08-27,Alamance,175029.0,21332,True
5763,2021-08-28,Alamance,175029.0,21332,True
5863,2021-08-29,Alamance,175029.0,21332,True
5963,2021-08-30,Alamance,175029.0,21680,True
6063,2021-08-31,Alamance,175029.0,21733,True
6163,2021-09-01,Alamance,175029.0,21835,True
6263,2021-09-02,Alamance,175029.0,21966,True
6363,2021-09-03,Alamance,175029.0,22091,True
6463,2021-09-04,Alamance,175029.0,22091,True
6563,2021-09-05,Alamance,175029.0,22091,True
6663,2021-09-06,Alamance,175029.0,22091,True
6763,2021-09-07,Alamance,175029.0,22485,True
6863,2021-09-08,Alamance,175029.0,22594,True
6963,2021-09-09,Alamance,175029.0,22690,True
7063,2021-09-10,Alamance,175029.0,22767,True
7163,2021-09-11,Alamance,175029.0,22767,True
7263,2021-09-12,Alamance,175029.0,22767,True
7363,2021-09-13,Alamance,175029.0,23168,True
7463,2021-09-14,Alamance,175029.0,23234,True
7563,2021-09-15,Alamance,175029.0,23408,True
7663,2021-09-16,Alamance,175029.0,23534,True
7763,2021-09-17,Alamance,175029.0,23669,True
7863,2021-09-18,Alamance,175029.0,23669,True
7963,2021-09-19,Alamance,175029.0,23669,True
8063,2021-09-20,Alamance,175029.0,23980,True
8163,2021-09-21,Alamance,175029.0,24030,True
8263,2021-09-22,Alamance,175029.0,24156,True
8363,2021-09-23,Alamance,175029.0,24258,True
8463,2021-09-24,Alamance,175029.0,24359,True
8563,2021-09-25,Alamance,175029.0,24359,True
8663,2021-09-26,Alamance,175029.0,24359,True
8763,2021-09-27,Alamance,175029.0,24632,True
8863,2021-09-28,Alamance,175029.0,24717,True
8963,2021-09-29,Alamance,175029.0,24800,True
9063,2021-09-30,Alamance,175029.0,24907,True
9163,2021-10-01,Alamance,175029.0,24979,True
9263,2021-10-02,Alamance,175029.0,24979,True
9363,2021-10-03,Alamance,175029.0,24979,True
9463,2021-10-04,Alamance,175029.0,25238,True
9563,2021-10-05,Alamance,175029.0,25288,True
9663,2021-10-06,Alamance,175029.0,25346,True
9763,2021-10-07,Alamance,175029.0,25442,True
9863,2021-10-08,Alamance,175029.0,25524,True
9963,2021-10-09,Alamance,175029.0,25524,True
10063,2021-10-10,Alamance,175029.0,25524,True
10163,2021-10-11,Alamance,175029.0,25682,True
10263,2021-10-12,Alamance,175029.0,25745,True
10363,2021-10-13,Alamance,175029.0,25792,True
10463,2021-10-14,Alamance,175029.0,25839,True
10563,2021-10-15,Alamance,175029.0,25869,True
10663,2021-10-16,Alamance,175029.0,25869,True
10763,2021-10-17,Alamance,175029.0,25869,True
10863,2021-10-18,Alamance,175029.0,26005,True
10963,2021-10-19,Alamance,175029.0,26034,True
11063,2021-10-20,Alamance,175029.0,26072,True
11163,2021-10-21,Alamance,175029.0,26115,True
11263,2021-10-22,Alamance,175029.0,26148,True
11363,2021-10-23,Alamance,175029.0,26148,True
11463,2021-10-24,Alamance,175029.0,26148,True
11563,2021-10-25,Alamance,175029.0,26249,True
11663,2021-10-26,Alamance,175029.0,26275,True
11763,2021-10-27,Alamance,175029.0,26304,True
11863,2021-10-28,Alamance,175029.0,26347,True
11963,2021-10-29,Alamance,175029.0,26393,True
12063,2021-10-30,Alamance,175029.0,26393,True
12163,2021-10-31,Alamance,175029.0,26393,True
12263,2021-11-01,Alamance,175029.0,26469,True
12363,2021-11-02,Alamance,175029.0,26490,True
12463,2021-11-03,Alamance,175029.0,26520,True
12563,2021-11-04,Alamance,175029.0,26561,True
12663,2021-11-05,Alamance,175029.0,26591,True
12763,2021-11-06,Alamance,175029.0,26591,True
12863,2021-11-07,Alamance,175029.0,26591,True
12963,2021-11-08,Alamance,175029.0,26675,True
13063,2021-11-09,Alamance,175029.0,26692,True
13163,2021-11-10,Alamance,175029.0,26725,True
13263,2021-11-11,Alamance,175029.0,26725,True
13363,2021-11-12,Alamance,175029.0,26825,True
13463,2021-11-13,Alamance,175029.0,26825,True
13563,2021-11-14,Alamance,175029.0,26825,True
13663,2021-11-15,Alamance,175029.0,26913,True
13763,2021-11-16,Alamance,175029.0,26945,True
13863,2021-11-17,Alamance,175029.0,26976,True
13963,2021-11-18,Alamance,175029.0,27027,True
14063,2021-11-19,Alamance,175029.0,27064,True
14163,2021-11-20,Alamance,175029.0,27064,True
14263,2021-11-21,Alamance,175029.0,27064,True
14363,2021-11-22,Alamance,175029.0,27168,True
14463,2021-11-23,Alamance,175029.0,27197,True
14563,2021-11-24,Alamance,175029.0,27229,True
14663,2021-11-25,Alamance,175029.0,27229,True
14763,2021-11-26,Alamance,175029.0,27229,True
14863,2021-11-27,Alamance,175029.0,27229,True
14963,2021-11-28,Alamance,175029.0,27229,True
15063,2021-11-29,Alamance,175029.0,27387,True
15163,2021-11-30,Alamance,175029.0,27430,True
15263,2021-12-01,Alamance,175029.0,27482,True
15362,2021-12-02,Alamance,175029.0,27554,True
1,2021-07-01,Alexander,36172.0,4456,False
101,2021-07-02,Alexander,36172.0,4456,False
201,2021-07-03,Alexander,36172.0,4456,False
301,2021-07-04,Alexander,36172.0,4456,False
401,2021-07-05,Alexander,36172.0,4456,False
501,2021-07-06,Alexander,36172.0,4456,False
601,2021-07-07,Alexander,36172.0,4459,False
701,2021-07-08,Alexander,36172.0,4460,False
792,2021-07-09,Alexander,36172.0,4462,False
887,2021-07-10,Alexander,36172.0,4462,False
982,2021-07-11,Alexander,36172.0,4462,False
1077,2021-07-12,Alexander,36172.0,4469,False
1172,2021-07-13,Alexander,36172.0,4470,False
1269,2021-07-14,Alexander,36172.0,4474,False
1367,2021-07-15,Alexander,36172.0,4476,False
1466,2021-07-16,Alexander,36172.0,4479,False
1566,2021-07-17,Alexander,36172.0,4479,False
1666,2021-07-18,Alexander,36172.0,4479,False
1766,2021-07-19,Alexander,36172.0,4490,True
1865,2021-07-20,Alexander,36172.0,4491,True
1964,2021-07-21,Alexander,36172.0,4498,True
2064,2021-07-22,Alexander,36172.0,4506,True
2164,2021-07-23,Alexander,36172.0,4518,True
2264,2021-07-24,Alexander,36172.0,4518,True
2364,2021-07-25,Alexander,36172.0,4518,True
2464,2021-07-26,Alexander,36172.0,4526,True
2564,2021-07-27,Alexander,36172.0,4529,True
2664,2021-07-28,Alexander,36172.0,4545,True
2764,2021-07-29,Alexander,36172.0,4561,True
2864,2021-07-30,Alexander,36172.0,4568,True
2964,2021-07-31,Alexander,36172.0,4568,True
3064,2021-08-01,Alexander,36172.0,4568,True
3164,2021-08-02,Alexander,36172.0,4601,True
3264,2021-08-03,Alexander,36172.0,4609,True
3364,2021-08-04,Alexander,36172.0,4621,True
3464,2021-08-05,Alexander,36172.0,4634,True
3564,2021-08-06,Alexander,36172.0,4652,True
3664,2021-08-07,Alexander,36172.0,4652,True
3764,2021-08-08,Alexander,36172.0,4652,True
3864,2021-08-09,Alexander,36172.0,4728,True
3964,2021-08-10,Alexander,36172.0,4741,True
4064,2021-08-11,Alexander,36172.0,4764,True
4164,2021-08-12,Alexander,36172.0,4794,True
4264,2021-08-13,Alexander,36172.0,4812,True
4364,2021-08-14,Alexander,36172.0,4812,True
4464,2021-08-15,Alexander,36172.0,4812,True
4564,2021-08-16,Alexander,36172.0,4869,True
4664,2021-08-17,Alexander,36172.0,4872,True
4764,2021-08-18,Alexander,36172.0,4910,True
4864,2021-08-19,Alexander,36172.0,4946,True
4964,2021-08-20,Alexander,36172.0,4956,True
5064,2021-08-21,Alexander,36172.0,4956,True
5164,2021-08-22,Alexander,36172.0,4956,True
5264,2021-08-23,Alexander,36172.0,5040,True
5364,2021-08-24,Alexander,36172.0,5062,True
5464,2021-08-25,Alexander,36172.0,5074,True
5564,2021-08-26,Alexander,36172.0,5124,True
5664,2021-08-27,Alexander,36172.0,5148,True
5764,2021-08-28,Alexander,36172.0,5148,True
5864,2021-08-29,Alexander,36172.0,5148,True
5964,2021-08-30,Alexander,36172.0,5257,True
6064,2021-08-31,Alexander,36172.0,5272,True
6164,2021-09-01,Alexander,36172.0,5324,True
6264,2021-09-02,Alexander,36172.0,5367,True
6364,2021-09-03,Alexander,36172.0,5387,True
6464,2021-09-04,Alexander,36172.0,5387,True
6564,2021-09-05,Alexander,36172.0,5387,True
6664,2021-09-06,Alexander,36172.0,5387,True
6764,2021-09-07,Alexander,36172.0,5507,True
6864,2021-09-08,Alexander,36172.0,5530,True
6964,2021-09-09,Alexander,36172.0,5561,True
7064,2021-09-10,Alexander,36172.0,5622,True
7164,2021-09-11,Alexander,36172.0,5622,True
7264,2021-09-12,Alexander,36172.0,5622,True
7364,2021-09-13,Alexander,36172.0,5687,True
7464,2021-09-14,Alexander,36172.0,5705,True
7564,2021-09-15,Alexander,36172.0,5767,True
7664,2021-09-16,Alexander,36172.0,5782,True
7764,2021-09-17,Alexander,36172.0,5868,True
7864,2021-09-18,Alexander,36172.0,5868,True
7964,2021-09-19,Alexander,36172.0,5868,True
8064,2021-09-20,Alexander,36172.0,5911,True
8164,2021-09-21,Alexander,36172.0,5919,True
8264,2021-09-22,Alexander,36172.0,5975,True
8364,2021-09-23,Alexander,36172.0,5994,True
8464,2021-09-24,Alexander,36172.0,6012,True
8564,2021-09-25,Alexander,36172.0,6012,True
8664,2021-09-26,Alexander,36172.0,6012,True
8764,2021-09-27,Alexander,36172.0,6052,True
8864,2021-09-28,Alexander,36172.0,6053,True
8964,2021-09-29,Alexander,36172.0,6069,True
9064,2021-09-30,Alexander,36172.0,6090,True
9164,2021-10-01,Alexander,36172.0,6109,True
9264,2021-10-02,Alexander,36172.0,6109,True
9364,2021-10-03,Alexander,36172.0,6109,True
9464,2021-10-04,Alexander,36172.0,6166,True
9564,2021-10-05,Alexander,36172.0,6177,True
9664,2021-10-06,Alexander,36172.0,6190,True
9764,2021-10-07,Alexander,36172.0,6205,True
9864,2021-10-08,Alexander,36172.0,6238,True
9964,2021-10-09,Alexander,36172.0,6238,True
10064,2021-10-10,Alexander,36172.0,6238,True
10164,2021-10-11,Alexander,36172.0,6261,True
10264,2021-10-12,Alexander,36172.0,6264,True
10364,2021-10-13,Alexander,36172.0,6312,True
10464,2021-10-14,Alexander,36172.0,6342,True
10564,2021-10-15,Alexander,36172.0,6353,True
10664,2021-10-16,Alexander,36172.0,6353,True
10764,2021-10-17,Alexander,36172.0,6353,True
10864,2021-10-18,Alexander,36172.0,6372,True
10964,2021-10-19,Alexander,36172.0,6375,True
11064,2021-10-20,Alexander,36172.0,6386,True
11164,2021-10-21,Alexander,36172.0,6404,True
11264,2021-10-22,Alexander,36172.0,6410,True
11364,2021-10-23,Alexander,36172.0,6410,True
11464,2021-10-24,Alexander,36172.0,6410,True
11564,2021-10-25,Alexander,36172.0,6431,True
11664,2021-10-26,Alexander,36172.0,6438,True
11764,2021-10-27,Alexander,36172.0,6446,True
11864,2021-10-28,Alexander,36172.0,6455,True
11964,2021-10-29,Alexander,36172.0,6469,True
12064,2021-10-30,Alexander,36172.0,6469,True
12164,2021-10-31,Alexander,36172.0,6469,True
12264,2021-11-01,Alexander,36172.0,6491,True
12364,2021-11-02,Alexander,36172.0,6490,True
12464,2021-11-03,Alexander,36172.0,6510,True
12564,2021-11-04,Alexander,36172.0,6518,True
12664,2021-11-05,Alexander,36172.0,6526,True
12764,2021-11-06,Alexander,36172.0,6526,True
12864,2021-11-07,Alexander,36172.0,6526,True
12964,2021-11-08,Alexander,36172.0,6553,True
13064,2021-11-09,Alexander,36172.0,6570,True
13164,2021-11-10,Alexander,36172.0,6581,True
13264,2021-11-11,Alexander,36172.0,6581,True
13364,2021-11-12,Alexander,36172.0,6600,True
13464,2021-11-13,Alexander,36172.0,6600,True
13564,2021-11-14,Alexander,36172.0,6600,True
13664,2021-11-15,Alexander,36172.0,6609,True
13764,2021-11-16,Alexander,36172.0,6601,True
13864,2021-11-17,Alexander,36172.0,6611,True
13964,2021-11-18,Alexander,36172.0,6645,True
14064,2021-11-19,Alexander,36172.0,6655,True
14164,2021-11-20,Alexander,36172.0,6655,True
14264,2021-11-21,Alexander,36172.0,6655,True
14364,2021-11-22,Alexander,36172.0,6693,True
14464,2021-11-23,Alexander,36172.0,6697,True
14564,2021-11-24,Alexander,36172.0,6702,True
14664,2021-11-25,Alexander,36172.0,6702,True
14764,2021-11-26,Alexander,36172.0,6702,True
14864,2021-11-27,Alexander,36172.0,6702,True
14964,2021-11-28,Alexander,36172.0,6702,True
15064,2021-11-29,Alexander,36172.0,6765,True
15164,2021-11-30,Alexander,36172.0,6802,True
15264,2021-12-01,Alexander,36172.0,6815,True
15363,2021-12-02,Alexander,36172.0,6820,True
2,2021-07-01,Alleghany,11057.0,1095,False
102,2021-07-02,Alleghany,11057.0,1095,False
202,2021-07-03,Alleghany,11057.0,1095,False
302,2021-07-04,Alleghany,11057.0,1095,False
402,2021-07-05,Alleghany,11057.0,1095,False
502,2021-07-06,Alleghany,11057.0,1098,False
602,2021-07-07,Alleghany,11057.0,1098,False
702,2021-07-08,Alleghany,11057.0,1098,False
793,2021-07-09,Alleghany,11057.0,1099,False
888,2021-07-10,Alleghany,11057.0,1099,False
983,2021-07-11,Alleghany,11057.0,1099,False
1078,2021-07-12,Alleghany,11057.0,1099,False
1173,2021-07-13,Alleghany,11057.0,1103,False
1270,2021-07-14,Alleghany,11057.0,1103,False
1368,2021-07-15,Alleghany,11057.0,1103,False
1467,2021-07-16,Alleghany,11057.0,1103,False
1567,2021-07-17,Alleghany,11057.0,1103,False
1667,2021-07-18,Alleghany,11057.0,1103,False
1767,2021-07-19,Alleghany,11057.0,1104,False
1866,2021-07-20,Alleghany,11057.0,1104,False
1965,2021-07-21,Alleghany,11057.0,1104,False
2065,2021-07-22,Alleghany,11057.0,1103,False
2165,2021-07-23,Alleghany,11057.0,1103,False
2265,2021-07-24,Alleghany,11057.0,1103,False
2365,2021-07-25,Alleghany,11057.0,1103,False
2465,2021-07-26,Alleghany,11057.0,1105,False
2565,2021-07-27,Alleghany,11057.0,1105,False
2665,2021-07-28,Alleghany,11057.0,1105,False
2765,2021-07-29,Alleghany,11057.0,1106,False
2865,2021-07-30,Alleghany,11057.0,1107,False
2965,2021-07-31,Alleghany,11057.0,1107,False
3065,2021-08-01,Alleghany,11057.0,1107,False
3165,2021-08-02,Alleghany,11057.0,1111,True
3265,2021-08-03,Alleghany,11057.0,1111,True
3365,2021-08-04,Alleghany,11057.0,1112,True
3465,2021-08-05,Alleghany,11057.0,1113,True
3565,2021-08-06,Alleghany,11057.0,1117,True
3665,2021-08-07,Alleghany,11057.0,1117,True
3765,2021-08-08,Alleghany,11057.0,1117,True
3865,2021-08-09,Alleghany,11057.0,1127,True
3965,2021-08-10,Alleghany,11057.0,1132,True
4065,2021-08-11,Alleghany,11057.0,1132,True
4165,2021-08-12,Alleghany,11057.0,1134,True
4265,2021-08-13,Alleghany,11057.0,1138,True
4365,2021-08-14,Alleghany,11057.0,1138,True
4465,2021-08-15,Alleghany,11057.0,1138,True
4565,2021-08-16,Alleghany,11057.0,1143,True
4665,2021-08-17,Alleghany,11057.0,1145,True
4765,2021-08-18,Alleghany,11057.0,1150,True
4865,2021-08-19,Alleghany,11057.0,1154,True
4965,2021-08-20,Alleghany,11057.0,1156,True
5065,2021-08-21,Alleghany,11057.0,1156,True
5165,2021-08-22,Alleghany,11057.0,1156,True
5265,2021-08-23,Alleghany,11057.0,1159,True
5365,2021-08-24,Alleghany,11057.0,1162,True
5465,2021-08-25,Alleghany,11057.0,1167,True
5565,2021-08-26,Alleghany,11057.0,1174,True
5665,2021-08-27,Alleghany,11057.0,1177,True
5765,2021-08-28,Alleghany,11057.0,1177,True
5865,2021-08-29,Alleghany,11057.0,1177,True
5965,2021-08-30,Alleghany,11057.0,1198,True
6065,2021-08-31,Alleghany,11057.0,1210,True
6165,2021-09-01,Alleghany,11057.0,1216,True
6265,2021-09-02,Alleghany,11057.0,1226,True
6365,2021-09-03,Alleghany,11057.0,1255,True
6465,2021-09-04,Alleghany,11057.0,1255,True
6565,2021-09-05,Alleghany,11057.0,1255,True
6665,2021-09-06,Alleghany,11057.0,1255,True
6765,2021-09-07,Alleghany,11057.0,1319,True
6865,2021-09-08,Alleghany,11057.0,1329,True
6965,2021-09-09,Alleghany,11057.0,1332,True
7065,2021-09-10,Alleghany,11057.0,1336,True
7165,2021-09-11,Alleghany,11057.0,1336,True
7265,2021-09-12,Alleghany,11057.0,1336,True
7365,2021-09-13,Alleghany,11057.0,1390,True
7465,2021-09-14,Alleghany,11057.0,1401,True
7565,2021-09-15,Alleghany,11057.0,1403,True
7665,2021-09-16,Alleghany,11057.0,1409,True
7765,2021-09-17,Alleghany,11057.0,1437,True
7865,2021-09-18,Alleghany,11057.0,1437,True
7965,2021-09-19,Alleghany,11057.0,1437,True
8065,2021-09-20,Alleghany,11057.0,1470,True
8165,2021-09-21,Alleghany,11057.0,1476,True
8265,2021-09-22,Alleghany,11057.0,1477,True
8365,2021-09-23,Alleghany,11057.0,1498,True
8465,2021-09-24,Alleghany,11057.0,1501,True
8565,2021-09-25,Alleghany,11057.0,1501,True
8665,2021-09-26,Alleghany,11057.0,1501,True
8765,2021-09-27,Alleghany,11057.0,1517,True
8865,2021-09-28,Alleghany,11057.0,1520,True
8965,2021-09-29,Alleghany,11057.0,1528,True
9065,2021-09-30,Alleghany,11057.0,1533,True
9165,2021-10-01,Alleghany,11057.0,1540,True
9265,2021-10-02,Alleghany,11057.0,1540,True
9365,2021-10-03,Alleghany,11057.0,1540,True
9465,2021-10-04,Alleghany,11057.0,1552,True
9565,2021-10-05,Alleghany,11057.0,1556,True
9665,2021-10-06,Alleghany,11057.0,1564,True
9765,2021-10-07,Alleghany,11057.0,1568,True
9865,2021-10-08,Alleghany,11057.0,1573,True
9965,2021-10-09,Alleghany,11057.0,1573,True
10065,2021-10-10,Alleghany,11057.0,1573,True
10165,2021-10-11,Alleghany,11057.0,1579,True
10265,2021-10-12,Alleghany,11057.0,1580,True
10365,2021-10-13,Alleghany,11057.0,1586,True
10465,2021-10-14,Alleghany,11057.0,1589,True
10565,2021-10-15,Alleghany,11057.0,1590,True
10665,2021-10-16,Alleghany,11057.0,1590,True
10765,2021-10-17,Alleghany,11057.0,1590,True
10865,2021-10-18,Alleghany,11057.0,1599,True
10965,2021-10-19,Alleghany,11057.0,1599,True
11065,2021-10-20,Alleghany,11057.0,1599,True
11165,2021-10-21,Alleghany,11057.0,1604,True
11265,2021-10-22,Alleghany,11057.0,1606,True
11365,2021-10-23,Alleghany,11057.0,1606,True
11465,2021-10-24,Alleghany,11057.0,1606,True
11565,2021-10-25,Alleghany,11057.0,1609,True
11665,2021-10-26,Alleghany,11057.0,1609,True
11765,2021-10-27,Alleghany,11057.0,1608,True
11865,2021-10-28,Alleghany,11057.0,1614,True
11965,2021-10-29,Alleghany,11057.0,1614,True
12065,2021-10-30,Alleghany,11057.0,1614,True
12165,2021-10-31,Alleghany,11057.0,1614,True
12265,2021-11-01,Alleghany,11057.0,1621,True
12365,2021-11-02,Alleghany,11057.0,1621,True
12465,2021-11-03,Alleghany,11057.0,1623,True
12565,2021-11-04,Alleghany,11057.0,1623,True
12665,2021-11-05,Alleghany,11057.0,1625,True
12765,2021-11-06,Alleghany,11057.0,1625,True
12865,2021-11-07,Alleghany,11057.0,1625,True
12965,2021-11-08,Alleghany,11057.0,1639,True
13065,2021-11-09,Alleghany,11057.0,1646,True
13165,2021-11-10,Alleghany,11057.0,1651,True
13265,2021-11-11,Alleghany,11057.0,1651,True
13365,2021-11-12,Alleghany,11057.0,1658,True
13465,2021-11-13,Alleghany,11057.0,1658,True
13565,2021-11-14,Alleghany,11057.0,1658,True
13665,2021-11-15,Alleghany,11057.0,1681,True
13765,2021-11-16,Alleghany,11057.0,1697,True
13865,2021-11-17,Alleghany,11057.0,1702,True
13965,2021-11-18,Alleghany,11057.0,1713,True
14065,2021-11-19,Alleghany,11057.0,1719,True
14165,2021-11-20,Alleghany,11057.0,1719,True
14265,2021-11-21,Alleghany,11057.0,1719,True
14365,2021-11-22,Alleghany,11057.0,1760,True
14465,2021-11-23,Alleghany,11057.0,1761,True
14565,2021-11-24,Alleghany,11057.0,1777,True
14665,2021-11-25,Alleghany,11057.0,1777,True
14765,2021-11-26,Alleghany,11057.0,1777,True
14865,2021-11-27,Alleghany,11057.0,1777,True
14965,2021-11-28,Alleghany,11057.0,1777,True
15065,2021-11-29,Alleghany,11057.0,1799,True
15165,2021-11-30,Alleghany,11057.0,1807,True
15265,2021-12-01,Alleghany,11057.0,1815,True
15364,2021-12-02,Alleghany,11057.0,1818,True
3,2021-07-01,Anson,22028.0,2637,False
103,2021-07-02,Anson,22028.0,2638,False
203,2021-07-03,Anson,22028.0,2638,False
303,2021-07-04,Anson,22028.0,2638,False
403,2021-07-05,Anson,22028.0,2638,False
503,2021-07-06,Anson,22028.0,2639,False
603,2021-07-07,Anson,22028.0,2639,False
703,2021-07-08,Anson,22028.0,2641,False
794,2021-07-09,Anson,22028.0,2644,False
889,2021-07-10,Anson,22028.0,2644,False
984,2021-07-11,Anson,22028.0,2644,False
1079,2021-07-12,Anson,22028.0,2648,False
1174,2021-07-13,Anson,22028.0,2648,False
1271,2021-07-14,Anson,22028.0,2652,True
1369,2021-07-15,Anson,22028.0,2654,True
1468,2021-07-16,Anson,22028.0,2652,False
1568,2021-07-17,Anson,22028.0,2652,False
1668,2021-07-18,Anson,22028.0,2652,False
1768,2021-07-19,Anson,22028.0,2668,True
1867,2021-07-20,Anson,22028.0,2666,True
1966,2021-07-21,Anson,22028.0,2668,True
2066,2021-07-22,Anson,22028.0,2669,True
2166,2021-07-23,Anson,22028.0,2670,True
2266,2021-07-24,Anson,22028.0,2670,True
2366,2021-07-25,Anson,22028.0,2670,True
2466,2021-07-26,Anson,22028.0,2678,False
2566,2021-07-27,Anson,22028.0,2680,True
2666,2021-07-28,Anson,22028.0,2681,True
2766,2021-07-29,Anson,22028.0,2686,True
2866,2021-07-30,Anson,22028.0,2690,True
2966,2021-07-31,Anson,22028.0,2690,True
3066,2021-08-01,Anson,22028.0,2690,True
3166,2021-08-02,Anson,22028.0,2711,True
3266,2021-08-03,Anson,22028.0,2714,True
3366,2021-08-04,Anson,22028.0,2721,True
3466,2021-08-05,Anson,22028.0,2731,True
3566,2021-08-06,Anson,22028.0,2747,True
3666,2021-08-07,Anson,22028.0,2747,True
3766,2021-08-08,Anson,22028.0,2747,True
3866,2021-08-09,Anson,22028.0,2788,True
3966,2021-08-10,Anson,22028.0,2789,True
4066,2021-08-11,Anson,22028.0,2794,True
4166,2021-08-12,Anson,22028.0,2802,True
4266,2021-08-13,Anson,22028.0,2815,True
4366,2021-08-14,Anson,22028.0,2815,True
4466,2021-08-15,Anson,22028.0,2815,True
4566,2021-08-16,Anson,22028.0,2847,True
4666,2021-08-17,Anson,22028.0,2852,True
4766,2021-08-18,Anson,22028.0,2857,True
4866,2021-08-19,Anson,22028.0,2872,True
4966,2021-08-20,Anson,22028.0,2889,True
5066,2021-08-21,Anson,22028.0,2889,True
5166,2021-08-22,Anson,22028.0,2889,True
5266,2021-08-23,Anson,22028.0,2946,True
5366,2021-08-24,Anson,22028.0,2956,True
5466,2021-08-25,Anson,22028.0,2970,True
5566,2021-08-26,Anson,22028.0,2981,True
5666,2021-08-27,Anson,22028.0,3004,True
5766,2021-08-28,Anson,22028.0,3004,True
5866,2021-08-29,Anson,22028.0,3004,True
5966,2021-08-30,Anson,22028.0,3057,True
6066,2021-08-31,Anson,22028.0,3071,True
6166,2021-09-01,Anson,22028.0,3082,True
6266,2021-09-02,Anson,22028.0,3098,True
6366,2021-09-03,Anson,22028.0,3136,True
6466,2021-09-04,Anson,22028.0,3136,True
6566,2021-09-05,Anson,22028.0,3136,True
6666,2021-09-06,Anson,22028.0,3136,True
6766,2021-09-07,Anson,22028.0,3217,True
6866,2021-09-08,Anson,22028.0,3230,True
6966,2021-09-09,Anson,22028.0,3251,True
7066,2021-09-10,Anson,22028.0,3277,True
7166,2021-09-11,Anson,22028.0,3277,True
7266,2021-09-12,Anson,22028.0,3277,True
7366,2021-09-13,Anson,22028.0,3387,True
7466,2021-09-14,Anson,22028.0,3403,True
7566,2021-09-15,Anson,22028.0,3419,True
7666,2021-09-16,Anson,22028.0,3441,True
7766,2021-09-17,Anson,22028.0,3463,True
7866,2021-09-18,Anson,22028.0,3463,True
7966,2021-09-19,Anson,22028.0,3463,True
8066,2021-09-20,Anson,22028.0,3510,True
8166,2021-09-21,Anson,22028.0,3526,True
8266,2021-09-22,Anson,22028.0,3543,True
8366,2021-09-23,Anson,22028.0,3550,True
8466,2021-09-24,Anson,22028.0,3571,True
8566,2021-09-25,Anson,22028.0,3571,True
8666,2021-09-26,Anson,22028.0,3571,True
8766,2021-09-27,Anson,22028.0,3616,True
8866,2021-09-28,Anson,22028.0,3619,True
8966,2021-09-29,Anson,22028.0,3630,True
9066,2021-09-30,Anson,22028.0,3636,True
9166,2021-10-01,Anson,22028.0,3643,True
