,date,county,state,fips,cases,deaths,daily_change,weekly_change
589469,2021-07-01,Alamance,North Carolina,37001.0,19035,289.0,0.0,0.0
589470,2021-07-01,Alexander,North Carolina,37003.0,4456,84.0,0.0,0.0
589471,2021-07-01,Alleghany,North Carolina,37005.0,1095,5.0,0.0,0.0
589472,2021-07-01,Anson,North Carolina,37007.0,2637,56.0,0.0,0.0
589473,2021-07-01,Ashe,North Carolina,37009.0,2248,45.0,0.0,0.0
589474,2021-07-01,Avery,North Carolina,37011.0,2164,21.0,0.0,0.0
589475,2021-07-01,Beaufort,North Carolina,37013.0,4789,102.0,0.0,0.0
589476,2021-07-01,Bertie,North Carolina,37015.0,1794,45.0,0.0,0.0
589477,2021-07-01,Bladen,North Carolina,37017.0,3513,47.0,0.0,0.0
589478,2021-07-01,Brunswick,North Carolina,37019.0,9337,156.0,0.0,0.0
589479,2021-07-01,Buncombe,North Carolina,37021.0,18087,335.0,0.0,0.0
589480,2021-07-01,Burke,North Carolina,37023.0,10152,162.0,0.0,0.0
589481,2021-07-01,Cabarrus,North Carolina,37025.0,22378,262.0,0.0,0.0
589482,2021-07-01,Caldwell,North Carolina,37027.0,9525,111.0,0.0,0.0
589483,2021-07-01,Camden,North Carolina,37029.0,695,6.0,0.0,0.0
589484,2021-07-01,Carteret,North Carolina,37031.0,5261,55.0,0.0,0.0
589485,2021-07-01,Caswell,North Carolina,37033.0,2200,30.0,0.0,0.0
589486,2021-07-01,Catawba,North Carolina,37035.0,19814,311.0,0.0,0.0
589487,2021-07-01,Chatham,North Carolina,37037.0,4755,89.0,0.0,0.0
589488,2021-07-01,Cherokee,North Carolina,37039.0,2635,38.0,0.0,0.0
589489,2021-07-01,Chowan,North Carolina,37041.0,1488,34.0,0.0,0.0
589490,2021-07-01,Clay,North Carolina,37043.0,906,18.0,0.0,0.0
589491,2021-07-01,Cleveland,North Carolina,37045.0,11712,228.0,0.0,0.0
589492,2021-07-01,Columbus,North Carolina,37047.0,6461,152.0,0.0,0.0
589493,2021-07-01,Craven,North Carolina,37049.0,9470,126.0,0.0,0.0
589494,2021-07-01,Cumberland,North Carolina,37051.0,30324,322.0,0.0,0.0
589495,2021-07-01,Currituck,North Carolina,37053.0,1581,16.0,0.0,0.0
589496,2021-07-01,Dare,North Carolina,37055.0,2190,10.0,0.0,0.0
589497,2021-07-01,Davidson,North Carolina,37057.0,17034,197.0,0.0,0.0
589498,2021-07-01,Davie,North Carolina,37059.0,4179,40.0,0.0,0.0
589499,2021-07-01,Duplin,North Carolina,37061.0,6382,142.0,0.0,0.0
589500,2021-07-01,Durham,North Carolina,37063.0,25979,234.0,0.0,0.0
589501,2021-07-01,Edgecombe,North Carolina,37065.0,5703,113.0,0.0,0.0
589502,2021-07-01,Forsyth,North Carolina,37067.0,37028,422.0,0.0,0.0
589503,2021-07-01,Franklin,North Carolina,37069.0,7047,54.0,0.0,0.0
589504,2021-07-01,Gaston,North Carolina,37071.0,27187,441.0,0.0,0.0
589505,2021-07-01,Gates,North Carolina,37073.0,750,13.0,0.0,0.0
589506,2021-07-01,Graham,North Carolina,37075.0,666,13.0,0.0,0.0
589507,2021-07-01,Granville,North Carolina,37077.0,5991,83.0,0.0,0.0
589508,2021-07-01,Greene,North Carolina,37079.0,2418,47.0,0.0,0.0
589509,2021-07-01,Guilford,North Carolina,37081.0,48722,720.0,0.0,0.0
589510,2021-07-01,Halifax,North Carolina,37083.0,5687,114.0,0.0,0.0
589511,2021-07-01,Harnett,North Carolina,37085.0,12060,181.0,0.0,0.0
589512,2021-07-01,Haywood,North Carolina,37087.0,4496,99.0,0.0,0.0
589513,2021-07-01,Henderson,North Carolina,37089.0,10310,165.0,0.0,0.0
589514,2021-07-01,Hertford,North Carolina,37091.0,2116,64.0,0.0,0.0
589515,2021-07-01,Hoke,North Carolina,37093.0,4902,56.0,0.0,0.0
589516,2021-07-01,Hyde,North Carolina,37095.0,671,9.0,0.0,0.0
589517,2021-07-01,Iredell,North Carolina,37097.0,19279,236.0,0.0,0.0
589518,2021-07-01,Jackson,North Carolina,37099.0,3661,56.0,0.0,0.0
589519,2021-07-01,Johnston,North Carolina,37101.0,22280,237.0,0.0,0.0
589520,2021-07-01,Jones,North Carolina,37103.0,899,28.0,0.0,0.0
589521,2021-07-01,Lee,North Carolina,37105.0,6155,82.0,0.0,0.0
589522,2021-07-01,Lenoir,North Carolina,37107.0,6269,124.0,0.0,0.0
589523,2021-07-01,Lincoln,North Carolina,37109.0,10286,86.0,0.0,0.0
589524,2021-07-01,Macon,North Carolina,37113.0,3167,41.0,0.0,0.0
589525,2021-07-01,Madison,North Carolina,37115.0,1602,42.0,0.0,0.0
589526,2021-07-01,Martin,North Carolina,37117.0,2325,45.0,0.0,0.0
589527,2021-07-01,McDowell,North Carolina,37111.0,5291,63.0,0.0,0.0
589528,2021-07-01,Mecklenburg,North Carolina,37119.0,114680,975.0,0.0,0.0
589529,2021-07-01,Mitchell,North Carolina,37121.0,1479,16.0,0.0,0.0
589530,2021-07-01,Montgomery,North Carolina,37123.0,3383,97.0,0.0,0.0
589531,2021-07-01,Moore,North Carolina,37125.0,9062,194.0,0.0,0.0
589532,2021-07-01,Nash,North Carolina,37127.0,11709,197.0,0.0,0.0
589533,2021-07-01,New Hanover,North Carolina,37129.0,19557,175.0,0.0,0.0
589534,2021-07-01,Northampton,North Carolina,37131.0,1894,61.0,0.0,0.0
589535,2021-07-01,Onslow,North Carolina,37133.0,17891,154.0,0.0,0.0
589536,2021-07-01,Orange,North Carolina,37135.0,8596,101.0,0.0,0.0
589537,2021-07-01,Pamlico,North Carolina,37137.0,1119,13.0,0.0,0.0
589538,2021-07-01,Pasquotank,North Carolina,37139.0,3443,84.0,0.0,0.0
589539,2021-07-01,Pender,North Carolina,37141.0,5557,71.0,0.0,0.0
589540,2021-07-01,Perquimans,North Carolina,37143.0,1037,12.0,0.0,0.0
589541,2021-07-01,Person,North Carolina,37145.0,3511,71.0,0.0,0.0
589542,2021-07-01,Pitt,North Carolina,37147.0,20504,96.0,0.0,0.0
589543,2021-07-01,Polk,North Carolina,37149.0,1501,30.0,0.0,0.0
589544,2021-07-01,Randolph,North Carolina,37151.0,15346,232.0,0.0,0.0
589545,2021-07-01,Richmond,North Carolina,37153.0,4818,98.0,0.0,0.0
589546,2021-07-01,Robeson,North Carolina,37155.0,16880,271.0,0.0,0.0
589547,2021-07-01,Rockingham,North Carolina,37157.0,8099,156.0,0.0,0.0
589548,2021-07-01,Rowan,North Carolina,37159.0,17248,311.0,0.0,0.0
589549,2021-07-01,Rutherford,North Carolina,37161.0,7448,217.0,0.0,0.0
589550,2021-07-01,Sampson,North Carolina,37163.0,8160,114.0,0.0,0.0
589551,2021-07-01,Scotland,North Carolina,37165.0,3908,88.0,0.0,0.0
589552,2021-07-01,Stanly,North Carolina,37167.0,7931,138.0,0.0,0.0
589553,2021-07-01,Stokes,North Carolina,37169.0,4235,82.0,0.0,0.0
589554,2021-07-01,Surry,North Carolina,37171.0,8407,170.0,0.0,0.0
589555,2021-07-01,Swain,North Carolina,37173.0,1210,18.0,0.0,0.0
589556,2021-07-01,Transylvania,North Carolina,37175.0,2386,33.0,0.0,0.0
589557,2021-07-01,Tyrrell,North Carolina,37177.0,326,6.0,0.0,0.0
589558,2021-07-01,Union,North Carolina,37179.0,24933,225.0,0.0,0.0
589559,2021-07-01,Vance,North Carolina,37181.0,4995,90.0,0.0,0.0
589560,2021-07-01,Wake,North Carolina,37183.0,90342,737.0,0.0,0.0
589561,2021-07-01,Warren,North Carolina,37185.0,1819,20.0,0.0,0.0
589562,2021-07-01,Washington,North Carolina,37187.0,1140,32.0,0.0,0.0
589563,2021-07-01,Watauga,North Carolina,37189.0,5025,33.0,0.0,0.0
589564,2021-07-01,Wayne,North Carolina,37191.0,11492,245.0,0.0,0.0
589565,2021-07-01,Wilkes,North Carolina,37193.0,6952,118.0,0.0,0.0
589566,2021-07-01,Wilson,North Carolina,37195.0,9924,181.0,0.0,0.0
589567,2021-07-01,Yadkin,North Carolina,37197.0,4136,55.0,0.0,0.0
589568,2021-07-01,Yancey,North Carolina,37199.0,1640,28.0,0.0,0.0
592715,2021-07-02,Alamance,North Carolina,37001.0,19042,289.0,7.0,0.0
592716,2021-07-02,Alexander,North Carolina,37003.0,4456,84.0,0.0,0.0
592717,2021-07-02,Alleghany,North Carolina,37005.0,1095,5.0,0.0,0.0
592718,2021-07-02,Anson,North Carolina,37007.0,2638,56.0,1.0,0.0
592719,2021-07-02,Ashe,North Carolina,37009.0,2252,45.0,4.0,0.0
592720,2021-07-02,Avery,North Carolina,37011.0,2164,21.0,0.0,0.0
592721,2021-07-02,Beaufort,North Carolina,37013.0,4791,102.0,2.0,0.0
592722,2021-07-02,Bertie,North Carolina,37015.0,1795,45.0,1.0,0.0
592723,2021-07-02,Bladen,North Carolina,37017.0,3516,47.0,3.0,0.0
592724,2021-07-02,Brunswick,North Carolina,37019.0,9342,156.0,5.0,0.0
592725,2021-07-02,Buncombe,North Carolina,37021.0,18089,335.0,2.0,0.0
592726,2021-07-02,Burke,North Carolina,37023.0,10152,162.0,0.0,0.0
592727,2021-07-02,Cabarrus,North Carolina,37025.0,22396,262.0,18.0,0.0
592728,2021-07-02,Caldwell,North Carolina,37027.0,9521,111.0,-4.0,0.0
592729,2021-07-02,Camden,North Carolina,37029.0,695,6.0,0.0,0.0
592730,2021-07-02,Carteret,North Carolina,37031.0,5261,55.0,0.0,0.0
592731,2021-07-02,Caswell,North Carolina,37033.0,2200,30.0,0.0,0.0
592732,2021-07-02,Catawba,North Carolina,37035.0,19823,311.0,9.0,0.0
592733,2021-07-02,Chatham,North Carolina,37037.0,4756,89.0,1.0,0.0
592734,2021-07-02,Cherokee,North Carolina,37039.0,2638,38.0,3.0,0.0
592735,2021-07-02,Chowan,North Carolina,37041.0,1488,34.0,0.0,0.0
592736,2021-07-02,Clay,North Carolina,37043.0,906,18.0,0.0,0.0
592737,2021-07-02,Cleveland,North Carolina,37045.0,11717,228.0,5.0,0.0
592738,2021-07-02,Columbus,North Carolina,37047.0,6459,151.0,-2.0,0.0
592739,2021-07-02,Craven,North Carolina,37049.0,9470,126.0,0.0,0.0
592740,2021-07-02,Cumberland,North Carolina,37051.0,30343,321.0,19.0,0.0
592741,2021-07-02,Currituck,North Carolina,37053.0,1580,16.0,-1.0,0.0
592742,2021-07-02,Dare,North Carolina,37055.0,2191,10.0,1.0,0.0
592743,2021-07-02,Davidson,North Carolina,37057.0,17032,197.0,-2.0,0.0
592744,2021-07-02,Davie,North Carolina,37059.0,4180,40.0,1.0,0.0
592745,2021-07-02,Duplin,North Carolina,37061.0,6387,142.0,5.0,0.0
592746,2021-07-02,Durham,North Carolina,37063.0,25979,234.0,0.0,0.0
592747,2021-07-02,Edgecombe,North Carolina,37065.0,5704,113.0,1.0,0.0
592748,2021-07-02,Forsyth,North Carolina,37067.0,37030,422.0,2.0,0.0
592749,2021-07-02,Franklin,North Carolina,37069.0,7047,54.0,0.0,0.0
592750,2021-07-02,Gaston,North Carolina,37071.0,27198,441.0,11.0,0.0
592751,2021-07-02,Gates,North Carolina,37073.0,749,13.0,-1.0,0.0
592752,2021-07-02,Graham,North Carolina,37075.0,666,13.0,0.0,0.0
592753,2021-07-02,Granville,North Carolina,37077.0,5991,83.0,0.0,0.0
592754,2021-07-02,Greene,North Carolina,37079.0,2421,47.0,3.0,0.0
592755,2021-07-02,Guilford,North Carolina,37081.0,48742,721.0,20.0,0.0
592756,2021-07-02,Halifax,North Carolina,37083.0,5686,114.0,-1.0,0.0
592757,2021-07-02,Harnett,North Carolina,37085.0,12069,181.0,9.0,0.0
592758,2021-07-02,Haywood,North Carolina,37087.0,4498,99.0,2.0,0.0
592759,2021-07-02,Henderson,North Carolina,37089.0,10314,165.0,4.0,0.0
592760,2021-07-02,Hertford,North Carolina,37091.0,2117,64.0,1.0,0.0
592761,2021-07-02,Hoke,North Carolina,37093.0,4908,56.0,6.0,0.0
592762,2021-07-02,Hyde,North Carolina,37095.0,671,9.0,0.0,0.0
592763,2021-07-02,Iredell,North Carolina,37097.0,19284,236.0,5.0,0.0
592764,2021-07-02,Jackson,North Carolina,37099.0,3660,56.0,-1.0,0.0
592765,2021-07-02,Johnston,North Carolina,37101.0,22291,237.0,11.0,0.0
592766,2021-07-02,Jones,North Carolina,37103.0,899,28.0,0.0,0.0
592767,2021-07-02,Lee,North Carolina,37105.0,6154,82.0,-1.0,0.0
592768,2021-07-02,Lenoir,North Carolina,37107.0,6270,124.0,1.0,0.0
592769,2021-07-02,Lincoln,North Carolina,37109.0,10289,86.0,3.0,0.0
592770,2021-07-02,Macon,North Carolina,37113.0,3166,41.0,-1.0,0.0
592771,2021-07-02,Madison,North Carolina,37115.0,1601,42.0,-1.0,0.0
592772,2021-07-02,Martin,North Carolina,37117.0,2329,45.0,4.0,0.0
592773,2021-07-02,McDowell,North Carolina,37111.0,5289,63.0,-2.0,0.0
592774,2021-07-02,Mecklenburg,North Carolina,37119.0,114737,975.0,57.0,0.0
592775,2021-07-02,Mitchell,North Carolina,37121.0,1480,16.0,1.0,0.0
592776,2021-07-02,Montgomery,North Carolina,37123.0,3384,97.0,1.0,0.0
592777,2021-07-02,Moore,North Carolina,37125.0,9067,194.0,5.0,0.0
592778,2021-07-02,Nash,North Carolina,37127.0,11709,199.0,0.0,0.0
592779,2021-07-02,New Hanover,North Carolina,37129.0,19559,175.0,2.0,0.0
592780,2021-07-02,Northampton,North Carolina,37131.0,1895,61.0,1.0,0.0
592781,2021-07-02,Onslow,North Carolina,37133.0,17902,154.0,11.0,0.0
592782,2021-07-02,Orange,North Carolina,37135.0,8601,101.0,5.0,0.0
592783,2021-07-02,Pamlico,North Carolina,37137.0,1119,13.0,0.0,0.0
592784,2021-07-02,Pasquotank,North Carolina,37139.0,3451,84.0,8.0,0.0
592785,2021-07-02,Pender,North Carolina,37141.0,5554,71.0,-3.0,0.0
592786,2021-07-02,Perquimans,North Carolina,37143.0,1037,12.0,0.0,0.0
592787,2021-07-02,Person,North Carolina,37145.0,3513,71.0,2.0,0.0
592788,2021-07-02,Pitt,North Carolina,37147.0,20514,96.0,10.0,0.0
592789,2021-07-02,Polk,North Carolina,37149.0,1500,30.0,-1.0,0.0
592790,2021-07-02,Randolph,North Carolina,37151.0,15352,232.0,6.0,0.0
592791,2021-07-02,Richmond,North Carolina,37153.0,4828,98.0,10.0,0.0
592792,2021-07-02,Robeson,North Carolina,37155.0,16886,271.0,6.0,0.0
592793,2021-07-02,Rockingham,North Carolina,37157.0,8100,156.0,1.0,0.0
592794,2021-07-02,Rowan,North Carolina,37159.0,17258,311.0,10.0,0.0
592795,2021-07-02,Rutherford,North Carolina,37161.0,7444,218.0,-4.0,0.0
592796,2021-07-02,Sampson,North Carolina,37163.0,8164,114.0,4.0,0.0
592797,2021-07-02,Scotland,North Carolina,37165.0,3910,88.0,2.0,0.0
592798,2021-07-02,Stanly,North Carolina,37167.0,7933,138.0,2.0,0.0
592799,2021-07-02,Stokes,North Carolina,37169.0,4234,82.0,-1.0,0.0
592800,2021-07-02,Surry,North Carolina,37171.0,8411,170.0,4.0,0.0
592801,2021-07-02,Swain,North Carolina,37173.0,1210,18.0,0.0,0.0
592802,2021-07-02,Transylvania,North Carolina,37175.0,2387,33.0,1.0,0.0
592803,2021-07-02,Tyrrell,North Carolina,37177.0,326,6.0,0.0,0.0
592804,2021-07-02,Union,North Carolina,37179.0,24944,225.0,11.0,0.0
592805,2021-07-02,Vance,North Carolina,37181.0,4995,90.0,0.0,0.0
592806,2021-07-02,Wake,North Carolina,37183.0,90426,737.0,84.0,0.0
592807,2021-07-02,Warren,North Carolina,37185.0,1817,20.0,-2.0,0.0
592808,2021-07-02,Washington,North Carolina,37187.0,1140,32.0,0.0,0.0
592809,2021-07-02,Watauga,North Carolina,37189.0,5024,33.0,-1.0,0.0
592810,2021-07-02,Wayne,North Carolina,37191.0,11496,244.0,4.0,0.0
592811,2021-07-02,Wilkes,North Carolina,37193.0,6954,117.0,2.0,0.0
592812,2021-07-02,Wilson,North Carolina,37195.0,9929,181.0,5.0,0.0
592813,2021-07-02,Yadkin,North Carolina,37197.0,4136,55.0,0.0,0.0
592814,2021-07-02,Yancey,North Carolina,37199.0,1640,28.0,0.0,0.0
595962,2021-07-03,Alamance,North Carolina,37001.0,19042,289.0,0.0,0.0
595963,2021-07-03,Alexander,North Carolina,37003.0,4456,84.0,0.0,0.0
595964,2021-07-03,Alleghany,North Carolina,37005.0,1095,5.0,0.0,0.0
595965,2021-07-03,Anson,North Carolina,37007.0,2638,56.0,0.0,0.0
595966,2021-07-03,Ashe,North Carolina,37009.0,2252,45.0,0.0,0.0
595967,2021-07-03,Avery,North Carolina,37011.0,2164,21.0,0.0,0.0
595968,2021-07-03,Beaufort,North Carolina,37013.0,4791,102.0,0.0,0.0
595969,2021-07-03,Bertie,North Carolina,37015.0,1795,45.0,0.0,0.0
595970,2021-07-03,Bladen,North Carolina,37017.0,3516,47.0,0.0,0.0
595971,2021-07-03,Brunswick,North Carolina,37019.0,9342,156.0,0.0,0.0
595972,2021-07-03,Buncombe,North Carolina,37021.0,18089,335.0,0.0,0.0
595973,2021-07-03,Burke,North Carolina,37023.0,10152,162.0,0.0,0.0
595974,2021-07-03,Cabarrus,North Carolina,37025.0,22396,262.0,0.0,0.0
595975,2021-07-03,Caldwell,North Carolina,37027.0,9521,111.0,0.0,0.0
595976,2021-07-03,Camden,North Carolina,37029.0,695,6.0,0.0,0.0
595977,2021-07-03,Carteret,North Carolina,37031.0,5261,55.0,0.0,0.0
595978,2021-07-03,Caswell,North Carolina,37033.0,2200,30.0,0.0,0.0
595979,2021-07-03,Catawba,North Carolina,37035.0,19823,311.0,0.0,0.0
595980,2021-07-03,Chatham,North Carolina,37037.0,4756,89.0,0.0,0.0
595981,2021-07-03,Cherokee,North Carolina,37039.0,2638,38.0,0.0,0.0
595982,2021-07-03,Chowan,North Carolina,37041.0,1488,34.0,0.0,0.0
595983,2021-07-03,Clay,North Carolina,37043.0,906,18.0,0.0,0.0
595984,2021-07-03,Cleveland,North Carolina,37045.0,11717,228.0,0.0,0.0
595985,2021-07-03,Columbus,North Carolina,37047.0,6459,151.0,0.0,0.0
595986,2021-07-03,Craven,North Carolina,37049.0,9470,126.0,0.0,0.0
595987,2021-07-03,Cumberland,North Carolina,37051.0,30343,321.0,0.0,0.0
595988,2021-07-03,Currituck,North Carolina,37053.0,1580,16.0,0.0,0.0
595989,2021-07-03,Dare,North Carolina,37055.0,2191,10.0,0.0,0.0
595990,2021-07-03,Davidson,North Carolina,37057.0,17032,197.0,0.0,0.0
595991,2021-07-03,Davie,North Carolina,37059.0,4180,40.0,0.0,0.0
595992,2021-07-03,Duplin,North Carolina,37061.0,6387,142.0,0.0,0.0
595993,2021-07-03,Durham,North Carolina,37063.0,25991,234.0,12.0,0.0
595994,2021-07-03,Edgecombe,North Carolina,37065.0,5704,113.0,0.0,0.0
595995,2021-07-03,Forsyth,North Carolina,37067.0,37030,422.0,0.0,0.0
595996,2021-07-03,Franklin,North Carolina,37069.0,7047,54.0,0.0,0.0
595997,2021-07-03,Gaston,North Carolina,37071.0,27198,441.0,0.0,0.0
595998,2021-07-03,Gates,North Carolina,37073.0,749,13.0,0.0,0.0
595999,2021-07-03,Graham,North Carolina,37075.0,666,13.0,0.0,0.0
596000,2021-07-03,Granville,North Carolina,37077.0,5991,83.0,0.0,0.0
596001,2021-07-03,Greene,North Carolina,37079.0,2421,47.0,0.0,0.0
596002,2021-07-03,Guilford,North Carolina,37081.0,48742,721.0,0.0,0.0
596003,2021-07-03,Halifax,North Carolina,37083.0,5686,114.0,0.0,0.0
596004,2021-07-03,Harnett,North Carolina,37085.0,12069,181.0,0.0,0.0
596005,2021-07-03,Haywood,North Carolina,37087.0,4498,99.0,0.0,0.0
596006,2021-07-03,Henderson,North Carolina,37089.0,10314,165.0,0.0,0.0
596007,2021-07-03,Hertford,North Carolina,37091.0,2117,64.0,0.0,0.0
596008,2021-07-03,Hoke,North Carolina,37093.0,4908,56.0,0.0,0.0
596009,2021-07-03,Hyde,North Carolina,37095.0,671,9.0,0.0,0.0
596010,2021-07-03,Iredell,North Carolina,37097.0,19284,236.0,0.0,0.0
596011,2021-07-03,Jackson,North Carolina,37099.0,3660,56.0,0.0,0.0
596012,2021-07-03,Johnston,North Carolina,37101.0,22291,237.0,0.0,0.0
596013,2021-07-03,Jones,North Carolina,37103.0,899,28.0,0.0,0.0
596014,2021-07-03,Lee,North Carolina,37105.0,6154,82.0,0.0,0.0
596015,2021-07-03,Lenoir,North Carolina,37107.0,6270,124.0,0.0,0.0
596016,2021-07-03,Lincoln,North Carolina,37109.0,10289,86.0,0.0,0.0
596017,2021-07-03,Macon,North Carolina,37113.0,3166,41.0,0.0,0.0
596018,2021-07-03,Madison,North Carolina,37115.0,1601,42.0,0.0,0.0
596019,2021-07-03,Martin,North Carolina,37117.0,2329,45.0,0.0,0.0
596020,2021-07-03,McDowell,North Carolina,37111.0,5289,63.0,0.0,0.0
596021,2021-07-03,Mecklenburg,North Carolina,37119.0,114737,975.0,0.0,0.0
596022,2021-07-03,Mitchell,North Carolina,37121.0,1480,16.0,0.0,0.0
596023,2021-07-03,Montgomery,North Carolina,37123.0,3384,97.0,0.0,0.0
596024,2021-07-03,Moore,North Carolina,37125.0,9067,194.0,0.0,0.0
596025,2021-07-03,Nash,North Carolina,37127.0,11709,199.0,0.0,0.0
596026,2021-07-03,New Hanover,North Carolina,37129.0,19559,175.0,0.0,0.0
596027,2021-07-03,Northampton,North Carolina,37131.0,1895,61.0,0.0,0.0
596028,2021-07-03,Onslow,North Carolina,37133.0,17902,154.0,0.0,0.0
596029,2021-07-03,Orange,North Carolina,37135.0,8601,101.0,0.0,0.0
596030,2021-07-03,Pamlico,North Carolina,37137.0,1119,13.0,0.0,0.0
596031,2021-07-03,Pasquotank,North Carolina,37139.0,3451,84.0,0.0,0.0
596032,2021-07-03,Pender,North Carolina,37141.0,5554,71.0,0.0,0.0
596033,2021-07-03,Perquimans,North Carolina,37143.0,1037,12.0,0.0,0.0
596034,2021-07-03,Person,North Carolina,37145.0,3513,71.0,0.0,0.0
596035,2021-07-03,Pitt,North Carolina,37147.0,20514,96.0,0.0,0.0
596036,2021-07-03,Polk,North Carolina,37149.0,1500,30.0,0.0,0.0
596037,2021-07-03,Randolph,North Carolina,37151.0,15352,232.0,0.0,0.0
596038,2021-07-03,Richmond,North Carolina,37153.0,4828,98.0,0.0,0.0
596039,2021-07-03,Robeson,North Carolina,37155.0,16886,271.0,0.0,0.0
596040,2021-07-03,Rockingham,North Carolina,37157.0,8100,156.0,0.0,0.0
596041,2021-07-03,Rowan,North Carolina,37159.0,17258,311.0,0.0,0.0
596042,2021-07-03,Rutherford,North Carolina,37161.0,7444,218.0,0.0,0.0
596043,2021-07-03,Sampson,North Carolina,37163.0,8164,114.0,0.0,0.0
596044,2021-07-03,Scotland,North Carolina,37165.0,3910,88.0,0.0,0.0
596045,2021-07-03,Stanly,North Carolina,37167.0,7933,138.0,0.0,0.0
596046,2021-07-03,Stokes,North Carolina,37169.0,4234,82.0,0.0,0.0
596047,2021-07-03,Surry,North Carolina,37171.0,8411,170.0,0.0,0.0
596048,2021-07-03,Swain,North Carolina,37173.0,1210,18.0,0.0,0.0
596049,2021-07-03,Transylvania,North Carolina,37175.0,2387,33.0,0.0,0.0
596050,2021-07-03,Tyrrell,North Carolina,37177.0,326,6.0,0.0,0.0
596051,2021-07-03,Union,North Carolina,37179.0,24944,225.0,0.0,0.0
596052,2021-07-03,Vance,North Carolina,37181.0,4995,90.0,0.0,0.0
596053,2021-07-03,Wake,North Carolina,37183.0,90468,737.0,42.0,0.0
596054,2021-07-03,Warren,North Carolina,37185.0,1817,20.0,0.0,0.0
596055,2021-07-03,Washington,North Carolina,37187.0,1140,32.0,0.0,0.0
596056,2021-07-03,Watauga,North Carolina,37189.0,5024,33.0,0.0,0.0
596057,2021-07-03,Wayne,North Carolina,37191.0,11496,244.0,0.0,0.0
596058,2021-07-03,Wilkes,North Carolina,37193.0,6954,117.0,0.0,0.0
596059,2021-07-03,Wilson,North Carolina,37195.0,9929,181.0,0.0,0.0
596060,2021-07-03,Yadkin,North Carolina,37197.0,4136,55.0,0.0,0.0
596061,2021-07-03,Yancey,North Carolina,37199.0,1640,28.0,0.0,0.0
599208,2021-07-04,Alamance,North Carolina,37001.0,19042,289.0,0.0,0.0
599209,2021-07-04,Alexander,North Carolina,37003.0,4456,84.0,0.0,0.0
599210,2021-07-04,Alleghany,North Carolina,37005.0,1095,5.0,0.0,0.0
599211,2021-07-04,Anson,North Carolina,37007.0,2638,56.0,0.0,0.0
599212,2021-07-04,Ashe,North Carolina,37009.0,2252,45.0,0.0,0.0
599213,2021-07-04,Avery,North Carolina,37011.0,2164,21.0,0.0,0.0
599214,2021-07-04,Beaufort,North Carolina,37013.0,4791,102.0,0.0,0.0
599215,2021-07-04,Bertie,North Carolina,37015.0,1795,45.0,0.0,0.0
599216,2021-07-04,Bladen,North Carolina,37017.0,3516,47.0,0.0,0.0
599217,2021-07-04,Brunswick,North Carolina,37019.0,9342,156.0,0.0,0.0
599218,2021-07-04,Buncombe,North Carolina,37021.0,18089,335.0,0.0,0.0
599219,2021-07-04,Burke,North Carolina,37023.0,10152,162.0,0.0,0.0
599220,2021-07-04,Cabarrus,North Carolina,37025.0,22396,262.0,0.0,0.0
599221,2021-07-04,Caldwell,North Carolina,37027.0,9521,111.0,0.0,0.0
599222,2021-07-04,Camden,North Carolina,37029.0,695,6.0,0.0,0.0
599223,2021-07-04,Carteret,North Carolina,37031.0,5261,55.0,0.0,0.0
599224,2021-07-04,Caswell,North Carolina,37033.0,2200,30.0,0.0,0.0
599225,2021-07-04,Catawba,North Carolina,37035.0,19823,311.0,0.0,0.0
599226,2021-07-04,Chatham,North Carolina,37037.0,4756,89.0,0.0,0.0
599227,2021-07-04,Cherokee,North Carolina,37039.0,2638,38.0,0.0,0.0
599228,2021-07-04,Chowan,North Carolina,37041.0,1488,34.0,0.0,0.0
599229,2021-07-04,Clay,North Carolina,37043.0,906,18.0,0.0,0.0
599230,2021-07-04,Cleveland,North Carolina,37045.0,11717,228.0,0.0,0.0
599231,2021-07-04,Columbus,North Carolina,37047.0,6459,151.0,0.0,0.0
599232,2021-07-04,Craven,North Carolina,37049.0,9470,126.0,0.0,0.0
599233,2021-07-04,Cumberland,North Carolina,37051.0,30343,321.0,0.0,0.0
599234,2021-07-04,Currituck,North Carolina,37053.0,1580,16.0,0.0,0.0
599235,2021-07-04,Dare,North Carolina,37055.0,2191,10.0,0.0,0.0
599236,2021-07-04,Davidson,North Carolina,37057.0,17032,197.0,0.0,0.0
599237,2021-07-04,Davie,North Carolina,37059.0,4180,40.0,0.0,0.0
599238,2021-07-04,Duplin,North Carolina,37061.0,6387,142.0,0.0,0.0
599239,2021-07-04,Durham,North Carolina,37063.0,25991,234.0,0.0,0.0
599240,2021-07-04,Edgecombe,North Carolina,37065.0,5704,113.0,0.0,0.0
599241,2021-07-04,Forsyth,North Carolina,37067.0,37030,422.0,0.0,0.0
599242,2021-07-04,Franklin,North Carolina,37069.0,7047,54.0,0.0,0.0
599243,2021-07-04,Gaston,North Carolina,37071.0,27198,441.0,0.0,0.0
599244,2021-07-04,Gates,North Carolina,37073.0,749,13.0,0.0,0.0
599245,2021-07-04,Graham,North Carolina,37075.0,666,13.0,0.0,0.0
599246,2021-07-04,Granville,North Carolina,37077.0,5991,83.0,0.0,0.0
599247,2021-07-04,Greene,North Carolina,37079.0,2421,47.0,0.0,0.0
599248,2021-07-04,Guilford,North Carolina,37081.0,48742,721.0,0.0,0.0
